query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,-0.13636363636363635,0.37175217950204814,-0.02714275178212366,0.8595179077319084,45,3.6229441165924072
1,0.041370223978919624,0.7872941744712797,-0.03877754819974593,0.8003433794286646,45,3.6805579662323
2,0.2616600790513834,0.08251638857912044,0.12771038347259403,0.4031376830730223,45,3.6227216720581055
3,0.10461133069828722,0.49404668293307535,0.05411591673201036,0.72404043399893,45,3.1498076915740967
4,-0.18339920948616598,0.2278484765201767,-0.1730145081691617,0.25572507765303754,45,2.987194299697876
5,-0.17667984189723318,0.2456362971091616,-0.1132240070187436,0.45897074135933613,45,3.5283496379852295
6,0.22753623188405794,0.1327866605989907,0.27437433850036536,0.06816034902176397,45,3.5020763874053955
7,-0.11330698287220026,0.45863949997618797,-0.14749600800580132,0.33359781575758746,45,3.5028178691864014
8,-0.006982872200263504,0.9636889377386879,0.20595187079396768,0.1746884823460849,45,3.1970903873443604
9,-0.08603425559947299,0.5741580748880782,-0.09640361777973981,0.5287161924423233,45,3.42065167427063
10,0.030961791831357045,0.8399935999597965,0.09502081651108937,0.5346724481801068,45,3.6439313888549805
11,-0.05019762845849802,0.7433149524219931,-0.014013458859247067,0.9272031837216697,45,3.2363133430480957
12,0.15415019762845847,0.31200149189622856,0.013525184458517085,0.929733211004791,45,3.4860007762908936
13,0.37444005270092223,0.011274583258305097,0.21432642183648715,0.15742749350956783,45,3.962362289428711
14,0.2957839262187088,0.04852611336262972,0.252740765563715,0.09392555108771222,45,3.8877687454223633
15,0.10961791831357047,0.47349056175643733,-0.008473379520799091,0.955945206394284,45,3.7099976539611816
16,-0.11488801054018445,0.45235276408682723,0.11872437843558903,0.4372950799412211,45,4.12708044052124
17,0.0670619235836627,0.6616044181912978,0.11757862404501243,0.4417627446731002,45,3.7684454917907715
18,0.1911725955204216,0.20839989981645374,0.05220774963846527,0.7334066965876407,45,3.180040121078491
19,-0.0895915678524374,0.5583693663472625,-0.12313114133907302,0.42034748873279904,45,2.7798352241516113
