query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9446024602460245,3.2598033767918245e-49,0.9358052534636371,3.6067495965374074e-46,100,3.4125919342041016
1,0.9516831683168316,4.755062279460184e-52,0.9635344574957346,6.488684797654831e-58,100,3.5448224544525146
2,0.9468075211789424,4.698358592386329e-50,0.9520830625977478,3.1950468120882496e-52,100,3.4616477489471436
3,0.922100210021002,3.388307655026167e-42,0.9255232854019791,4.073827625455302e-43,100,3.000426769256592
4,0.9222082208220821,3.1739670779064835e-42,0.9474028855696034,2.745736655405576e-50,100,2.8378055095672607
5,0.9345574557455745,8.9874072333363e-46,0.9440176056103358,5.377021303289995e-49,100,3.348294258117676
6,0.942127039089266,2.6150195850324968e-48,0.963022147665716,1.2697577826668522e-57,100,3.3392415046691895
7,0.9405700570057004,9.248280106137566e-48,0.9623304750646956,3.0967148745534445e-57,100,3.350379705429077
8,0.913123312331233,5.694988759940033e-40,0.9361605577444592,2.771727805901704e-46,100,3.0591318607330322
9,0.9475095934923938,2.4920682858864583e-50,0.9334273906622187,2.023243768177838e-45,100,3.281080961227417
10,0.9306598579695592,1.3918537795489468e-44,0.9439721866688507,5.58885665403561e-49,100,3.5030720233917236
11,0.9524152415241524,2.290403427423649e-52,0.959199187493113,1.4373303701658724e-55,100,3.1409268379211426
12,0.9662735261775449,1.5098705836323363e-59,0.9965821943886235,5.9479765662492194e-108,100,3.339482307434082
13,0.9087428742874286,5.6959120254977285e-39,0.9114609072687401,1.3839634962797596e-39,100,3.8050954341888428
14,0.9485268526852685,9.789387585046727e-51,0.9578899175803222,6.547234110302328e-55,100,3.638570785522461
15,0.9280255866396003,8.113674412717815e-44,0.9392684117637309,2.590759423065783e-47,100,3.561091423034668
16,0.9534833483348334,7.7261445083775195e-53,0.9629109886317841,1.4670332533973208e-57,100,3.921304225921631
17,0.9855745574557454,2.01908025067534e-77,0.9914246544937572,1.982639873993008e-88,100,3.591648578643799
18,0.9415901590159015,4.058253306529972e-48,0.957230957561962,1.3791614190912323e-54,100,2.9101197719573975
19,0.9482868286828682,1.2224846531712516e-50,0.9457311187124964,1.2217749352268934e-49,100,2.5035881996154785
