subset,query,n_removed,baseline_loss,filtered_loss,loss_change
0,0,40,3.5571529865264893,3.557035446166992,-0.00011754035949707031
0,1,40,3.5169498920440674,3.517069101333618,0.00011920928955078125
0,2,40,3.8510093688964844,3.85089373588562,-0.00011563301086425781
0,3,40,3.456754684448242,3.4569473266601562,0.0001926422119140625
0,4,40,2.829200029373169,2.8292911052703857,9.107589721679688e-05
0,5,40,2.4186129570007324,2.418635129928589,2.2172927856445312e-05
1,0,40,3.5571529865264893,3.557359457015991,0.00020647048950195312
1,1,40,3.5169498920440674,3.516674041748047,-0.0002758502960205078
1,2,40,3.8510093688964844,3.8508992195129395,-0.00011014938354492188
1,3,40,3.456754684448242,3.4566752910614014,-7.939338684082031e-05
1,4,40,2.829200029373169,2.8290281295776367,-0.00017189979553222656
1,5,40,2.4186129570007324,2.418469190597534,-0.0001437664031982422
2,0,40,3.5571529865264893,3.556889295578003,-0.0002636909484863281
2,1,40,3.5169498920440674,3.5169811248779297,3.123283386230469e-05
2,2,40,3.8510093688964844,3.85124135017395,0.0002319812774658203
2,3,40,3.456754684448242,3.4566826820373535,-7.200241088867188e-05
2,4,40,2.829200029373169,2.8294992446899414,0.00029921531677246094
2,5,40,2.4186129570007324,2.419149398803711,0.0005364418029785156
