query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.443826198577881,3.4664762020111084,0.02265000343322754
1,40,3.571828842163086,3.592531681060791,0.020702838897705078
2,40,3.4705111980438232,3.4992434978485107,0.0287322998046875
3,40,3.043825149536133,3.0665197372436523,0.02269458770751953
4,40,2.90474009513855,2.924365520477295,0.019625425338745117
5,40,3.4263899326324463,3.456946611404419,0.030556678771972656
6,40,3.3693904876708984,3.3922674655914307,0.022876977920532227
7,40,3.392805337905884,3.4197304248809814,0.026925086975097656
8,40,3.139892578125,3.167492628097534,0.02760004997253418
9,40,3.3324368000030518,3.357693672180176,0.025256872177124023
10,40,3.5422306060791016,3.5644643306732178,0.02223372459411621
11,40,3.3180456161499023,3.346702814102173,0.028657197952270508
12,40,3.415316343307495,3.4324569702148438,0.017140626907348633
13,40,3.8719327449798584,3.8970258235931396,0.02509307861328125
14,40,3.6554324626922607,3.680372476577759,0.024940013885498047
15,40,3.601208209991455,3.6205780506134033,0.019369840621948242
16,40,3.9650607109069824,3.984614372253418,0.019553661346435547
17,40,3.8724365234375,3.9223246574401855,0.04988813400268555
18,40,2.946936845779419,2.967440366744995,0.020503520965576172
19,40,2.5553712844848633,2.5813965797424316,0.02602529525756836
