query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.443826198577881,3.4512100219726562,0.007383823394775391
1,40,3.571828842163086,3.5811822414398193,0.009353399276733398
2,40,3.4705111980438232,3.482537031173706,0.012025833129882812
3,40,3.043825149536133,3.050302028656006,0.006476879119873047
4,40,2.90474009513855,2.914325475692749,0.009585380554199219
5,40,3.4263899326324463,3.4425129890441895,0.016123056411743164
6,40,3.369389533996582,3.3835418224334717,0.014152288436889648
7,40,3.392805337905884,3.403353452682495,0.010548114776611328
8,40,3.139892578125,3.1481714248657227,0.008278846740722656
9,40,3.3324368000030518,3.3468165397644043,0.014379739761352539
10,40,3.5422303676605225,3.556361198425293,0.014130830764770508
11,40,3.3180456161499023,3.3339288234710693,0.015883207321166992
12,40,3.415316343307495,3.4220428466796875,0.006726503372192383
13,40,3.8719329833984375,3.87837290763855,0.006439924240112305
14,40,3.6554319858551025,3.662546157836914,0.0071141719818115234
15,40,3.601208209991455,3.6071670055389404,0.0059587955474853516
16,40,3.9650607109069824,3.972928762435913,0.007868051528930664
17,40,3.8724365234375,3.9112472534179688,0.03881072998046875
18,40,2.946936845779419,2.951726198196411,0.0047893524169921875
19,40,2.555370569229126,2.569862127304077,0.014491558074951172
