query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,640,0.08436346054077148,0.0005315144856770834,0.0007210029465415047,3,1
1,640,0.08411645889282227,-0.000268856684366862,0.0007085213058205359,3,1
2,640,0.11781525611877441,-0.00014789899190266928,0.0003682197493149282,3,1
3,640,0.10504412651062012,-0.00023142496744791666,0.0007049501721446684,3,1
4,640,0.08809900283813477,9.854634602864583e-05,0.00016388608252800417,3,1
5,640,0.12024974822998047,0.0006836255391438802,0.0010099539431012744,3,1
6,640,0.09936809539794922,0.0002228418986002604,0.000639244466025286,3,1
7,640,0.11095261573791504,9.020169576009114e-05,0.00011647725706829234,3,1
8,640,0.10663414001464844,-0.0006893475850423177,0.0005790267173424581,3,1
9,640,0.09780120849609375,-0.0005973974863688151,0.0005239196242926492,3,1
10,640,0.09986615180969238,0.0005041758219401041,0.0005271410701195777,3,1
11,640,0.13439583778381348,0.0004123846689860026,0.0005082934999455924,3,1
12,640,0.11780500411987305,2.5908152262369793e-05,0.00021961086349972893,3,1
13,640,0.09391570091247559,0.0012234052022298176,0.0004774751170553682,3,1
14,640,0.07984733581542969,0.0002899964650472005,0.00048219209146150254,3,1
15,640,0.09000921249389648,-2.1378199259440105e-05,0.0007956840771601148,3,1
16,640,0.07790207862854004,0.00030350685119628906,0.000299691395238919,3,1
17,640,0.09258913993835449,0.00018413861592610678,0.0004514464661739169,3,1
18,640,0.09629130363464355,-0.001016537348429362,0.001032722462263476,3,1
19,640,0.13645339012145996,-0.00040022532145182293,0.00020910292580200468,3,1
