query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.392620801925659,3.3962531089782715,0.0036323070526123047
1,40,3.1156845092773438,3.117969036102295,0.002284526824951172
2,40,3.6828575134277344,3.6866438388824463,0.003786325454711914
3,40,3.683957815170288,3.6859474182128906,0.001989603042602539
