query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,160,0.02233290672302246,7.3909759521484375e-06,0.0009054144029505551,3,1
1,160,0.02447056770324707,4.863739013671875e-05,0.0008881284156814218,3,1
