query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.21764705882352942,0.41808684161130316,0.0758414050779455,0.7801228493678924,16,3.1259796619415283
1,-0.24705882352941175,0.35627504151257744,-0.13600931633738195,0.6154911809962161,16,3.3111376762390137
2,-0.07058823529411765,0.7950393023376281,0.012945508273568489,0.962048501295403,16,3.180311441421509
3,0.37058823529411766,0.15765046473782077,0.2609330863798849,0.329005657186808,16,2.6619348526000977
4,-0.34411764705882353,0.19185563142554296,-0.6641307742255341,0.005018597744997876,16,2.552051305770874
5,0.09411764705882353,0.7288144270239807,0.058001849571196334,0.8310415091514516,16,3.0823540687561035
6,-0.3411764705882353,0.19593262486788887,-0.16884851174555654,0.531891068027528,16,2.9665775299072266
7,-0.3411764705882353,0.19593262486788887,-0.06275262944816579,0.8174114074231167,16,2.969620704650879
8,0.12058823529411765,0.6564245147485953,0.26362759018672666,0.32385317154029336,16,2.745548963546753
9,-0.12352941176470587,0.6485420669723406,-0.37996187635721856,0.14659318326363102,16,3.0129973888397217
10,-0.2647058823529412,0.3218043958686153,0.1912009602645661,0.47810657405705703,16,3.1667139530181885
11,-0.11470588235294117,0.6722910465997233,0.14009307714789976,0.6048209868099679,16,2.8124053478240967
12,-0.03679176860657876,0.8923953385946605,-0.15161194813654433,0.5751308783020848,16,2.941852569580078
13,0.1264705882352941,0.6406944408168839,0.41707626910286477,0.10800497612382956,16,3.601318597793579
14,-0.19411764705882353,0.47128972836210753,-0.26464394417970494,0.32192187574675035,16,3.462207317352295
15,0.611764705882353,0.011788405053115205,0.4935903147215995,0.0520124062905275,16,3.329441547393799
16,-0.19411764705882353,0.47128972836210753,0.004093453964637457,0.9879958688416494,16,3.710137128829956
17,0.2352941176470588,0.3803558011886571,-0.0016260087557683073,0.9952315639904205,16,3.294914484024048
18,0.29411764705882354,0.26884655462289303,0.14589127405109945,0.5897995766469363,16,2.6119680404663086
19,0.1411764705882353,0.6020026838819792,-0.05570399293998819,0.837650589742616,16,2.2980871200561523
