query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.19999999999999998,0.3978729793519616,0.11346991758286841,0.6338451885581307,20,3.1259796619415283
1,-0.393984962406015,0.0856464817310337,-0.24370361343517077,0.3004746621667828,20,3.3111376762390137
2,0.17744360902255638,0.4542034838793193,0.4666016810976786,0.03808580022009736,20,3.180311441421509
3,0.07669172932330826,0.74793344754194,0.21080034482190282,0.3723336570874478,20,2.6619348526000977
4,0.018045112781954885,0.9398091995407436,0.16536216480735252,0.48597507379998,20,2.552051544189453
5,-0.03308270676691729,0.8898759648856192,0.2661415816222774,0.2567150471173036,20,3.082352638244629
6,0.2526315789473684,0.28255005726391963,0.35295304074229583,0.1269016254277398,20,2.9665775299072266
7,0.12180451127819547,0.6089566221649011,0.45395916410513465,0.04437186370353454,20,2.969620704650879
8,0.12330827067669171,0.604508830626885,0.11438162761497485,0.6311035201488794,20,2.7455496788024902
9,-0.15488721804511277,0.5143826800752829,-0.37638354814811215,0.10191195928079848,20,3.012997627258301
10,0.07969924812030074,0.7383737490149301,0.2791359687539378,0.2333292450767888,20,3.1667139530181885
11,0.09172932330827067,0.7005157258604466,0.23292654895706652,0.32301158260963625,20,2.8124053478240967
12,-0.12781954887218044,0.5912462398946647,-0.12908123534394694,0.5875590517861963,20,2.941852569580078
13,-0.4872180451127819,0.02934199190370818,-0.2705850385738104,0.24855707487820264,20,3.601318597793579
14,-0.34285714285714286,0.1389100108810134,-0.4063369854083375,0.07543532605523855,20,3.462207317352295
15,-0.06616541353383458,0.7816639121085741,-0.06438092106448946,0.7874213196112003,20,3.329441547393799
16,-0.16992481203007515,0.47384906489411227,-0.24924718845520452,0.2892651749637447,20,3.710137128829956
17,-0.05714285714285714,0.8108800461568324,-0.05383367061560673,0.821658386205032,20,3.294914484024048
18,0.06766917293233082,0.7768207117441497,0.011559792813072123,0.9614217213408562,20,2.6119680404663086
19,0.10075187969924812,0.6725564354857819,0.15322729918624137,0.5189554616733176,20,2.2980871200561523
