subset,query,n_removed,baseline_loss,filtered_loss,loss_change
0,0,320,3.1313605308532715,3.130319833755493,-0.0010406970977783203
1,0,320,3.1313605308532715,3.130794048309326,-0.0005664825439453125
2,0,320,3.1313605308532715,3.130519390106201,-0.0008411407470703125
