subset,query,n_removed,baseline_loss,filtered_loss,loss_change
0,0,160,3.4003193378448486,3.3996779918670654,-0.0006413459777832031
0,1,160,3.5231082439422607,3.523346185684204,0.00023794174194335938
0,2,160,3.4456706047058105,3.446234703063965,0.0005640983581542969
0,3,160,2.9898805618286133,2.990993022918701,0.0011124610900878906
0,4,160,2.8286845684051514,2.8269715309143066,-0.0017130374908447266
0,5,160,3.330876111984253,3.33223032951355,0.001354217529296875
0,6,160,3.3186895847320557,3.317075729370117,-0.0016138553619384766
0,7,160,3.3405227661132812,3.3394551277160645,-0.0010676383972167969
0,8,160,3.0452816486358643,3.0453805923461914,9.894371032714844e-05
0,9,160,3.2668845653533936,3.2676193714141846,0.0007348060607910156
0,10,160,3.485581874847412,3.485443592071533,-0.00013828277587890625
0,11,160,3.124760150909424,3.126659631729126,0.0018994808197021484
0,12,160,3.3395965099334717,3.338901996612549,-0.0006945133209228516
0,13,160,3.8052568435668945,3.803762912750244,-0.0014939308166503906
0,14,160,3.629495143890381,3.6319754123687744,0.0024802684783935547
0,15,160,3.553333282470703,3.5531036853790283,-0.0002295970916748047
0,16,160,3.919603109359741,3.9200856685638428,0.0004825592041015625
0,17,160,3.5866575241088867,3.5879855155944824,0.0013279914855957031
0,18,160,2.901536226272583,2.9013493061065674,-0.000186920166015625
0,19,160,2.509138345718384,2.5079007148742676,-0.001237630844116211
1,0,160,3.4003193378448486,3.400951623916626,0.0006322860717773438
1,1,160,3.5231082439422607,3.524587392807007,0.0014791488647460938
1,2,160,3.4456706047058105,3.447115421295166,0.0014448165893554688
1,3,160,2.9898805618286133,2.989328622817993,-0.0005519390106201172
1,4,160,2.8286845684051514,2.8276360034942627,-0.0010485649108886719
1,5,160,3.330876111984253,3.3324649333953857,0.0015888214111328125
1,6,160,3.3186895847320557,3.317335605621338,-0.0013539791107177734
1,7,160,3.3405227661132812,3.3397138118743896,-0.0008089542388916016
1,8,160,3.0452816486358643,3.044790029525757,-0.0004916191101074219
1,9,160,3.2668845653533936,3.2672390937805176,0.00035452842712402344
1,10,160,3.485581874847412,3.4865782260894775,0.0009963512420654297
1,11,160,3.124760150909424,3.126706838607788,0.0019466876983642578
1,12,160,3.3395965099334717,3.3449294567108154,0.00533294677734375
1,13,160,3.8052568435668945,3.8039939403533936,-0.0012629032135009766
1,14,160,3.629495143890381,3.6326205730438232,0.003125429153442383
1,15,160,3.553333282470703,3.5533134937286377,-1.9788742065429688e-05
1,16,160,3.919603109359741,3.920619487762451,0.001016378402709961
1,17,160,3.5866575241088867,3.5835342407226562,-0.0031232833862304688
1,18,160,2.901536226272583,2.9018282890319824,0.00029206275939941406
1,19,160,2.509138345718384,2.507153034210205,-0.001985311508178711
2,0,160,3.4003193378448486,3.4001071453094482,-0.00021219253540039062
2,1,160,3.5231082439422607,3.5224411487579346,-0.0006670951843261719
2,2,160,3.4456706047058105,3.4469563961029053,0.0012857913970947266
2,3,160,2.9898805618286133,2.989708185195923,-0.0001723766326904297
2,4,160,2.8286845684051514,2.8275015354156494,-0.0011830329895019531
2,5,160,3.330876111984253,3.330429792404175,-0.000446319580078125
2,6,160,3.3186895847320557,3.317960500717163,-0.0007290840148925781
2,7,160,3.3405227661132812,3.3394157886505127,-0.0011069774627685547
2,8,160,3.0452816486358643,3.0451748371124268,-0.0001068115234375
2,9,160,3.2668845653533936,3.2668941020965576,9.5367431640625e-06
2,10,160,3.485581874847412,3.484973192214966,-0.0006086826324462891
2,11,160,3.124760150909424,3.128851890563965,0.004091739654541016
2,12,160,3.3395965099334717,3.339608669281006,1.2159347534179688e-05
2,13,160,3.8052568435668945,3.803927421569824,-0.0013294219970703125
2,14,160,3.629495143890381,3.632993221282959,0.003498077392578125
2,15,160,3.553333282470703,3.5539166927337646,0.0005834102630615234
2,16,160,3.919603109359741,3.9207375049591064,0.0011343955993652344
2,17,160,3.5866575241088867,3.588172435760498,0.0015149116516113281
2,18,160,2.901536226272583,2.901885986328125,0.0003497600555419922
2,19,160,2.509138345718384,2.5076961517333984,-0.0014421939849853516
3,0,160,3.4003193378448486,3.398723840713501,-0.0015954971313476562
3,1,160,3.5231082439422607,3.524346351623535,0.001238107681274414
3,2,160,3.4456706047058105,3.448049306869507,0.002378702163696289
3,3,160,2.9898805618286133,2.9900567531585693,0.0001761913299560547
3,4,160,2.8286845684051514,2.8282387256622314,-0.0004458427429199219
3,5,160,3.330876111984253,3.330300807952881,-0.0005753040313720703
3,6,160,3.3186895847320557,3.317111015319824,-0.0015785694122314453
3,7,160,3.3405227661132812,3.3399033546447754,-0.0006194114685058594
3,8,160,3.0452816486358643,3.0449905395507812,-0.0002911090850830078
3,9,160,3.2668845653533936,3.2663414478302,-0.0005431175231933594
3,10,160,3.485581874847412,3.485051155090332,-0.0005307197570800781
3,11,160,3.124760150909424,3.1257214546203613,0.0009613037109375
3,12,160,3.3395965099334717,3.3391311168670654,-0.00046539306640625
3,13,160,3.8052568435668945,3.8039519786834717,-0.0013048648834228516
3,14,160,3.629495143890381,3.6337006092071533,0.004205465316772461
3,15,160,3.553333282470703,3.554452657699585,0.001119375228881836
3,16,160,3.919603109359741,3.9202444553375244,0.0006413459777832031
3,17,160,3.5866575241088867,3.583799123764038,-0.002858400344848633
3,18,160,2.901536226272583,2.9019460678100586,0.00040984153747558594
3,19,160,2.509138345718384,2.5069942474365234,-0.0021440982818603516
4,0,160,3.4003193378448486,3.4005980491638184,0.00027871131896972656
4,1,160,3.5231082439422607,3.522091865539551,-0.001016378402709961
4,2,160,3.4456706047058105,3.4459431171417236,0.00027251243591308594
4,3,160,2.9898805618286133,2.9902472496032715,0.0003666877746582031
4,4,160,2.8286845684051514,2.8266305923461914,-0.002053976058959961
4,5,160,3.330876111984253,3.331216335296631,0.0003402233123779297
4,6,160,3.3186895847320557,3.3171653747558594,-0.001524209976196289
4,7,160,3.3405227661132812,3.3396048545837402,-0.0009179115295410156
4,8,160,3.0452816486358643,3.043987274169922,-0.0012943744659423828
4,9,160,3.2668845653533936,3.267007350921631,0.0001227855682373047
4,10,160,3.485581874847412,3.486618995666504,0.0010371208190917969
4,11,160,3.124760150909424,3.126753330230713,0.0019931793212890625
4,12,160,3.3395965099334717,3.345829963684082,0.0062334537506103516
4,13,160,3.8052568435668945,3.803286075592041,-0.0019707679748535156
4,14,160,3.629495143890381,3.631859540939331,0.0023643970489501953
4,15,160,3.553333282470703,3.554426670074463,0.0010933876037597656
4,16,160,3.919603109359741,3.919111728668213,-0.0004913806915283203
4,17,160,3.5866575241088867,3.5844171047210693,-0.002240419387817383
4,18,160,2.901536226272583,2.900355815887451,-0.001180410385131836
4,19,160,2.509138345718384,2.5072319507598877,-0.0019063949584960938
5,0,160,3.4003193378448486,3.4011342525482178,0.0008149147033691406
5,1,160,3.5231082439422607,3.5241587162017822,0.0010504722595214844
5,2,160,3.4456706047058105,3.4452126026153564,-0.00045800209045410156
5,3,160,2.9898805618286133,2.987873077392578,-0.0020074844360351562
5,4,160,2.8286845684051514,2.8286619186401367,-2.2649765014648438e-05
5,5,160,3.330876111984253,3.329533100128174,-0.0013430118560791016
5,6,160,3.3186895847320557,3.317218065261841,-0.0014715194702148438
5,7,160,3.3405227661132812,3.339944362640381,-0.0005784034729003906
5,8,160,3.0452816486358643,3.0450055599212646,-0.0002760887145996094
5,9,160,3.2668845653533936,3.266907215118408,2.2649765014648438e-05
5,10,160,3.485581874847412,3.4858734607696533,0.00029158592224121094
5,11,160,3.124760150909424,3.126471996307373,0.0017118453979492188
5,12,160,3.3395965099334717,3.3382248878479004,-0.001371622085571289
5,13,160,3.8052568435668945,3.8036460876464844,-0.0016107559204101562
5,14,160,3.629495143890381,3.6325082778930664,0.003013134002685547
5,15,160,3.553333282470703,3.555745840072632,0.002412557601928711
5,16,160,3.919603109359741,3.9201011657714844,0.0004980564117431641
5,17,160,3.5866575241088867,3.5837111473083496,-0.0029463768005371094
5,18,160,2.901536226272583,2.901353597640991,-0.00018262863159179688
5,19,160,2.509138345718384,2.5084428787231445,-0.0006954669952392578
6,0,160,3.4003193378448486,3.3994133472442627,-0.0009059906005859375
6,1,160,3.5231082439422607,3.524038076400757,0.0009298324584960938
6,2,160,3.4456706047058105,3.4453237056732178,-0.00034689903259277344
6,3,160,2.9898805618286133,2.990067958831787,0.00018739700317382812
6,4,160,2.8286845684051514,2.8274130821228027,-0.0012714862823486328
6,5,160,3.330876111984253,3.3290059566497803,-0.0018701553344726562
6,6,160,3.3186895847320557,3.3156144618988037,-0.003075122833251953
6,7,160,3.3405227661132812,3.3391194343566895,-0.0014033317565917969
6,8,160,3.0452816486358643,3.0446972846984863,-0.0005843639373779297
6,9,160,3.2668845653533936,3.264521598815918,-0.002362966537475586
6,10,160,3.485581874847412,3.4848151206970215,-0.000766754150390625
6,11,160,3.124760150909424,3.124840021133423,7.987022399902344e-05
6,12,160,3.3395965099334717,3.3392961025238037,-0.00030040740966796875
6,13,160,3.8052568435668945,3.802870035171509,-0.002386808395385742
6,14,160,3.629495143890381,3.63383412361145,0.004338979721069336
6,15,160,3.553333282470703,3.5539393424987793,0.0006060600280761719
6,16,160,3.919603109359741,3.9195661544799805,-3.695487976074219e-05
6,17,160,3.5866575241088867,3.5859129428863525,-0.0007445812225341797
6,18,160,2.901536226272583,2.9002342224121094,-0.0013020038604736328
6,19,160,2.509138345718384,2.5071096420288086,-0.0020287036895751953
7,0,160,3.4003193378448486,3.400434732437134,0.00011539459228515625
7,1,160,3.5231082439422607,3.524294376373291,0.0011861324310302734
7,2,160,3.4456706047058105,3.445969343185425,0.0002987384796142578
7,3,160,2.9898805618286133,2.990043878555298,0.0001633167266845703
7,4,160,2.8286845684051514,2.8281779289245605,-0.0005066394805908203
7,5,160,3.330876111984253,3.33004093170166,-0.0008351802825927734
7,6,160,3.3186895847320557,3.3179943561553955,-0.0006952285766601562
7,7,160,3.3405227661132812,3.339744806289673,-0.0007779598236083984
7,8,160,3.0452816486358643,3.0447909832000732,-0.0004906654357910156
7,9,160,3.2668845653533936,3.266523599624634,-0.0003609657287597656
7,10,160,3.485581874847412,3.4863836765289307,0.0008018016815185547
7,11,160,3.124760150909424,3.126220703125,0.0014605522155761719
7,12,160,3.3395965099334717,3.3395566940307617,-3.981590270996094e-05
7,13,160,3.8052568435668945,3.8031532764434814,-0.002103567123413086
7,14,160,3.629495143890381,3.63218355178833,0.0026884078979492188
7,15,160,3.553333282470703,3.555723190307617,0.0023899078369140625
7,16,160,3.919603109359741,3.920407295227051,0.0008041858673095703
7,17,160,3.5866575241088867,3.5847809314727783,-0.0018765926361083984
7,18,160,2.901536226272583,2.900911808013916,-0.0006244182586669922
7,19,160,2.509138345718384,2.5086216926574707,-0.0005166530609130859
8,0,160,3.4003193378448486,3.3991425037384033,-0.0011768341064453125
8,1,160,3.5231082439422607,3.5218896865844727,-0.001218557357788086
8,2,160,3.4456706047058105,3.445380926132202,-0.00028967857360839844
8,3,160,2.9898805618286133,2.9913151264190674,0.0014345645904541016
8,4,160,2.8286845684051514,2.8281259536743164,-0.0005586147308349609
8,5,160,3.330876111984253,3.330500364303589,-0.0003757476806640625
8,6,160,3.3186895847320557,3.3172266483306885,-0.0014629364013671875
8,7,160,3.3405227661132812,3.339088201522827,-0.0014345645904541016
8,8,160,3.0452816486358643,3.043789863586426,-0.0014917850494384766
8,9,160,3.2668845653533936,3.2660837173461914,-0.0008008480072021484
8,10,160,3.485581874847412,3.48539400100708,-0.00018787384033203125
8,11,160,3.124760150909424,3.1289079189300537,0.004147768020629883
8,12,160,3.3395965099334717,3.3384854793548584,-0.0011110305786132812
8,13,160,3.8052568435668945,3.80208420753479,-0.003172636032104492
8,14,160,3.629495143890381,3.6324667930603027,0.002971649169921875
8,15,160,3.553333282470703,3.5547780990600586,0.0014448165893554688
8,16,160,3.919603109359741,3.919429302215576,-0.00017380714416503906
8,17,160,3.5866575241088867,3.5916459560394287,0.004988431930541992
8,18,160,2.901536226272583,2.899332284927368,-0.0022039413452148438
8,19,160,2.509138345718384,2.5091819763183594,4.363059997558594e-05
9,0,160,3.4003193378448486,3.3998656272888184,-0.00045371055603027344
9,1,160,3.5231082439422607,3.5226032733917236,-0.0005049705505371094
9,2,160,3.4456706047058105,3.4470860958099365,0.0014154911041259766
9,3,160,2.9898805618286133,2.989091396331787,-0.0007891654968261719
9,4,160,2.8286845684051514,2.826706886291504,-0.001977682113647461
9,5,160,3.330876111984253,3.3297321796417236,-0.0011439323425292969
9,6,160,3.3186895847320557,3.3157918453216553,-0.0028977394104003906
9,7,160,3.3405227661132812,3.338966131210327,-0.0015566349029541016
9,8,160,3.0452816486358643,3.0442569255828857,-0.0010247230529785156
9,9,160,3.2668845653533936,3.2680647373199463,0.0011801719665527344
9,10,160,3.485581874847412,3.486060857772827,0.00047898292541503906
9,11,160,3.124760150909424,3.1264801025390625,0.0017199516296386719
9,12,160,3.3395965099334717,3.3387978076934814,-0.0007987022399902344
9,13,160,3.8052568435668945,3.803891658782959,-0.0013651847839355469
9,14,160,3.629495143890381,3.631920337677002,0.0024251937866210938
9,15,160,3.553333282470703,3.5536439418792725,0.00031065940856933594
9,16,160,3.919603109359741,3.920135498046875,0.0005323886871337891
9,17,160,3.5866575241088867,3.5844881534576416,-0.002169370651245117
9,18,160,2.901536226272583,2.9010891914367676,-0.0004470348358154297
9,19,160,2.509138345718384,2.5070583820343018,-0.0020799636840820312
10,0,160,3.4003193378448486,3.401219129562378,0.0008997917175292969
10,1,160,3.5231082439422607,3.523833990097046,0.0007257461547851562
10,2,160,3.4456706047058105,3.44602632522583,0.00035572052001953125
10,3,160,2.9898805618286133,2.9918718338012695,0.00199127197265625
10,4,160,2.8286845684051514,2.8282482624053955,-0.0004363059997558594
10,5,160,3.330876111984253,3.3307266235351562,-0.0001494884490966797
10,6,160,3.3186895847320557,3.3154728412628174,-0.0032167434692382812
10,7,160,3.3405227661132812,3.3398208618164062,-0.000701904296875
10,8,160,3.0452816486358643,3.045104742050171,-0.00017690658569335938
10,9,160,3.2668845653533936,3.2686359882354736,0.0017514228820800781
10,10,160,3.485581874847412,3.4856786727905273,9.679794311523438e-05
10,11,160,3.124760150909424,3.1262826919555664,0.0015225410461425781
10,12,160,3.3395965099334717,3.3388960361480713,-0.0007004737854003906
10,13,160,3.8052568435668945,3.802520275115967,-0.0027365684509277344
10,14,160,3.629495143890381,3.6316187381744385,0.002123594284057617
10,15,160,3.553333282470703,3.555053234100342,0.0017199516296386719
10,16,160,3.919603109359741,3.91991925239563,0.0003161430358886719
10,17,160,3.5866575241088867,3.583742141723633,-0.0029153823852539062
10,18,160,2.901536226272583,2.9014687538146973,-6.747245788574219e-05
10,19,160,2.509138345718384,2.5089690685272217,-0.00016927719116210938
11,0,160,3.4003193378448486,3.4004814624786377,0.0001621246337890625
11,1,160,3.5231082439422607,3.523909091949463,0.0008008480072021484
11,2,160,3.4456706047058105,3.447319746017456,0.0016491413116455078
11,3,160,2.9898805618286133,2.989959239959717,7.867813110351562e-05
11,4,160,2.8286845684051514,2.8282172679901123,-0.0004673004150390625
11,5,160,3.330876111984253,3.3306682109832764,-0.0002079010009765625
11,6,160,3.3186895847320557,3.3179430961608887,-0.0007464885711669922
11,7,160,3.3405227661132812,3.338292121887207,-0.0022306442260742188
11,8,160,3.0452816486358643,3.046163320541382,0.0008816719055175781
11,9,160,3.2668845653533936,3.2659173011779785,-0.0009672641754150391
11,10,160,3.485581874847412,3.4869675636291504,0.0013856887817382812
11,11,160,3.124760150909424,3.126891613006592,0.0021314620971679688
11,12,160,3.3395965099334717,3.3382771015167236,-0.0013194084167480469
11,13,160,3.8052568435668945,3.805516481399536,0.00025963783264160156
11,14,160,3.629495143890381,3.6320443153381348,0.0025491714477539062
11,15,160,3.553333282470703,3.5533905029296875,5.7220458984375e-05
11,16,160,3.919603109359741,3.9198849201202393,0.0002818107604980469
11,17,160,3.5866575241088867,3.5849132537841797,-0.0017442703247070312
11,18,160,2.901536226272583,2.9006824493408203,-0.0008537769317626953
11,19,160,2.509138345718384,2.507636547088623,-0.0015017986297607422
12,0,160,3.4003193378448486,3.39927077293396,-0.0010485649108886719
12,1,160,3.5231082439422607,3.5241763591766357,0.001068115234375
12,2,160,3.4456706047058105,3.444706916809082,-0.0009636878967285156
12,3,160,2.9898805618286133,2.989666700363159,-0.00021386146545410156
12,4,160,2.8286845684051514,2.826641082763672,-0.002043485641479492
12,5,160,3.330876111984253,3.332620859146118,0.0017447471618652344
12,6,160,3.3186895847320557,3.317202091217041,-0.0014874935150146484
12,7,160,3.3405227661132812,3.3397915363311768,-0.0007312297821044922
12,8,160,3.0452816486358643,3.04567551612854,0.00039386749267578125
12,9,160,3.2668845653533936,3.2667064666748047,-0.0001780986785888672
12,10,160,3.485581874847412,3.4862565994262695,0.0006747245788574219
12,11,160,3.124760150909424,3.127058267593384,0.002298116683959961
12,12,160,3.3395965099334717,3.3401753902435303,0.0005788803100585938
12,13,160,3.8052568435668945,3.804004430770874,-0.0012524127960205078
12,14,160,3.629495143890381,3.6322147846221924,0.0027196407318115234
12,15,160,3.553333282470703,3.5550906658172607,0.0017573833465576172
12,16,160,3.919603109359741,3.9216301441192627,0.0020270347595214844
12,17,160,3.5866575241088867,3.5840537548065186,-0.002603769302368164
12,18,160,2.901536226272583,2.901536226272583,0.0
12,19,160,2.509138345718384,2.508816957473755,-0.00032138824462890625
13,0,160,3.4003193378448486,3.3997974395751953,-0.0005218982696533203
13,1,160,3.5231082439422607,3.523984432220459,0.0008761882781982422
13,2,160,3.4456706047058105,3.44549298286438,-0.00017762184143066406
13,3,160,2.9898805618286133,2.989344835281372,-0.0005357265472412109
13,4,160,2.8286845684051514,2.827169418334961,-0.0015151500701904297
13,5,160,3.330876111984253,3.3296802043914795,-0.0011959075927734375
13,6,160,3.3186895847320557,3.317934989929199,-0.0007545948028564453
13,7,160,3.3405227661132812,3.3401689529418945,-0.00035381317138671875
