query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,5120,0.1752617359161377,0.0029541651407877603,0.0008394370567956782,3,1
1,5120,0.20533394813537598,0.0036504268646240234,0.0028701732857016288,3,1
2,5120,0.2625398635864258,-0.004515806833902995,0.0029133939237484282,3,1
3,5120,0.24188876152038574,0.0010286966959635417,0.00127248552952087,3,1
4,5120,0.20589160919189453,-0.0035107930501302085,0.0011950109133456522,3,1
5,5120,0.2743034362792969,-0.0014511744181315105,0.0022220060584873308,3,1
6,5120,0.24938225746154785,-0.0008541742960611979,0.0003408999132148924,3,1
7,5120,0.26050281524658203,-0.0034311612447102866,0.004038686032136066,3,1
8,5120,0.2167048454284668,0.0009297529856363932,0.00460189455092433,3,1
9,5120,0.2510986328125,0.00434120496114095,0.006018189435790055,3,1
10,5120,0.26956677436828613,-0.004914442698160808,0.005037052186230297,3,1
11,5120,0.32259130477905273,0.00341645876566569,0.004622200845006878,3,1
12,5120,0.29716920852661133,0.00583958625793457,0.003086364955104873,3,1
13,5120,0.15546369552612305,0.0017922719319661458,0.004526206659175171,3,1
14,5120,0.19661808013916016,-0.0008160273234049479,0.003629009270706215,3,1
15,5120,0.20169615745544434,0.0015149116516113281,0.0020157336038166174,3,1
16,5120,0.152968168258667,0.001046578089396159,0.0065759624529746815,3,1
17,5120,0.4447810649871826,0.00042247772216796875,0.0026195972390253112,3,1
18,5120,0.27629661560058594,0.002772092819213867,0.004222654271835496,3,1
19,5120,0.26145434379577637,0.0009125868479410807,0.005741882641473953,3,1
