query,n_removed,baseline_loss,filtered_loss,loss_change
0,640,3.3846628665924072,3.533576250076294,0.14891338348388672
1,640,3.0341081619262695,3.174833297729492,0.14072513580322266
2,640,3.2642576694488525,3.399724245071411,0.1354665756225586
3,640,3.760432481765747,3.836613893508911,0.07618141174316406
