query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.1387472152709961,-0.00021783511328976601,0.00032599730184301734,3,1
1,40,0.10429739952087402,0.0003010431828442961,0.0008310649427585304,3,1
2,40,0.19570183753967285,9.322166442871094e-05,0.0003384764713700861,3,1
3,40,0.13047552108764648,-7.756551349302754e-05,0.0003610221319831908,3,1
4,40,0.12812447547912598,3.337860107421875e-05,0.00017135762027464807,3,1
5,40,0.22166895866394043,-6.095568460295908e-05,0.00033679240732453763,3,1
6,40,0.22160577774047852,1.1761982932512183e-05,0.00011839117360068485,3,1
7,40,0.1816418170928955,-0.00021950404334347695,0.0002466246660333127,3,1
8,40,0.15837907791137695,-0.0001448790280846879,2.5914612706401385e-05,3,1
9,40,0.18272614479064941,-7.486343383789062e-05,0.0003234201285522431,3,1
10,40,0.1596221923828125,-5.825360494782217e-05,6.960284372325987e-05,3,1
11,40,0.18537664413452148,-0.0002621809544507414,0.0007292140508070588,3,1
12,40,0.14797234535217285,-7.20818861736916e-05,0.0005459942040033638,3,1
13,40,0.12200713157653809,-0.00016617774963378906,0.00035009364364668727,3,1
14,40,0.10675978660583496,-0.0003202756342943758,0.00032931132591329515,3,1
15,40,0.12042903900146484,0.00011523564899107441,0.0002670157409738749,3,1
16,40,0.12832021713256836,0.00019852320838253945,0.00015548737428616732,3,1
17,40,0.11482524871826172,0.00024700164794921875,0.0002999918651767075,3,1
18,40,0.10385441780090332,-6.993611896177754e-05,0.0001320689043495804,3,1
19,40,0.12846732139587402,0.0002262592315673828,0.0006659291102550924,3,1
