query,n_removed,baseline_loss,filtered_loss,loss_change
0,160,3.4692797660827637,3.5083558559417725,0.03907608985900879
1,160,3.7442820072174072,3.7925124168395996,0.04823040962219238
2,160,3.632384777069092,3.6857926845550537,0.053407907485961914
3,160,3.8064615726470947,3.874063014984131,0.06760144233703613
4,160,3.7078237533569336,3.744192361831665,0.036368608474731445
5,160,3.484314203262329,3.5392777919769287,0.05496358871459961
6,160,4.162389278411865,4.211991310119629,0.04960203170776367
7,160,3.9030251502990723,3.9649176597595215,0.06189250946044922
8,160,3.8519327640533447,3.8995561599731445,0.047623395919799805
9,160,3.5790371894836426,3.6189541816711426,0.0399169921875
10,160,3.5740859508514404,3.6275529861450195,0.0534670352935791
11,160,3.7624428272247314,3.820021390914917,0.05757856369018555
12,160,3.6121792793273926,3.650679588317871,0.038500308990478516
13,160,3.877802848815918,3.9369585514068604,0.05915570259094238
14,160,4.200813293457031,4.26303768157959,0.062224388122558594
15,160,4.186587333679199,4.240175247192383,0.053587913513183594
16,160,3.8621931076049805,3.9092228412628174,0.047029733657836914
17,160,4.061132907867432,4.108940601348877,0.04780769348144531
18,160,3.7176601886749268,3.76007342338562,0.04241323471069336
19,160,3.3015592098236084,3.337009906768799,0.03545069694519043
