query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,320,0.1662907600402832,-0.0005040168762207031,0.0007661104900762439,3,1
1,320,0.13277268409729004,0.00021425883460324258,0.0020311821717768908,3,1
2,320,0.23053812980651855,-0.0010781288146972656,0.00093773880507797,3,1
3,320,0.16608142852783203,-0.0008516311645507812,9.980687173083425e-05,3,1
4,320,0.15898489952087402,-0.0007038116455078125,0.00039649970130994916,3,1
5,320,0.2623863220214844,-0.0008181731100194156,0.00023715116549283266,3,1
6,320,0.25911831855773926,0.0002497037348803133,0.0006932481192052364,3,1
7,320,0.2223949432373047,-0.0006237030029296875,0.0010659125400707126,3,1
8,320,0.19306325912475586,-0.0003587404789868742,0.000557266641408205,3,1
9,320,0.221513032913208,-0.0003044605255126953,0.0009074719273485243,3,1
10,320,0.19809174537658691,-0.0006889502401463687,0.0001779354061000049,3,1
11,320,0.23333406448364258,-0.0008815129403956234,0.0011285115033388138,3,1
12,320,0.18078088760375977,-0.0021115143317729235,0.0005738429608754814,3,1
13,320,0.14752197265625,-0.0004200935363769531,0.0008868418517522514,3,1
14,320,0.1328582763671875,-0.0008188883657567203,0.0008884082781150937,3,1
15,320,0.14295029640197754,-0.0003421306610107422,0.0011219644220545888,3,1
16,320,0.15508604049682617,-0.00045831999159418046,7.010168337728828e-05,3,1
17,320,0.16073870658874512,0.00047429403639398515,0.000737101654522121,3,1
18,320,0.13780736923217773,0.026929059997200966,0.048886582255363464,3,1
19,320,0.17023158073425293,0.0027704238891601562,0.004924577660858631,3,1
