query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9387254901960785,2.4643824516216645e-08,0.9619396828887095,7.41580852151284e-10,17,3.403836488723755
1,0.9534313725490198,3.2849947662852595e-09,0.9744111009676499,3.915056119232531e-11,17,3.529703140258789
2,0.9460784313725492,9.653942434819036e-09,0.9245684086915085,1.1236337087610517e-07,17,3.4405758380889893
3,0.8455882352941178,1.909472573742939e-05,0.9022546307206563,7.343389215398582e-07,17,2.99238920211792
4,0.948529411764706,6.8595952617009776e-09,0.9760453164258887,2.3979230334364132e-11,17,2.833263397216797
5,0.9264705882352943,9.329882323638342e-08,0.954274269473587,2.871498454735858e-09,17,3.3275012969970703
6,0.8651960784313727,7.3200345533980586e-06,0.9071943393025045,5.051058541868251e-07,17,3.3199613094329834
7,0.9583333333333335,1.446991189707406e-09,0.9669498893452444,2.6106194592324317e-10,17,3.3468568325042725
8,0.8602941176470589,9.427383759906573e-06,0.836432344657546,2.8599419070813738e-05,17,3.0533642768859863
9,0.9558823529411765,2.2056479022281606e-09,0.9813368012164025,3.744986037512999e-12,17,3.2692973613739014
10,0.928921568627451,7.287799106752726e-08,0.9308442037620754,5.966801090016908e-08,17,3.487030267715454
11,0.9534313725490198,3.2849947662852595e-09,0.9778278826741958,1.3495896562772444e-11,17,3.1243221759796143
12,0.985294117647059,6.341615043472021e-13,0.9992047803955605,2.0751478654918113e-22,17,3.332132339477539
13,0.9803921568627453,5.4086960699484265e-12,0.9749613482423254,3.331389725719256e-11,17,3.8016648292541504
14,0.9166666666666667,2.317116555636976e-07,0.9654326195966229,3.6393956217058313e-10,17,3.642354965209961
15,0.9607843137254902,9.249159927780466e-10,0.9650807994566938,3.922550200293311e-10,17,3.5614993572235107
16,0.9558823529411765,2.2056479022281606e-09,0.9777325968069336,1.3933172894674482e-11,17,3.9194414615631104
17,0.985294117647059,6.341615043472021e-13,0.9948069812000158,2.651926329114941e-16,17,3.5520548820495605
18,0.9534313725490198,3.2849947662852595e-09,0.9611353036255337,8.654906980137446e-10,17,2.9047770500183105
19,0.9583333333333335,1.446991189707406e-09,0.9813176492287111,3.773696502910583e-12,17,2.5194993019104004
