query,n_removed,baseline_loss,filtered_loss,loss_change
0,1280,2.8304474353790283,2.9009368419647217,0.0704894065856933611,1280,2.8760979175567627,2.953326463699341,0.0772285461425781222,1280,2.759925127029419,2.8281476497650146,0.06822252273559573,3,1280,2.821410894393921,2.9143054485321045,0.09289455413818364,4,1280,3.3806586265563965,3.4586050510406494,0.07794642448425293
