query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9353846153846154,7.237731405695641e-12,0.9682788849143031,2.380729601090535e-15,25,3.4060041904449463
1,0.9484615384615385,5.733043815027239e-13,0.9555333389161196,1.0874716464610968e-13,25,3.5302281379699707
2,0.9392307692307692,3.642452198443861e-12,0.9761683175268172,9.23064207441261e-17,25,3.447934627532959
3,0.9723076923076923,5.092063587977505e-16,0.9776153897698555,4.523123971367226e-17,25,2.99041485786438
4,0.9546153846153845,1.3693264288999668e-13,0.970912036068795,8.902314857268324e-16,25,2.839458465576172
5,0.9623076923076924,1.6803262941697882e-14,0.98137172542169,5.571265489018281e-18,25,3.3308308124542236
6,0.9192307692307692,8.69137405425234e-11,0.9402862671190416,2.993349429685121e-12,25,3.317843437194824
7,0.9838461538461538,1.0948929238461658e-18,0.9845929493765564,6.376023678944748e-19,25,3.341533899307251
8,0.9569230769230769,7.599865990130391e-14,0.9684414233824229,2.24594332080057e-15,25,3.0509586334228516
9,0.9515384615384614,2.8677263907826597e-13,0.9615610180208543,2.097835641891005e-14,25,3.275113582611084
10,0.953076923076923,1.993927391443841e-13,0.9836723091649154,1.2372740669289236e-18,25,3.4895052909851074
11,0.9415384615384615,2.3605155328203274e-12,0.970400285360544,1.0852231163858229e-15,25,3.090792655944824
12,0.9730769230769231,3.6968375802315657e-16,0.9813539488599184,5.632225394535015e-18,25,3.3272876739501953
13,0.91,2.8803685977926824e-10,0.968185335688936,2.4616055321194908e-15,25,3.8022046089172363
14,0.9576923076923078,6.200951959732587e-14,0.9692738880638112,1.6582732246143072e-15,25,3.626140594482422
15,0.9346153846153846,8.261298257784442e-12,0.9516107961346386,2.819891474476132e-13,25,3.5645182132720947
16,0.9623076923076924,1.6803262941697882e-14,0.9834596503271898,1.4343188326333732e-18,25,3.9106411933898926
17,0.9507692307692308,3.4240716148102883e-13,0.9077566855098467,3.780185038156558e-10,25,3.5231332778930664
18,0.9523076923076922,2.3948235644929e-13,0.9642311241006191,9.287475785066149e-15,25,2.9053308963775635
19,0.9746153846153847,1.8933117457398762e-16,0.9808625303199562,7.578157864521047e-18,25,2.503917932510376
