query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.13606548309326172,-0.00021751721700032553,0.0003255670372357681,3,1
1,40,0.10210156440734863,0.00030080477396647137,0.0008314269597210651,3,1
2,40,0.19417715072631836,9.274482727050781e-05,0.00033768286486611136,3,1
3,40,0.12537288665771484,-7.971127827962239e-05,0.00036051398880366224,3,1
4,40,0.12547755241394043,3.512700398763021e-05,0.00017175760044786168,3,1
5,40,0.21666598320007324,-5.968411763509115e-05,0.0003356656161046181,3,1
6,40,0.21644258499145508,1.52587890625e-05,0.00011670899947169198,3,1
7,40,0.17506194114685059,-0.0002219676971435547,0.0002465925916685986,3,1
8,40,0.15631556510925293,-0.00014472007751464844,2.5730435275599807e-05,3,1
9,40,0.1789076328277588,-7.494290669759114e-05,0.0003235209515567919,3,1
10,40,0.15572690963745117,-6.024042765299479e-05,7.075062128836072e-05,3,1
11,40,0.19098186492919922,-0.00026265780131022137,0.0007272275661935743,3,1
12,40,0.14100050926208496,-7.065137227376302e-05,0.0005462079801560098,3,1
13,40,0.1263885498046875,-0.00016546249389648438,0.00034865601310731843,3,1
14,40,0.10014963150024414,-0.00031836827596028644,0.00032838403927858167,3,1
15,40,0.11852765083312988,0.00011706352233886719,0.00026833733045001057,3,1
16,40,0.12630796432495117,0.0001979668935139974,0.000155330085485561,3,1
17,40,0.10889244079589844,0.000246127446492513,0.0003002668170324485,3,1
18,40,0.09603118896484375,-7.033348083496094e-05,0.0001321800429388436,3,1
19,40,0.11819338798522949,0.000225067138671875,0.0006659003171306418,3,1
