query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.4124388694763184,3.423527956008911,0.011089086532592773
1,40,3.544938802719116,3.554124355316162,0.009185552597045898
2,40,3.4617059230804443,3.493290901184082,0.031584978103637695
3,40,3.000491142272949,3.009570360183716,0.009079217910766602
4,40,2.8379554748535156,2.8467400074005127,0.00878453254699707
5,40,3.3483223915100098,3.3598902225494385,0.011567831039428711
6,40,3.339423656463623,3.341661214828491,0.002237558364868164
7,40,3.3505873680114746,3.35461163520813,0.0040242671966552734
8,40,3.059044599533081,3.0708000659942627,0.01175546646118164
9,40,3.2809064388275146,3.2845237255096436,0.0036172866821289062
10,40,3.5031793117523193,3.5167317390441895,0.013552427291870117
11,40,3.1410508155822754,3.183438301086426,0.04238748550415039
12,40,3.3397011756896973,3.3902759552001953,0.05057477951049805
13,40,3.8051528930664062,3.810875415802002,0.005722522735595703
14,40,3.6386709213256836,3.636091470718384,-0.0025794506072998047
15,40,3.561279296875,3.565012216567993,0.003732919692993164
16,40,3.921374797821045,3.922454833984375,0.0010800361633300781
17,40,3.5918846130371094,3.5911149978637695,-0.0007696151733398438
18,40,2.9101099967956543,2.9113717079162598,0.0012617111206054688
19,40,2.50350022315979,2.5021393299102783,-0.0013608932495117188
