query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.01441049575805664,-0.00019125461578368988,0.000947385787190548,100,1
1,40,0.011741161346435547,-0.0001044082641601499,0.001024415299064759,100,1
2,40,0.026424169540405273,-0.00036585807800293185,0.001516547841946704,100,1
3,40,0.012461662292480469,-0.00012228727340698434,0.0011369555343146297,100,1
4,40,0.010924816131591797,-0.00023551702499388758,0.0010134451982538257,100,1
5,40,0.019806385040283203,-0.00033174514770506995,0.0014622351860648266,100,1
6,40,0.012052774429321289,-0.00026725053787230937,0.0010553609578896467,100,1
7,40,0.014841556549072266,-0.00024522781372070794,0.0012923822066846346,100,1
8,40,0.010970354080200195,-0.000289018154144273,0.001045264770081595,100,1
9,40,0.00973653793334961,-0.00015739202499389274,0.001075698556580766,100,1
10,40,0.016782760620117188,-0.00017272472381591947,0.0013190204975943617,100,1
11,40,0.045762062072753906,-0.0003345084190368565,0.0013015548062538305,100,1
12,40,0.036302804946899414,-0.00012028694152832395,0.0017740096608184453,100,1
13,40,0.01094365119934082,-0.00018316030502318485,0.000982176209266389,100,1
14,40,0.002995729446411133,-0.00015849590301512937,0.000948811314635026,100,1
15,40,0.004534721374511719,-0.00017817258834837955,0.0009895220695316385,100,1
16,40,0.004884243011474609,-0.0002755403518676621,0.0011117817471348263,100,1
17,40,0.0060613155364990234,-0.00035251855850218104,0.000999884449999725,100,1
18,40,0.003437519073486328,-1.5237331390379392e-05,0.0008630853614788129,100,1
19,40,0.0011754035949707031,-0.00010892391204833405,0.00121453019906516,100,16
