query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.2843828201293945,3.4231300354003906,0.1387472152709961
1,40,3.438681125640869,3.542978525161743,0.10429739952087402
2,40,3.279603958129883,3.4753057956695557,0.19570183753967285
3,40,2.8747506141662598,3.0052261352539062,0.13047552108764648
4,40,2.723968505859375,2.852092981338501,0.12812447547912598
5,40,3.1313626766204834,3.353031635284424,0.22166895866394043
6,40,3.113525867462158,3.3351316452026367,0.22160577774047852
7,40,3.1811604499816895,3.362802267074585,0.1816418170928955
8,40,2.9042532444000244,3.0626323223114014,0.15837907791137695
9,40,3.1061737537384033,3.2888998985290527,0.18272614479064941
