query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.6,0.28475697986529386,0.19043566652998112,0.7590034166694685,5,3.3561270236968994
1,-0.6,0.28475697986529386,-0.2765030603707447,0.652484268497555,5,3.4704489707946777
2,0.7,0.1881204043741873,0.9172412212004784,0.02822207685595479,5,3.3610100746154785
3,0.49999999999999994,0.3910022189557703,0.7465601999376139,0.1471990165827975,5,2.927687406539917
4,0.0,1.0,-0.13330998310121897,0.8307685505599285,5,2.7766284942626953
5,0.3,0.623837664781073,0.28989389907604407,0.6361326615482163,5,3.2289273738861084
6,0.6,0.28475697986529386,0.9550269988707486,0.011371298435302858,5,3.2408030033111572
7,0.6,0.28475697986529386,0.9115267816891474,0.031167541055522795,5,3.2583601474761963
8,0.8999999999999998,0.03738607346849874,0.9977822698362402,0.00012532923469050757,5,3.0014021396636963
9,0.8999999999999998,0.03738607346849874,0.9238320975924259,0.024944036972663657,5,3.1935577392578125
10,0.3,0.623837664781073,0.47361605844576943,0.4203446120872376,5,3.3932719230651855
11,0.49999999999999994,0.3910022189557703,0.7383294151537847,0.15421938571030006,5,3.035296678543091
12,0.9999999999999999,1.4042654220543602e-24,0.9503403467777469,0.01318492434425642,5,3.2731730937957764
13,0.9999999999999999,1.4042654220543602e-24,0.8878057187922541,0.044344808916291285,5,3.761645555496216
14,0.7,0.1881204043741873,0.6492091073763185,0.23584040535701262,5,3.5731282234191895
15,0.39999999999999997,0.5046315754686912,0.5873962040913796,0.2976701263539275,5,3.523653745651245
16,0.7,0.1881204043741873,0.8248816228560296,0.08562118602494151,5,3.8619675636291504
17,0.0,1.0,0.30034862690818975,0.623414249282592,5,3.4645583629608154
18,0.39999999999999997,0.5046315754686912,0.9908341423971958,0.0010519510054421304,5,2.841217279434204
19,0.7,0.1881204043741873,0.9984652017016367,7.21623740594596e-05,5,2.4292969703674316
