query,n_removed,baseline_loss,filtered_loss,loss_change
0,160,3.4038376808166504,3.434781074523926,0.03094339370727539
1,160,3.5297045707702637,3.563225746154785,0.033521175384521484
2,160,3.4405758380889893,3.4987423419952393,0.05816650390625
3,160,2.992389678955078,3.0342578887939453,0.04186820983886719
4,160,2.833263397216797,2.869235038757324,0.035971641540527344
5,160,3.327500820159912,3.377528190612793,0.05002737045288086
6,160,3.3199610710144043,3.3646578788757324,0.044696807861328125
7,160,3.3468563556671143,3.4025003910064697,0.05564403533935547
8,160,3.0533640384674072,3.092456102371216,0.039092063903808594
9,160,3.269296646118164,3.3153600692749023,0.04606342315673828
10,160,3.487030267715454,3.542539119720459,0.05550885200500488
11,160,3.1243228912353516,3.1944150924682617,0.07009220123291016
12,160,3.3321328163146973,3.4104714393615723,0.078338623046875
13,160,3.8016650676727295,3.8287718296051025,0.027106761932373047
14,160,3.6423542499542236,3.669173002243042,0.02681875228881836
15,160,3.5614993572235107,3.5870845317840576,0.025585174560546875
16,160,3.919440984725952,3.9448463916778564,0.025405406951904297
17,160,3.5520541667938232,3.7982101440429688,0.2461559772491455
18,160,2.904777765274048,2.9355902671813965,0.030812501907348633
19,160,2.5194995403289795,2.565772533416748,0.046272993087768555
