query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,80,0.013672828674316406,-0.00012145280838012696,0.0010453354718232052,100,1
2,80,0.00986337661743164,-2.7265548706054687e-05,0.0012553257073440157,100,1
4,80,0.008256196975708008,-0.0001386117935180664,0.0012117289072139084,100,1
6,80,0.010839462280273438,-7.540702819824218e-05,0.0010040363874471863,100,1
8,80,0.013562202453613281,-0.0004664802551269531,0.001155041859091887,100,1
10,80,0.013019323348999023,8.020401000976562e-05,0.0011194911217338272,100,1
12,80,0.015768051147460938,-0.0004277968406677246,0.000907614625606445,100,1
14,80,0.011752605438232422,-0.00022975921630859374,0.0009672912096472646,100,1
16,80,0.010468006134033203,-9.127140045166015e-05,0.0009986561321074928,100,1
18,80,0.022456884384155273,1.2662410736083984e-05,0.0014505408618618826,100,1
