method,rule,qset,fit,n_train_rungs,model,n_docs,pred,obs,rmse_nats,rmse_log,params
ekfac,top1%,held-out,extrapolate,3,kaplan-ols,128000,0.18684123079584708,0.07524789571834845,0.13853691810770946,0.8994292312901895,
ekfac,top1%,held-out,extrapolate,3,kaplan-ols,256000,0.3479411957819768,0.10179398854282909,0.13853691810770946,0.8994292312901895,
ekfac,top1%,held-out,extrapolate,3,kaplan-huber,32000,0.057274987678348696,0.039427610238999475,0.19086051152319441,1.0662760151262567,
ekfac,top1%,held-out,extrapolate,3,kaplan-huber,64000,0.11344200330479302,0.041005853812293935,0.19086051152319441,1.0662760151262567,
ekfac,top1%,held-out,extrapolate,3,kaplan-huber,128000,0.2246894959816726,0.07524789571834845,0.19086051152319441,1.0662760151262567,
ekfac,top1%,held-out,extrapolate,3,kaplan-huber,256000,0.44503242303342677,0.10179398854282909,0.19086051152319441,1.0662760151262567,
ekfac,top1%,held-out,extrapolate,3,kaplan-smear,32000,0.06647148316204392,0.039427610238999475,0.23202335489326797,1.205805082345676,
ekfac,top1%,held-out,extrapolate,3,kaplan-smear,64000,0.1316570900877492,0.041005853812293935,0.23202335489326797,1.205805082345676,
ekfac,top1%,held-out,extrapolate,3,kaplan-smear,128000,0.26076730269607434,0.07524789571834845,0.23202335489326797,1.205805082345676,
ekfac,top1%,held-out,extrapolate,3,kaplan-smear,256000,0.5164901192185278,0.10179398854282909,0.23202335489326797,1.205805082345676,
ekfac,top1%,held-out,extrapolate,3,offset-huber,32000,0.05680477160196778,0.039427610238999475,0.1831096621483556,1.0438745641851792,
ekfac,top1%,held-out,extrapolate,3,offset-huber,64000,0.11158687682307442,0.041005853812293935,0.1831096621483556,1.0438745641851792,
ekfac,top1%,held-out,extrapolate,3,offset-huber,128000,0.21920044771770675,0.07524789571834845,0.1831096621483556,1.0438745641851792,
ekfac,top1%,held-out,extrapolate,3,offset-huber,256000,0.4305957673015956,0.10179398854282909,0.1831096621483556,1.0438745641851792,
ekfac,top1%,held-out,extrapolate,3,sat-huber,32000,0.03312375241927304,0.039427610238999475,0.026603602992305554,0.37879391985345323,
ekfac,top1%,held-out,extrapolate,3,sat-huber,64000,0.04112636365013525,0.041005853812293935,0.026603602992305554,0.37879391985345323,
ekfac,top1%,held-out,extrapolate,3,sat-huber,128000,0.04877137449872823,0.07524789571834845,0.026603602992305554,0.37879391985345323,
ekfac,top1%,held-out,extrapolate,3,sat-huber,256000,0.056074764503443925,0.10179398854282909,0.026603602992305554,0.37879391985345323,
ekfac,top1%,held-out,extrapolate,4,loglin,64000,0.04987272819175813,0.041005853812293935,0.020719858159079466,0.2730780853911343,
ekfac,top1%,held-out,extrapolate,4,loglin,128000,0.06016607682305676,0.07524789571834845,0.020719858159079466,0.2730780853911343,
ekfac,top1%,held-out,extrapolate,4,loglin,256000,0.07045942545435536,0.10179398854282909,0.020719858159079466,0.2730780853911343,
ekfac,top1%,held-out,extrapolate,4,kaplan-ols,64000,0.07081790136953109,0.041005853812293935,0.06399343541967162,0.5651495071958799,
ekfac,top1%,held-out,extrapolate,4,kaplan-ols,128000,0.11879200826504226,0.07524789571834845,0.06399343541967162,0.5651495071958799,
ekfac,top1%,held-out,extrapolate,4,kaplan-ols,256000,0.19926517101950236,0.10179398854282909,0.06399343541967162,0.5651495071958799,
ekfac,top1%,held-out,extrapolate,4,kaplan-huber,64000,0.07139160935556224,0.041005853812293935,0.07265388442152626,0.6069693591202363,
ekfac,top1%,held-out,extrapolate,4,kaplan-huber,128000,0.12358512275920988,0.07524789571834845,0.07265388442152626,0.6069693591202363,
ekfac,top1%,held-out,extrapolate,4,kaplan-huber,256000,0.21393666153876958,0.10179398854282909,0.07265388442152626,0.6069693591202363,
ekfac,top1%,held-out,extrapolate,4,kaplan-smear,64000,0.08304779167432177,0.041005853812293935,0.09676796091061526,0.7563698552849668,
ekfac,top1%,held-out,extrapolate,4,kaplan-smear,128000,0.14376299430141226,0.07524789571834845,0.09676796091061526,0.7563698552849668,
ekfac,top1%,held-out,extrapolate,4,kaplan-smear,256000,0.24886632279830193,0.10179398854282909,0.09676796091061526,0.7563698552849668,
ekfac,top1%,held-out,extrapolate,4,offset-huber,64000,0.07257392788803224,0.041005853812293935,0.07717889848196671,0.6320977073165659,
ekfac,top1%,held-out,extrapolate,4,offset-huber,128000,0.12666753889814958,0.07524789571834845,0.07717889848196671,0.6320977073165659,
ekfac,top1%,held-out,extrapolate,4,offset-huber,256000,0.2210803000252444,0.10179398854282909,0.07717889848196671,0.6320977073165659,
ekfac,top1%,held-out,extrapolate,4,sat-huber,64000,0.043658201891925985,0.041005853812293935,0.02703060531808124,0.36367043073751565,
ekfac,top1%,held-out,extrapolate,4,sat-huber,128000,0.052419013691807625,0.07524789571834845,0.02703060531808124,0.36367043073751565,
ekfac,top1%,held-out,extrapolate,4,sat-huber,256000,0.06100467539994325,0.10179398854282909,0.02703060531808124,0.36367043073751565,
ekfac,top1%,held-out,extrapolate,5,loglin,128000,0.05307257731948542,0.07524789571834845,0.032464598569668726,0.4326118276179173,
ekfac,top1%,held-out,extrapolate,5,loglin,256000,0.0615925510748912,0.10179398854282909,0.032464598569668726,0.4326118276179173,
ekfac,top1%,held-out,extrapolate,5,kaplan-ols,128000,0.07478684345526247,0.07524789571834845,0.007044116012500336,0.06609502714548167,
ekfac,top1%,held-out,extrapolate,5,kaplan-ols,256000,0.11174519809774404,0.10179398854282909,0.007044116012500336,0.06609502714548167,
ekfac,top1%,held-out,extrapolate,5,kaplan-huber,128000,0.0668964519892749,0.07524789571834845,0.006947030765028388,0.09099850232804002,
ekfac,top1%,held-out,extrapolate,5,kaplan-huber,256000,0.0966194488975447,0.10179398854282909,0.006947030765028388,0.09099850232804002,
ekfac,top1%,held-out,extrapolate,5,kaplan-smear,128000,0.07341357584764728,0.07524789571834845,0.003265526437387523,0.03371230701581437,
ekfac,top1%,held-out,extrapolate,5,kaplan-smear,256000,0.10603221888561422,0.10179398854282909,0.003265526437387523,0.03371230701581437,
ekfac,top1%,held-out,extrapolate,5,offset-huber,128000,0.06689519059785565,0.07524789571834845,0.006948621629167296,0.09101732422662534,
ekfac,top1%,held-out,extrapolate,5,offset-huber,256000,0.09661721326658264,0.10179398854282909,0.006948621629167296,0.09101732422662534,
ekfac,top1%,held-out,extrapolate,5,sat-huber,128000,0.04605153591371773,0.07524789571834845,0.040870826509408265,0.5893346356236083,
ekfac,top1%,held-out,extrapolate,5,sat-huber,256000,0.05190990798316715,0.10179398854282909,0.040870826509408265,0.5893346356236083,
ekfac,top1%,held-out,extrapolate,6,loglin,256000,0.07637609667413317,0.10179398854282909,0.02541789186869592,0.28728127426986605,
ekfac,top1%,held-out,extrapolate,6,kaplan-ols,256000,0.1094331430474449,0.10179398854282909,0.007639154504615817,0.07236274627795192,
ekfac,top1%,held-out,extrapolate,6,kaplan-huber,256000,0.09959174858216278,0.10179398854282909,0.002202239960666305,0.0218717351326001,
ekfac,top1%,held-out,extrapolate,6,kaplan-smear,256000,0.10918197059748065,0.10179398854282909,0.007387982054651562,0.07006489453023912,
ekfac,top1%,held-out,extrapolate,6,offset-huber,256000,0.09959340548666382,0.10179398854282909,0.002200583056165273,0.021855098305334497,
ekfac,top1%,held-out,extrapolate,6,sat-huber,256000,0.06416843550878693,0.10179398854282909,0.037625553034042164,0.4614396196801658,
ekfac,top1%,in-dist,full-row,8,loglin,,,,0.026481203588474177,nan,a=-0.4988 b_per_doubling=0.04016
ekfac,top1%,in-dist,full-row,8,kaplan-ols,,,,0.04375203466585785,0.27491911291796306,A_at_1e4=0.02548 alpha=0.6862
ekfac,top1%,in-dist,full-row,8,kaplan-huber,,,,0.036086736876072986,0.2775123972509594,A_at_1e4=0.02602 alpha=0.6536
ekfac,top1%,in-dist,full-row,8,kaplan-smear,,,,0.04686402449387019,0.25223751033162406,A_at_1e4=0.02602 alpha=0.6536 smearing=1.163
ekfac,top1%,in-dist,full-row,8,offset-huber,,,,0.03608682839388953,0.2775126453318071,delta0=4.768e-10 A_at_1e4=0.02602 alpha=0.6536
ekfac,top1%,in-dist,full-row,8,sat-huber,,,,0.041134554398852906,0.32512912256157234,delta_inf=2.141 A_at_1e4=2.095 alpha=0.02 alpha_at_floor=1
ekfac,top1%,in-dist,extrapolate,3,loglin,32000,0.07223150455764277,0.053314606188723704,0.0828328305917797,0.47928554865235024,
ekfac,top1%,in-dist,extrapolate,3,loglin,64000,0.09281603485109907,0.12326024317741395,0.0828328305917797,0.47928554865235024,
ekfac,top1%,in-dist,extrapolate,3,loglin,128000,0.11340056514455538,0.2140010396639506,0.0828328305917797,0.47928554865235024,
ekfac,top1%,in-dist,extrapolate,3,loglin,256000,0.13398509543801168,0.2069403568884809,0.0828328305917797,0.47928554865235024,
ekfac,top1%,in-dist,extrapolate,3,loglin,512000,0.15456962573146799,0.28715455929438266,0.0828328305917797,0.47928554865235024,
ekfac,top1%,in-dist,extrapolate,3,kaplan-ols,32000,0.08953962967193242,0.053314606188723704,0.6402192705240578,1.0410480783349103,
ekfac,top1%,in-dist,extrapolate,3,kaplan-ols,64000,0.18378910177300872,0.12326024317741395,0.6402192705240578,1.0410480783349103,
ekfac,top1%,in-dist,extrapolate,3,kaplan-ols,128000,0.37724562916209725,0.2140010396639506,0.6402192705240578,1.0410480783349103,
ekfac,top1%,in-dist,extrapolate,3,kaplan-ols,256000,0.7743346223960217,0.2069403568884809,0.6402192705240578,1.0410480783349103,
ekfac,top1%,in-dist,extrapolate,3,kaplan-ols,512000,1.5893997467192698,0.28715455929438266,0.6402192705240578,1.0410480783349103,
ekfac,top1%,in-dist,extrapolate,3,kaplan-huber,32000,0.08626470287103191,0.053314606188723704,0.6584069071642131,1.0464030667935735,
ekfac,top1%,in-dist,extrapolate,3,kaplan-huber,64000,0.179886209292938,0.12326024317741395,0.6584069071642131,1.0464030667935735,
ekfac,top1%,in-dist,extrapolate,3,kaplan-huber,128000,0.3751134266602686,0.2140010396639506,0.6584069071642131,1.0464030667935735,
ekfac,top1%,in-dist,extrapolate,3,kaplan-huber,256000,0.7822171772582497,0.2069403568884809,0.6584069071642131,1.0464030667935735,
ekfac,top1%,in-dist,extrapolate,3,kaplan-huber,512000,1.631143192728249,0.28715455929438266,0.6584069071642131,1.0464030667935735,
ekfac,top1%,in-dist,extrapolate,3,kaplan-smear,32000,0.11342095577015228,0.053314606188723704,0.9186401963496558,1.2888352667541467,
ekfac,top1%,in-dist,extrapolate,3,kaplan-smear,64000,0.23651464746105388,0.12326024317741395,0.9186401963496558,1.2888352667541467,
ekfac,top1%,in-dist,extrapolate,3,kaplan-smear,128000,0.493199674467454,0.2140010396639506,0.9186401963496558,1.2888352667541467,
ekfac,top1%,in-dist,extrapolate,3,kaplan-smear,256000,1.0284602729936931,0.2069403568884809,0.9186401963496558,1.2888352667541467,
ekfac,top1%,in-dist,extrapolate,3,kaplan-smear,512000,2.1446294226945226,0.28715455929438266,0.9186401963496558,1.2888352667541467,
ekfac,top1%,in-dist,extrapolate,3,offset-huber,32000,0.08649248406535119,0.053314606188723704,0.6707734619517149,1.0562909198919512,
ekfac,top1%,in-dist,extrapolate,3,offset-huber,64000,0.18089005951206788,0.12326024317741395,0.6707734619517149,1.0562909198919512,
ekfac,top1%,in-dist,extrapolate,3,offset-huber,128000,0.3784309257545375,0.2140010396639506,0.6707734619517149,1.0562909198919512,
ekfac,top1%,in-dist,extrapolate,3,offset-huber,256000,0.7918143590806589,0.2069403568884809,0.6707734619517149,1.0562909198919512,
ekfac,top1%,in-dist,extrapolate,3,offset-huber,512000,1.6568802373417142,0.28715455929438266,0.6707734619517149,1.0562909198919512,
ekfac,top1%,in-dist,extrapolate,3,sat-huber,32000,0.049894957035766574,0.053314606188723704,0.12125432537455623,0.8363797530400756,
ekfac,top1%,in-dist,extrapolate,3,sat-huber,64000,0.06250541059811793,0.12326024317741395,0.12125432537455623,0.8363797530400756,
ekfac,top1%,in-dist,extrapolate,3,sat-huber,128000,0.07467498765016162,0.2140010396639506,0.12125432537455623,0.8363797530400756,
ekfac,top1%,in-dist,extrapolate,3,sat-huber,256000,0.08641910176099582,0.2069403568884809,0.12125432537455623,0.8363797530400756,
ekfac,top1%,in-dist,extrapolate,3,sat-huber,512000,0.09775262762294279,0.28715455929438266,0.12125432537455623,0.8363797530400756,
ekfac,top1%,in-dist,extrapolate,4,loglin,64000,0.07389913648218005,0.12326024317741395,0.11954692889559884,0.757281545402558,
ekfac,top1%,in-dist,extrapolate,4,loglin,128000,0.08880859726496063,0.2140010396639506,0.11954692889559884,0.757281545402558,
ekfac,top1%,in-dist,extrapolate,4,loglin,256000,0.10371805804774123,0.2069403568884809,0.11954692889559884,0.757281545402558,
ekfac,top1%,in-dist,extrapolate,4,loglin,512000,0.11862751883052178,0.28715455929438266,0.11954692889559884,0.757281545402558,
ekfac,top1%,in-dist,extrapolate,4,kaplan-ols,64000,0.10583971256585062,0.12326024317741395,0.14735118549626136,0.41093081608783527,
ekfac,top1%,in-dist,extrapolate,4,kaplan-ols,128000,0.1840991494755338,0.2140010396639506,0.14735118549626136,0.41093081608783527,
ekfac,top1%,in-dist,extrapolate,4,kaplan-ols,256000,0.320224762671459,0.2069403568884809,0.14735118549626136,0.41093081608783527,
ekfac,top1%,in-dist,extrapolate,4,kaplan-ols,512000,0.5570036522174153,0.28715455929438266,0.14735118549626136,0.41093081608783527,
ekfac,top1%,in-dist,extrapolate,4,kaplan-huber,64000,0.10043782091453919,0.12326024317741395,0.12616865131684118,0.37719327930670293,
ekfac,top1%,in-dist,extrapolate,4,kaplan-huber,128000,0.17344474741691313,0.2140010396639506,0.12616865131684118,0.37719327930670293,
ekfac,top1%,in-dist,extrapolate,4,kaplan-huber,256000,0.29951944529057417,0.2069403568884809,0.12616865131684118,0.37719327930670293,
ekfac,top1%,in-dist,extrapolate,4,kaplan-huber,512000,0.5172361771874858,0.28715455929438266,0.12616865131684118,0.37719327930670293,
ekfac,top1%,in-dist,extrapolate,4,kaplan-smear,64000,0.1252066856513649,0.12326024317741395,0.19724100732033104,0.5007464456984776,
ekfac,top1%,in-dist,extrapolate,4,kaplan-smear,128000,0.21621777304575307,0.2140010396639506,0.19724100732033104,0.5007464456984776,
ekfac,top1%,in-dist,extrapolate,4,kaplan-smear,256000,0.37338361875530707,0.2069403568884809,0.19724100732033104,0.5007464456984776,
ekfac,top1%,in-dist,extrapolate,4,kaplan-smear,512000,0.6447912435269936,0.28715455929438266,0.19724100732033104,0.5007464456984776,
ekfac,top1%,in-dist,extrapolate,4,offset-huber,64000,0.10043732237484694,0.12326024317741395,0.1261651557036248,0.3771874323336959,
ekfac,top1%,in-dist,extrapolate,4,offset-huber,128000,0.17344342057995335,0.2140010396639506,0.1261651557036248,0.3771874323336959,
ekfac,top1%,in-dist,extrapolate,4,offset-huber,256000,0.29951635569693835,0.2069403568884809,0.1261651557036248,0.3771874323336959,
ekfac,top1%,in-dist,extrapolate,4,offset-huber,512000,0.5172294695296649,0.28715455929438266,0.1261651557036248,0.3771874323336959,
ekfac,top1%,in-dist,extrapolate,4,sat-huber,64000,0.06591124709559348,0.12326024317741395,0.13023227483642694,0.8728235523403909,
ekfac,top1%,in-dist,extrapolate,4,sat-huber,128000,0.07922257064147109,0.2140010396639506,0.13023227483642694,0.8728235523403909,
ekfac,top1%,in-dist,extrapolate,4,sat-huber,256000,0.09220916872390028,0.2069403568884809,0.13023227483642694,0.8728235523403909,
ekfac,top1%,in-dist,extrapolate,4,sat-huber,512000,0.10487896291628807,0.28715455929438266,0.13023227483642694,0.8728235523403909,
ekfac,top1%,in-dist,extrapolate,5,loglin,128000,0.12829748262114787,0.2140010396639506,0.08600628520785321,0.44049638870371205,
ekfac,top1%,in-dist,extrapolate,5,loglin,256000,0.15307916474297523,0.2069403568884809,0.08600628520785321,0.44049638870371205,
ekfac,top1%,in-dist,extrapolate,5,loglin,512000,0.17786084686480258,0.28715455929438266,0.08600628520785321,0.44049638870371205,
ekfac,top1%,in-dist,extrapolate,5,kaplan-ols,128000,0.20356539933801704,0.2140010396639506,0.22689626155308976,0.5715756462007542,
ekfac,top1%,in-dist,extrapolate,5,kaplan-ols,256000,0.36309488982608246,0.2069403568884809,0.22689626155308976,0.5715756462007542,
ekfac,top1%,in-dist,extrapolate,5,kaplan-ols,512000,0.6476439485617113,0.28715455929438266,0.22689626155308976,0.5715756462007542,
ekfac,top1%,in-dist,extrapolate,5,kaplan-huber,128000,0.20974710327594198,0.2140010396639506,0.2543232805137356,0.6180323044118163,
ekfac,top1%,in-dist,extrapolate,5,kaplan-huber,256000,0.3809284020761176,0.2069403568884809,0.2543232805137356,0.6180323044118163,
ekfac,top1%,in-dist,extrapolate,5,kaplan-huber,512000,0.6918162169675508,0.28715455929438266,0.2543232805137356,0.6180323044118163,
ekfac,top1%,in-dist,extrapolate,5,kaplan-smear,128000,0.25161276939949195,0.2140010396639506,0.3456884669424419,0.7702988190132519,
ekfac,top1%,in-dist,extrapolate,5,kaplan-smear,256000,0.45696197321590726,0.2069403568884809,0.3456884669424419,0.7702988190132519,
ekfac,top1%,in-dist,extrapolate,5,kaplan-smear,512000,0.8299032098559194,0.28715455929438266,0.3456884669424419,0.7702988190132519,
ekfac,top1%,in-dist,extrapolate,5,offset-huber,128000,0.2097442587267848,0.2140010396639506,0.2543154553160118,0.6180189276081534,
ekfac,top1%,in-dist,extrapolate,5,offset-huber,256000,0.38092244795464286,0.2069403568884809,0.2543154553160118,0.6180189276081534,
ekfac,top1%,in-dist,extrapolate,5,offset-huber,512000,0.6918039930541123,0.28715455929438266,0.2543154553160118,0.6180189276081534,
ekfac,top1%,in-dist,extrapolate,5,sat-huber,128000,0.0944076637243163,0.2140010396639506,0.12794983817029357,0.7576028198761141,
ekfac,top1%,in-dist,extrapolate,5,sat-huber,256000,0.11091137235849247,0.2069403568884809,0.12794983817029357,0.7576028198761141,
ekfac,top1%,in-dist,extrapolate,5,sat-huber,512000,0.1271878695589459,0.28715455929438266,0.12794983817029357,0.7576028198761141,
ekfac,top1%,in-dist,extrapolate,6,loglin,256000,0.2102148694381768,0.2069403568884809,0.028318731554879836,0.10640727469457849,
ekfac,top1%,in-dist,extrapolate,6,loglin,512000,0.2472399168518331,0.28715455929438266,0.028318731554879836,0.10640727469457849,
ekfac,top1%,in-dist,extrapolate,6,kaplan-ols,256000,0.36806629063245627,0.2069403568884809,0.28618608364587744,0.7142151025749474,
ekfac,top1%,in-dist,extrapolate,6,kaplan-ols,512000,0.6584272116945593,0.28715455929438266,0.28618608364587744,0.7142151025749474,
ekfac,top1%,in-dist,extrapolate,6,kaplan-huber,256000,0.4058743513270435,0.2069403568884809,0.3573277175793807,0.830595448584106,
ekfac,top1%,in-dist,extrapolate,6,kaplan-huber,512000,0.7516881548046506,0.28715455929438266,0.3573277175793807,0.830595448584106,
ekfac,top1%,in-dist,extrapolate,6,kaplan-smear,256000,0.47894413741265673,0.2069403568884809,0.4657352233617718,0.9940332721915406,
ekfac,top1%,in-dist,extrapolate,6,kaplan-smear,512000,0.8870149930122893,0.28715455929438266,0.4657352233617718,0.9940332721915406,
ekfac,top1%,in-dist,extrapolate,6,offset-huber,256000,0.42330767102121564,0.2069403568884809,0.39603592260182996,0.8864484147027302,
ekfac,top1%,in-dist,extrapolate,6,offset-huber,512000,0.8037531359060025,0.28715455929438266,0.39603592260182996,0.8864484147027302,
ekfac,top1%,in-dist,extrapolate,6,sat-huber,256000,0.12410795805906871,0.2069403568884809,0.11784412917371866,0.613172045035162,
ekfac,top1%,in-dist,extrapolate,6,sat-huber,512000,0.14254034399868853,0.28715455929438266,0.11784412917371866,0.613172045035162,
ekfac,top1%,in-dist,extrapolate,7,loglin,512000,0.24536876682343578,0.28715455929438266,0.04178579247094688,0.15725835531033705,
ekfac,top1%,in-dist,extrapolate,7,kaplan-ols,512000,0.4671092787613289,0.28715455929438266,0.17995471946694624,0.48654262699611284,
ekfac,top1%,in-dist,extrapolate,7,kaplan-huber,512000,0.47641197680488223,0.28715455929438266,0.18925741751049957,0.506262372464759,
ekfac,top1%,in-dist,extrapolate,7,kaplan-smear,512000,0.5500414850574707,0.28715455929438266,0.2628869257630881,0.6499730978303067,
ekfac,top1%,in-dist,extrapolate,7,offset-huber,512000,0.4764120105664759,0.28715455929438266,0.18925745127209326,0.5062624433311397,
ekfac,top1%,in-dist,extrapolate,7,sat-huber,512000,0.16981488230030783,0.28715455929438266,0.11733967699407483,0.5253116888363778,
ekfac,top40,held-out,full-row,6,loglin,,,,0.002870584536410747,0.2520598758589585,a=-0.0009924 b_per_doubling=0.0008702
ekfac,top40,held-out,full-row,6,kaplan-ols,,,,0.004782292107749101,0.39578196909565366,A_at_1e4=0.01047 alpha=-0.0743
ekfac,top40,held-out,full-row,6,kaplan-huber,,,,0.005211920558361713,0.44636744342058066,A_at_1e4=0.00964 alpha=-0.0702
ekfac,top40,held-out,full-row,6,kaplan-smear,,,,0.00381416050224263,0.3050767891410718,A_at_1e4=0.00964 alpha=-0.0702 smearing=1.458
ekfac,top40,held-out,full-row,6,offset-huber,,,,0.004858098405090797,0.4056075570290787,delta0=0.0001157 A_at_1e4=0.008723 alpha=0
ekfac,top40,held-out,full-row,6,sat-huber,,,,0.004036959018248645,0.3914630452299724,delta_inf=0.1926 A_at_1e4=0.1852 alpha=0.02 alpha_at_floor=1
ekfac,top40,held-out,extrapolate,3,loglin,64000,0.009746951528101507,0.007708450158952473,0.006828103395601114,0.5739044797281998,
ekfac,top40,held-out,extrapolate,3,loglin,128000,0.008749739992121395,0.013450034459282278,0.006828103395601114,0.5739044797281998,
ekfac,top40,held-out,extrapolate,3,loglin,256000,0.007752528456141283,0.018411831061519023,0.006828103395601114,0.5739044797281998,
ekfac,top40,held-out,extrapolate,3,kaplan-ols,64000,0.009184188139030748,0.007708450158952473,0.00671062045231068,0.5584916568302988,
ekfac,top40,held-out,extrapolate,3,kaplan-ols,128000,0.00855697875078456,0.013450034459282278,0.00671062045231068,0.5584916568302988,
ekfac,top40,held-out,extrapolate,3,kaplan-ols,256000,0.007972602938108577,0.018411831061519023,0.00671062045231068,0.5584916568302988,
ekfac,top40,held-out,extrapolate,3,kaplan-huber,64000,0.008473608423907812,0.007708450158952473,0.007073419266497173,0.6038762916405656,
ekfac,top40,held-out,extrapolate,3,kaplan-huber,128000,0.007963558686325083,0.013450034459282278,0.007073419266497173,0.6038762916405656,
ekfac,top40,held-out,extrapolate,3,kaplan-huber,256000,0.007484210241720939,0.018411831061519023,0.007073419266497173,0.6038762916405656,
ekfac,top40,held-out,extrapolate,3,kaplan-smear,64000,0.01034708228718114,0.007708450158952473,0.0059674224401561095,0.4769702056174012,
ekfac,top40,held-out,extrapolate,3,kaplan-smear,128000,0.009724263018068656,0.013450034459282278,0.0059674224401561095,0.4769702056174012,
ekfac,top40,held-out,extrapolate,3,kaplan-smear,256000,0.009138932949410138,0.018411831061519023,0.0059674224401561095,0.4769702056174012,
ekfac,top40,held-out,extrapolate,3,offset-huber,64000,0.009719562030365338,0.007708450158952473,0.005583205065557495,0.43489341838786455,
ekfac,top40,held-out,extrapolate,3,offset-huber,128000,0.009719562030365338,0.013450034459282278,0.005583205065557495,0.43489341838786455,
ekfac,top40,held-out,extrapolate,3,offset-huber,256000,0.009719562030365338,0.018411831061519023,0.005583205065557495,0.43489341838786455,
ekfac,top40,held-out,extrapolate,3,sat-huber,64000,0.010533671143332611,0.007708450158952473,0.0047010017724495295,0.35950220723638066,
ekfac,top40,held-out,extrapolate,3,sat-huber,128000,0.010879664247694435,0.013450034459282278,0.0047010017724495295,0.35950220723638066,
ekfac,top40,held-out,extrapolate,3,sat-huber,256000,0.011220893962745258,0.018411831061519023,0.0047010017724495295,0.35950220723638066,
ekfac,top40,held-out,extrapolate,4,loglin,128000,0.006711238622972345,0.013450034459282278,0.010548703320224097,1.0320067076869337,
ekfac,top40,held-out,extrapolate,4,loglin,256000,0.005102476676247525,0.018411831061519023,0.010548703320224097,1.0320067076869337,
ekfac,top40,held-out,extrapolate,4,kaplan-ols,128000,0.006121169847568575,0.013450034459282278,0.010709350990446408,1.0580453910663756,
ekfac,top40,held-out,extrapolate,4,kaplan-ols,256000,0.005157845216637437,0.018411831061519023,0.010709350990446408,1.0580453910663756,
ekfac,top40,held-out,extrapolate,4,kaplan-huber,128000,0.005812832772561651,0.013450034459282278,0.010941865647678715,1.1016777952255346,
ekfac,top40,held-out,extrapolate,4,kaplan-huber,256000,0.0049536737545154115,0.018411831061519023,0.010941865647678715,1.1016777952255346,
ekfac,top40,held-out,extrapolate,4,kaplan-smear,128000,0.007088639062738938,0.013450034459282278,0.009836336086832211,0.9089000802288998,
ekfac,top40,held-out,extrapolate,4,kaplan-smear,256000,0.006040910973058648,0.018411831061519023,0.009836336086832211,0.9089000802288998,
ekfac,top40,held-out,extrapolate,4,offset-huber,128000,0.009107639477404967,0.013450034459282278,0.007260315943970072,0.5689657425408976,
ekfac,top40,held-out,extrapolate,4,offset-huber,256000,0.009107639477404967,0.018411831061519023,0.007260315943970072,0.5689657425408976,
ekfac,top40,held-out,extrapolate,4,sat-huber,128000,0.010295852427825297,0.013450034459282278,0.00592750665942801,0.4310470092995862,
ekfac,top40,held-out,extrapolate,4,sat-huber,256000,0.010645119652720525,0.018411831061519023,0.00592750665942801,0.4310470092995862,
ekfac,top40,held-out,extrapolate,5,loglin,256000,0.010493513345295472,0.018411831061519023,0.00791831771622355,0.5622361608353734,
ekfac,top40,held-out,extrapolate,5,kaplan-ols,256000,0.007198891657071604,0.018411831061519023,0.011212939404447418,0.9390663728029742,
ekfac,top40,held-out,extrapolate,5,kaplan-huber,256000,0.006280647685579,0.018411831061519023,0.012131183375940022,1.0755203406492764,
ekfac,top40,held-out,extrapolate,5,kaplan-smear,256000,0.008419392136464459,0.018411831061519023,0.009992438925054564,0.7824558176284486,
ekfac,top40,held-out,extrapolate,5,offset-huber,256000,0.009017257295354986,0.018411831061519023,0.009394573766164037,0.7138532318727155,
ekfac,top40,held-out,extrapolate,5,sat-huber,256000,0.013978125133180822,0.018411831061519023,0.004433705928338201,0.2754998332908305,
ekfac,top40,in-dist,full-row,8,loglin,,,,0.02288654314985274,nan,a=-0.2893 b_per_doubling=0.02337
ekfac,top40,in-dist,full-row,8,kaplan-ols,,,,0.025166087982781152,0.3784185056212989,A_at_1e4=0.01587 alpha=0.63
ekfac,top40,in-dist,full-row,8,kaplan-huber,,,,0.026038487354825113,0.3973015944877136,A_at_1e4=0.01495 alpha=0.6537
ekfac,top40,in-dist,full-row,8,kaplan-smear,,,,0.034622023901582366,0.3685890975031429,A_at_1e4=0.01495 alpha=0.6537 smearing=1.246
ekfac,top40,in-dist,full-row,8,offset-huber,,,,0.026038492618388445,0.39730122351815683,delta0=2.655e-09 A_at_1e4=0.01495 alpha=0.6537
ekfac,top40,in-dist,full-row,8,sat-huber,,,,0.030368631493870837,0.49635880518495745,delta_inf=1.198 A_at_1e4=1.169 alpha=0.02 alpha_at_floor=1
ekfac,top40,in-dist,extrapolate,3,loglin,32000,0.034508603143513075,0.018609146278367916,0.0691320171775901,0.8043992963398473,
ekfac,top40,in-dist,extrapolate,3,loglin,64000,0.0420102371033409,0.0812900384273462,0.0691320171775901,0.8043992963398473,
ekfac,top40,in-dist,extrapolate,3,loglin,128000,0.04951187106316873,0.13727869987429625,0.0691320171775901,0.8043992963398473,
ekfac,top40,in-dist,extrapolate,3,loglin,256000,0.05701350502299654,0.10731866757074993,0.0691320171775901,0.8043992963398473,
ekfac,top40,in-dist,extrapolate,3,loglin,512000,0.06451513898282438,0.173450247446696,0.0691320171775901,0.8043992963398473,
