log,phase,seconds,iters,passes
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_70_80.log,Training,1902,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_70_80.log,Validating,19029,10,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_80_90.log,Training,1892,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_80_90.log,Validating,18938,10,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_90_100.log,Training,1891,500,1
experiments/plan_adam_eps1e17_64k_bs256/bank_shard_90_100.log,Validating,18931,10,1
experiments/plan_adam_eps1e17_64k_bs256/ekfac.log,Computing Approximating Hessians with kfac,1829,16000,1
experiments/plan_adam_eps1e17_64k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2764,16000,1
experiments/plan_adam_eps1e17_64k_bs256/ekfac.log,Computing New worker - Collecting gradients,1181,16005,2
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_ekfac.log,Training,1217,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_ekfac.log,filter-proponents,24347,20,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic.log,Training,1894,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q0_7.log,Evaluating bank,1994,100,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q0_7.log,Training,2200,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q0_7.log,filter-proponents,15410,7,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q14_20.log,Evaluating bank,1749,100,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q14_20.log,Training,2195,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q14_20.log,filter-proponents,13177,6,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q7_14.log,Training,2224,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_proponents_magic_q7_14.log,filter-proponents,15584,7,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac.log,Training,2199,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q0_7.log,Training,2210,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q0_7.log,filter-proponents,15484,7,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q0_7.log,random,6635,3,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q14_20.log,Training,2207,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q14_20.log,filter-proponents,13253,6,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q14_20.log,random,13259,6,2
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q7_14.log,Training,2211,500,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q7_14.log,filter-proponents,15494,7,1
experiments/plan_adam_eps1e17_64k_bs256/filter_top40_ekfac_q7_14.log,random,6641,3,1
experiments/plan_adam_eps1e17_64k_bs256/ms.log,Training,3818,1000,2
experiments/plan_adam_eps1e17_64k_bs256/run.log,Backward,162524,5500,11
experiments/plan_adam_eps1e17_64k_bs256/run.log,Training,5,1,1
experiments/plan_adam_eps1e17_64k_bs32/ekfac.log,Computing Approximating Hessians with kfac,2862,16000,1
experiments/plan_adam_eps1e17_64k_bs32/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),16302,64000,4
experiments/plan_adam_eps1e17_64k_bs32/ekfac.log,Computing New worker - Collecting gradients,2883,32010,4
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac.log,Training,2513,4000,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q0_4.log,Training,2546,4000,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q0_4.log,filter-proponents,10225,4,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q0_4.log,random,7666,3,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q0_7.log,Training,2550,4000,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q14_20.log,Training,2514,4000,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q14_20.log,filter-proponents,15111,6,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q14_20.log,random,7554,3,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q4_7.log,Training,2529,4000,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q4_7.log,filter-proponents,7598,3,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q4_7.log,random,15177,6,2
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q7_14.log,Training,2630,4000,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q7_14.log,filter-proponents,18422,7,1
experiments/plan_adam_eps1e17_64k_bs32/filter_proponents_ekfac_q7_14.log,random,15789,6,2
experiments/plan_adam_eps1e17_8k_bs256/ekfac.log,Computing Approximating Hessians with kfac,230,2000,1
experiments/plan_adam_eps1e17_8k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),338,2000,1
experiments/plan_adam_eps1e17_8k_bs256/ekfac.log,Computing New worker - Collecting gradients,161,2005,2
experiments/plan_adam_eps1e17_8k_bs256/filter_proponents_ekfac.log,Evaluating bank,2003,100,1
experiments/plan_adam_eps1e17_8k_bs256/filter_proponents_ekfac.log,Training,308,63,1
experiments/plan_adam_eps1e17_8k_bs256/filter_proponents_ekfac.log,filter-proponents,5800,20,1
experiments/plan_adam_eps1e17_8k_bs256/filter_proponents_magic.log,Evaluating bank,2020,100,1
experiments/plan_adam_eps1e17_8k_bs256/filter_proponents_magic.log,Training,310,63,1
experiments/plan_adam_eps1e17_8k_bs256/filter_proponents_magic.log,filter-proponents,5793,20,1
experiments/plan_adam_eps1e17_8k_bs256/filter_top40_ekfac.log,Training,288,63,1
experiments/plan_adam_eps1e17_8k_bs256/filter_top40_ekfac.log,filter-proponents,5803,20,1
experiments/plan_adam_eps1e17_8k_bs256/filter_top40_ekfac.log,random,870,3,1
experiments/plan_adam_eps1e17_8k_bs256/ms.log,Training,573,126,2
experiments/plan_adam_eps1e17_8k_bs256/relaunch2.log,Training,8,1,1
experiments/plan_adam_eps1e17_8k_bs256/relaunch3.log,Training,8,1,1
experiments/plan_adam_eps1e17_8k_bs256/relaunch4.log,Training,10,1,1
experiments/plan_adam_eps1e17_8k_bs256/slice_72_86.log,Training,8,1,1
experiments/plan_adam_eps1e17_8k_bs256/slice_72_86.log,Validating,7830,14,1
experiments/plan_adam_eps1e17_8k_bs256/slice_86_100.log,Training,18,1,1
experiments/plan_adam_eps1e17_8k_bs256/slice_86_100.log,Validating,15432,14,1
experiments/plan_muon_eps1e17_128k_bs32/base.log,Training,5346,8000,1
experiments/plan_muon_eps1e17_128k_bs32/ekfac.log,Computing Approximating Hessians with kfac,3675,32000,1
experiments/plan_muon_eps1e17_128k_bs32/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),8501,32000,1
experiments/plan_muon_eps1e17_128k_bs32/ekfac.log,Computing New worker - Collecting gradients,4688,64010,4
experiments/plan_muon_eps1e17_128k_bs32/filter_proponents_ekfac_q0_7.log,Training,6457,8000,1
experiments/plan_muon_eps1e17_128k_bs32/filter_proponents_ekfac_q14_20.log,Training,6552,8000,1
experiments/plan_muon_eps1e17_128k_bs32/filter_proponents_ekfac_q7_14.log,Training,6459,8000,1
experiments/plan_muon_eps1e17_16k_bs128/ekfac.log,Computing Approximating Hessians with kfac,820,4000,1
experiments/plan_muon_eps1e17_16k_bs128/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2700,8000,2
experiments/plan_muon_eps1e17_16k_bs128/ekfac.log,Computing New worker - Collecting gradients,744,8005,3
experiments/plan_muon_eps1e17_16k_bs128/filter_proponents_ekfac.log,Evaluating bank,1660,100,1
experiments/plan_muon_eps1e17_16k_bs128/filter_proponents_ekfac.log,Training,2,1,1
experiments/plan_muon_eps1e17_16k_bs128/filter_proponents_ekfac.log,filter-proponents,12097,20,1
experiments/plan_muon_eps1e17_16k_bs128/filter_proponents_magic.log,Training,602,250,1
experiments/plan_muon_eps1e17_16k_bs128/filter_proponents_magic.log,filter-proponents,12048,20,1
experiments/plan_muon_eps1e17_16k_bs128/ms.log,Training,1215,500,2
experiments/plan_muon_eps1e17_16k_bs128/run.log,Training,2,1,1
experiments/plan_muon_eps1e17_16k_bs128/run.log,Validating,38015,100,1
experiments/plan_muon_eps1e17_16k_bs16/ekfac.log,Computing Approximating Hessians with kfac,464,4000,1
experiments/plan_muon_eps1e17_16k_bs16/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2269,8000,2
experiments/plan_muon_eps1e17_16k_bs16/ekfac.log,Computing New worker - Collecting gradients,606,8010,4
experiments/plan_muon_eps1e17_16k_bs16/filter_proponents_ekfac.log,Evaluating bank,108,100,1
experiments/plan_muon_eps1e17_16k_bs16/filter_proponents_ekfac.log,Training,880,2000,1
experiments/plan_muon_eps1e17_16k_bs16/filter_proponents_ekfac.log,filter-proponents,17608,20,1
experiments/plan_muon_eps1e17_16k_bs16/filter_proponents_magic.log,Evaluating bank,114,100,1
experiments/plan_muon_eps1e17_16k_bs16/filter_proponents_magic.log,filter-proponents,17624,20,1
experiments/plan_muon_eps1e17_16k_bs16/ms.log,Training,1771,4000,2
experiments/plan_muon_eps1e17_16k_bs16/run.log,Backward,17637,4000,2
experiments/plan_muon_eps1e17_16k_bs16/run.log,Training,1090,2000,1
experiments/plan_muon_eps1e17_16k_bs16/slice_92_95.log,Training,1,1,1
experiments/plan_muon_eps1e17_16k_bs16/slice_92_95.log,Validating,2659,3,1
experiments/plan_muon_eps1e17_16k_bs16/slice_95_97.log,Training,1,1,1
experiments/plan_muon_eps1e17_16k_bs16/slice_95_97.log,Validating,1772,2,1
experiments/plan_muon_eps1e17_16k_bs16/slice_97_100.log,Training,1,1,1
experiments/plan_muon_eps1e17_16k_bs16/slice_97_100.log,Validating,2654,3,1
experiments/plan_muon_eps1e17_16k_bs32/ekfac.log,Computing Approximating Hessians with kfac,496,4000,1
experiments/plan_muon_eps1e17_16k_bs32/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),695,4000,1
experiments/plan_muon_eps1e17_16k_bs32/ekfac.log,Computing New worker - Collecting gradients,308,4005,2
experiments/plan_muon_eps1e17_16k_bs32/filter_proponents_magic.log,Training,805,1000,1
experiments/plan_muon_eps1e17_16k_bs32/filter_proponents_magic.log,filter-proponents,16087,20,1
experiments/plan_muon_eps1e17_16k_bs32/ms.log,Training,1611,2000,2
experiments/plan_muon_eps1e17_16k_bs32/run.log,Training,1,1,1
experiments/plan_muon_eps1e17_16k_bs32/slice_22_48.log,Training,1,1,1
experiments/plan_muon_eps1e17_16k_bs32/slice_22_48.log,Validating,21084,26,1
experiments/plan_muon_eps1e17_16k_bs32/slice_48_74.log,Training,1,1,1
experiments/plan_muon_eps1e17_16k_bs32/slice_48_74.log,Validating,21052,26,1
experiments/plan_muon_eps1e17_16k_bs32/slice_74_100.log,Training,1,1,1
experiments/plan_muon_eps1e17_16k_bs32/slice_74_100.log,Validating,21403,26,1
experiments/plan_muon_eps1e17_16k_bs64/ekfac.log,Computing Approximating Hessians with kfac,511,4000,1
experiments/plan_muon_eps1e17_16k_bs64/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),696,4000,1
experiments/plan_muon_eps1e17_16k_bs64/ekfac.log,Computing New worker - Collecting gradients,600,8005,3
experiments/plan_muon_eps1e17_16k_bs64/filter_proponents_magic.log,Training,680,500,1
experiments/plan_muon_eps1e17_16k_bs64/filter_proponents_magic.log,filter-proponents,13588,20,1
experiments/plan_muon_eps1e17_16k_bs64/ms.log,Training,1333,1000,2
experiments/plan_muon_eps1e17_16k_bs64/run.log,Training,2,1,1
experiments/plan_muon_eps1e17_16k_bs64/run.log,Validating,70107,100,1
experiments/plan_muon_eps1e17_256k_bs32/base.log,Training,12958,16000,1
experiments/plan_muon_eps1e17_256k_bs32/ekfac.log,Computing New worker - Collecting gradients,11,5,1
experiments/plan_muon_eps1e17_32k_bs256/ekfac.log,Computing Approximating Hessians with kfac,1371,8000,1
experiments/plan_muon_eps1e17_32k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),9694,32000,4
experiments/plan_muon_eps1e17_32k_bs256/ekfac.log,Computing New worker - Collecting gradients,1494,16010,4
experiments/plan_muon_eps1e17_32k_bs256/filter_proponents_ekfac.log,Evaluating bank,1649,100,1
experiments/plan_muon_eps1e17_32k_bs256/filter_proponents_ekfac.log,Training,1147,250,1
experiments/plan_muon_eps1e17_32k_bs256/filter_proponents_ekfac.log,filter-proponents,22949,20,1
experiments/plan_muon_eps1e17_32k_bs256/filter_proponents_magic.log,Evaluating bank,1573,100,1
experiments/plan_muon_eps1e17_32k_bs256/filter_proponents_magic.log,Training,1154,250,1
experiments/plan_muon_eps1e17_32k_bs256/filter_proponents_magic.log,filter-proponents,23099,20,1
experiments/plan_muon_eps1e17_32k_bs256/ms.log,Training,2289,500,2
experiments/plan_muon_eps1e17_32k_bs256/run.log,Backward,146770,4500,18
experiments/plan_muon_eps1e17_32k_bs256/run.log,Training,1153,250,1
experiments/plan_muon_eps1e17_32k_bs256/slice_12_25.log,Training,5,1,1
experiments/plan_muon_eps1e17_32k_bs256/slice_12_25.log,Validating,15062,13,1
experiments/plan_muon_eps1e17_32k_bs256/slice_25_50.log,Training,12,2,1
experiments/plan_muon_eps1e17_32k_bs256/slice_25_50.log,Validating,29179,25,1
experiments/plan_muon_eps1e17_32k_bs256/slice_50_75.log,Training,5,1,1
experiments/plan_muon_eps1e17_32k_bs256/slice_74_75.log,Training,5,1,1
experiments/plan_muon_eps1e17_32k_bs256/slice_74_75.log,Validating,1157,1,1
experiments/plan_muon_eps1e17_32k_bs256/slice_75_100.log,Training,5,1,1
experiments/plan_muon_eps1e17_32k_bs256/slice_75_100.log,Validating,29257,25,1
experiments/plan_muon_eps1e17_4k_bs256_lr2e-4/base.log,Training,146,32,1
experiments/plan_muon_eps1e17_4k_bs256_lr2e-4/ekfac.log,Computing Approximating Hessians with kfac,177,1000,1
experiments/plan_muon_eps1e17_4k_bs256_lr2e-4/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),274,1000,1
experiments/plan_muon_eps1e17_4k_bs256_lr2e-4/ekfac.log,Computing New worker - Collecting gradients,218,2005,3
experiments/plan_muon_eps1e17_4k_bs256_lr2e-4/filter_proponents_ekfac.log,Training,148,32,1
experiments/plan_muon_eps1e17_4k_bs256_lr2e-4/filter_proponents_ekfac.log,filter-proponents,2987,20,1
experiments/plan_muon_eps1e17_4k_bs256_lr2e-4/filter_proponents_ekfac.log,random,447,3,1
experiments/plan_muon_eps1e17_64k_bs256/bank_build.log,Training,2051,500,1
experiments/plan_muon_eps1e17_64k_bs256/bank_shard_20_30.log,Training,1969,500,1
experiments/plan_muon_eps1e17_64k_bs256/bank_shard_30_40.log,Training,1971,500,1
experiments/plan_muon_eps1e17_64k_bs256/bank_shard_30_40.log,Validating,19741,10,1
experiments/plan_muon_eps1e17_64k_bs256/ekfac.log,Computing Approximating Hessians with kfac,1848,16000,1
experiments/plan_muon_eps1e17_64k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),2787,16000,1
experiments/plan_muon_eps1e17_64k_bs256/ekfac.log,Computing New worker - Collecting gradients,2372,32010,4
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac.log,Training,2329,500,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q0_7.log,Training,2296,500,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q0_7.log,filter-proponents,16086,7,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q0_7.log,random,6890,3,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q10_14.log,Training,2305,500,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q10_14.log,filter-proponents,9207,4,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q10_14.log,random,6910,3,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q14_20.log,Training,2298,500,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q14_20.log,filter-proponents,13794,6,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q14_20.log,random,6900,3,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q7_10.log,Training,2330,500,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q7_10.log,filter-proponents,6994,3,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q7_10.log,random,6993,3,1
experiments/plan_muon_eps1e17_64k_bs256/filter_proponents_ekfac_q7_14.log,Training,2328,500,1
experiments/plan_muon_eps1e17_64k_bs256/ms.log,Training,3963,1000,2
experiments/plan_muon_eps1e17_64k_bs256/run.log,Backward,133557,4500,9
experiments/plan_muon_eps1e17_64k_bs256/run.log,Training,4,1,1
experiments/plan_muon_eps1e17_64k_bs32/ekfac.log,Computing Approximating Hessians with kfac,2712,16000,1
experiments/plan_muon_eps1e17_64k_bs32/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),4068,16000,1
experiments/plan_muon_eps1e17_64k_bs32/ekfac.log,Computing New worker - Collecting gradients,2869,32005,3
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac.log,Training,3221,4000,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q0_4.log,Training,3221,4000,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q0_4.log,filter-proponents,12871,4,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q0_4.log,random,19307,6,2
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q0_7.log,Training,3225,4000,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q14_20.log,Training,3219,4000,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q14_20.log,filter-proponents,19314,6,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q14_20.log,random,9650,3,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q4_7.log,Training,3201,4000,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q4_7.log,filter-proponents,9598,3,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q4_7.log,random,9595,3,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q7_14.log,Training,3255,4000,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q7_14.log,filter-proponents,22770,7,1
experiments/plan_muon_eps1e17_64k_bs32/filter_proponents_ekfac_q7_14.log,random,9748,3,1
experiments/plan_muon_eps1e17_8k_bs256/ekfac.log,Computing Approximating Hessians with kfac,233,2000,1
experiments/plan_muon_eps1e17_8k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),345,2000,1
experiments/plan_muon_eps1e17_8k_bs256/ekfac.log,Computing New worker - Collecting gradients,306,4005,3
experiments/plan_muon_eps1e17_8k_bs256/filter_proponents_ekfac.log,Evaluating bank,1904,100,1
experiments/plan_muon_eps1e17_8k_bs256/filter_proponents_ekfac.log,Training,304,63,1
experiments/plan_muon_eps1e17_8k_bs256/filter_proponents_ekfac.log,filter-proponents,5833,20,1
experiments/plan_muon_eps1e17_8k_bs256/filter_proponents_magic.log,Evaluating bank,1915,100,1
experiments/plan_muon_eps1e17_8k_bs256/filter_proponents_magic.log,Training,304,63,1
experiments/plan_muon_eps1e17_8k_bs256/filter_proponents_magic.log,filter-proponents,5804,20,1
experiments/plan_muon_eps1e17_8k_bs256/ms.log,Training,859,189,3
experiments/plan_muon_eps1e17_8k_bs256/run.log,Backward,23561,819,13
experiments/plan_muon_eps1e17_8k_bs256/run.log,Training,292,63,1
experiments/plan_muon_eps1e17_8k_bs256/run.log,Validating,30134,100,1
experiments/sm_adamw_eps1e17_16k_bs256/ekfac.log,Computing Approximating Hessians with kfac,827,4000,1
experiments/sm_adamw_eps1e17_16k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),5134,16000,4
experiments/sm_adamw_eps1e17_16k_bs256/ekfac.log,Computing New worker - Collecting gradients,769,8010,4
experiments/sm_adamw_eps1e17_16k_bs256/filter_proponents_ekfac.log,Evaluating bank,1710,100,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_proponents_ekfac.log,Training,572,125,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_proponents_ekfac.log,filter-proponents,11100,20,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_proponents_magic.log,Evaluating bank,1806,100,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_proponents_magic.log,Training,567,125,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_proponents_magic.log,filter-proponents,10990,20,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_top40_ekfac.log,Training,552,125,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_top40_ekfac.log,filter-proponents,11087,20,1
experiments/sm_adamw_eps1e17_16k_bs256/filter_top40_ekfac.log,random,1662,3,1
experiments/sm_adamw_eps1e17_16k_bs256/ms.log,Training,1105,250,2
experiments/sm_adamw_eps1e17_16k_bs256/run.log,Backward,59662,1875,15
experiments/sm_adamw_eps1e17_16k_bs256/run.log,Training,5,1,1
experiments/sm_adamw_eps1e17_16k_bs256/run.log,Validating,56783,100,1
experiments/sm_adamw_eps1e17_16k_bs256/slice_40_70.log,Training,5,1,1
experiments/sm_adamw_eps1e17_16k_bs256/slice_40_70.log,Validating,14767,30,1
experiments/sm_adamw_eps1e17_16k_bs256/slice_70_100.log,Training,5,1,1
experiments/sm_adamw_eps1e17_16k_bs256/slice_70_100.log,Validating,14268,30,1
experiments/sm_adamw_eps1e17_16k_bs256_seed1/ms.log,Training,1113,250,2
experiments/sm_muon_eps1e17_16k_bs256/ekfac.log,Computing Approximating Hessians with kfac,935,4000,1
experiments/sm_muon_eps1e17_16k_bs256/ekfac.log,Computing Approximating Hessians with kfac (eigenvalue correction),1437,4000,1
experiments/sm_muon_eps1e17_16k_bs256/ekfac.log,Computing New worker - Collecting gradients,768,8010,4
experiments/sm_muon_eps1e17_16k_bs256/filter_proponents_ekfac.log,Training,582,125,1
experiments/sm_muon_eps1e17_16k_bs256/filter_proponents_ekfac.log,filter-proponents,23179,40,2
experiments/sm_muon_eps1e17_16k_bs256/ms.log,Training,573,125,1
experiments/sm_muon_eps1e17_16k_bs256/run.log,Backward,65015,2125,17
experiments/sm_muon_eps1e17_16k_bs256/run.log,Training,578,125,1
experiments/sm_muon_eps1e17_16k_bs256/slice_18_29.log,Training,5,1,1
experiments/sm_muon_eps1e17_16k_bs256/slice_18_29.log,Validating,6514,11,1
experiments/sm_muon_eps1e17_16k_bs256/slice_18_45.log,Training,5,1,1
experiments/sm_muon_eps1e17_16k_bs256/slice_18_45.log,Validating,15860,27,1
experiments/sm_muon_eps1e17_16k_bs256/slice_29_40.log,Training,5,1,1
experiments/sm_muon_eps1e17_16k_bs256/slice_29_40.log,Validating,6525,11,1
experiments/sm_muon_eps1e17_16k_bs256/slice_40_70.log,Training,4,1,1
experiments/sm_muon_eps1e17_16k_bs256/slice_40_70.log,Validating,15465,30,1
experiments/sm_muon_eps1e17_16k_bs256/slice_45_73.log,Training,5,1,1
experiments/sm_muon_eps1e17_16k_bs256/slice_45_73.log,Validating,16407,28,1
experiments/sm_muon_eps1e17_16k_bs256/slice_70_100.log,Training,4,1,1
experiments/sm_muon_eps1e17_16k_bs256/slice_70_100.log,Validating,14854,30,1
experiments/sm_muon_eps1e17_16k_bs256/slice_73_100.log,Training,5,1,1
experiments/sm_muon_eps1e17_16k_bs256/slice_73_100.log,Validating,15974,27,1
experiments/sm_muon_eps1e17_16k_bs256_seed1/ms.log,Training,1147,250,2
experiments/sm_muon_eps1e17_16k_bs256_seed2/ms.log,Training,2330,500,4
experiments/sm_muon_eps1e17_16k_bs256_seed3/ms.log,Training,1157,250,2
tuning/_logs/tune_adamw_256k_bs256_lr0.0001_s42.log,Training,7669,2000,1
tuning/_logs/tune_adamw_256k_bs256_lr0.0002_s42.log,Training,7643,2000,1
tuning/_logs/tune_adamw_256k_bs256_lr0.0004_s42.log,Training,7669,2000,1
tuning/_logs/tune_adamw_256k_bs256_lr5e-05_s42.log,Training,7644,2000,1
tuning/scale025_ext.log,Training,949,125,1
tuning/scale025_ext2.log,Training,948,125,1
tuning/scale_sweeps.log,Training,2845,375,3
tuning/tune_qwen15b_16k_bs256_lr0.0001_s42/run.log,Training,1617,125,1
tuning/tune_qwen15b_16k_bs256_lr0.0002_s42/run.log,Training,1625,125,1
tuning/tune_qwen15b_16k_bs256_lr0.0005_s42/run.log,Training,1614,125,1
tuning/tune_qwen15b_16k_bs256_lr1e-05_s42/run.log,Training,1614,125,1
tuning/tune_qwen15b_16k_bs256_lr2e-05_s42/run.log,Training,1620,125,1
tuning/tune_qwen15b_16k_bs256_lr5e-05_s42/run.log,Training,1628,125,1
tuning/tune_qwen15b_32k_bs256_lr0.0001_s42/run.log,Training,3202,250,1
tuning/tune_qwen15b_32k_bs256_lr0.0002_s42/run.log,Training,3215,250,1
tuning/tune_qwen15b_32k_bs256_lr0.0005_s42/run.log,Training,3131,250,1
tuning/tune_qwen15b_32k_bs256_lr1e-05_s42/run.log,Training,3233,250,1
tuning/tune_qwen15b_32k_bs256_lr2e-05_s42/run.log,Training,3210,250,1
tuning/tune_qwen15b_32k_bs256_lr5e-05_s42/run.log,Training,3226,250,1
tuning/tune_qwen15b_4k_bs256_lr1e-05_s42/run.log,Training,421,32,1
tuning/tune_qwen15b_64k_bs256_lr0.0005_s42/run.log,Training,6395,500,1
tuning/tune_qwen15b_64k_bs256_lr1e-05_s42/run.log,Training,6480,500,1
tuning/tune_qwen15b_8k_bs256_lr0.0002_s42/run.log,Training,815,63,1
tuning/tune_qwen15b_8k_bs256_lr1e-05_s42/run.log,Training,822,63,1
