run,subset,query,nproc,gpu_a,node_a,python_a,query_loss_diff_a,gpu_b,node_b,python_b,query_loss_diff_b,delta,abs_delta
plan_adam_eps1e17_16k_wd0.1,0,11,2,A40,iris-0,3.11.15,-0.00020956993103027344,A100-SXM4-80GB,lotus-0,3.11.15,-0.0026502609252929688,0.0024406909942626953,0.0024406909942626953
plan_adam_eps1e17_16k_wd0.1,0,12,2,A40,iris-0,3.11.15,0.0008525848388671875,A100-SXM4-80GB,lotus-0,3.11.15,0.00048232078552246094,0.00037026405334472656,0.00037026405334472656
plan_adam_eps1e17_16k_wd0.1,0,13,2,A40,iris-0,3.11.15,-8.392333984375e-05,A100-SXM4-80GB,lotus-0,3.11.15,0.003025054931640625,-0.003108978271484375,0.003108978271484375
plan_adam_eps1e17_16k_wd0.1,0,14,2,A40,iris-0,3.11.15,-2.6702880859375e-05,A100-SXM4-80GB,lotus-0,3.11.15,-0.0023851394653320312,0.0023584365844726562,0.0023584365844726562
plan_adam_eps1e17_16k_wd0.1,0,15,2,A40,iris-0,3.11.15,0.0008075237274169922,A100-SXM4-80GB,lotus-0,3.11.15,0.0005166530609130859,0.00029087066650390625,0.00029087066650390625
plan_adam_eps1e17_16k_wd0.1,0,16,2,A40,iris-0,3.11.15,-0.00014972686767578125,A100-SXM4-80GB,lotus-0,3.11.15,-0.0006306171417236328,0.00048089027404785156,0.00048089027404785156
plan_adam_eps1e17_16k_wd0.1,0,17,2,A40,iris-0,3.11.15,-0.0011072158813476562,A100-SXM4-80GB,lotus-0,3.11.15,-0.00013136863708496094,-0.0009758472442626953,0.0009758472442626953
plan_adam_eps1e17_16k_wd0.1,0,18,2,A40,iris-0,3.11.15,-0.0003693103790283203,A100-SXM4-80GB,lotus-0,3.11.15,-6.580352783203125e-05,-0.00030350685119628906,0.00030350685119628906
plan_adam_eps1e17_16k_wd0.1,0,19,2,A40,iris-0,3.11.15,0.00012993812561035156,A100-SXM4-80GB,lotus-0,3.11.15,0.0008029937744140625,-0.0006730556488037109,0.0006730556488037109
plan_adam_eps1e17_16k_wd0.1,1,0,2,A40,iris-0,3.11.15,-0.000705718994140625,A100-SXM4-80GB,lotus-0,3.11.15,-0.0002808570861816406,-0.0004248619079589844,0.0004248619079589844
plan_adam_eps1e17_16k_wd0.1,1,1,2,A40,iris-0,3.11.15,-0.000652313232421875,A100-SXM4-80GB,lotus-0,3.11.15,-0.0003688335418701172,-0.0002834796905517578,0.0002834796905517578
plan_adam_eps1e17_16k_wd0.1,1,2,2,A40,iris-0,3.11.15,-0.0006930828094482422,A100-SXM4-80GB,lotus-0,3.11.15,-0.001310110092163086,0.0006170272827148438,0.0006170272827148438
plan_adam_eps1e17_16k_wd0.1,1,3,2,A40,iris-0,3.11.15,-0.0002562999725341797,A100-SXM4-80GB,lotus-0,3.11.15,0.0009999275207519531,-0.0012562274932861328,0.0012562274932861328
plan_adam_eps1e17_16k_wd0.1,1,4,2,A40,iris-0,3.11.15,0.0002713203430175781,A100-SXM4-80GB,lotus-0,3.11.15,0.0005764961242675781,-0.00030517578125,0.00030517578125
plan_adam_eps1e17_16k_wd0.1,1,5,2,A40,iris-0,3.11.15,-0.0007138252258300781,A100-SXM4-80GB,lotus-0,3.11.15,-0.0005726814270019531,-0.000141143798828125,0.000141143798828125
plan_adam_eps1e17_16k_wd0.1,1,6,2,A40,iris-0,3.11.15,0.00024628639221191406,A100-SXM4-80GB,lotus-0,3.11.15,0.002786397933959961,-0.002540111541748047,0.002540111541748047
plan_adam_eps1e17_16k_wd0.1,1,7,2,A40,iris-0,3.11.15,-0.0005955696105957031,A100-SXM4-80GB,lotus-0,3.11.15,0.0001709461212158203,-0.0007665157318115234,0.0007665157318115234
plan_adam_eps1e17_16k_wd0.1,1,8,2,A40,iris-0,3.11.15,5.412101745605469e-05,A100-SXM4-80GB,lotus-0,3.11.15,0.0007560253143310547,-0.000701904296875,0.000701904296875
plan_adam_eps1e17_16k_wd0.1,1,9,2,A40,iris-0,3.11.15,3.9577484130859375e-05,A100-SXM4-80GB,lotus-0,3.11.15,0.0004932880401611328,-0.00045371055603027344,0.00045371055603027344
plan_adam_eps1e17_16k_wd0.1,1,10,2,A40,iris-0,3.11.15,-0.0004699230194091797,A100-SXM4-80GB,lotus-0,3.11.15,-0.0008924007415771484,0.00042247772216796875,0.00042247772216796875
plan_adam_eps1e17_16k_wd0.1,1,11,2,A40,iris-0,3.11.15,-0.00020742416381835938,A100-SXM4-80GB,lotus-0,3.11.15,-0.002655029296875,0.0024476051330566406,0.0024476051330566406
plan_adam_eps1e17_16k_wd0.1,1,12,2,A40,iris-0,3.11.15,-0.00662994384765625,A100-SXM4-80GB,lotus-0,3.11.15,-0.007079601287841797,0.0004496574401855469,0.0004496574401855469
plan_adam_eps1e17_16k_wd0.1,1,13,2,A40,iris-0,3.11.15,-0.000598907470703125,A100-SXM4-80GB,lotus-0,3.11.15,0.0026688575744628906,-0.0032677650451660156,0.0032677650451660156
plan_adam_eps1e17_16k_wd0.1,1,14,2,A40,iris-0,3.11.15,-0.0013725757598876953,A100-SXM4-80GB,lotus-0,3.11.15,-0.003782510757446289,0.0024099349975585938,0.0024099349975585938
plan_adam_eps1e17_16k_wd0.1,1,15,2,A40,iris-0,3.11.15,0.0009546279907226562,A100-SXM4-80GB,lotus-0,3.11.15,0.0005369186401367188,0.0004177093505859375,0.0004177093505859375
