volume,row,run,step,method,model,params,dataset,n_docs,batch_size,epochs,subset_fraction,num_subsets,query_dataset,query_batch_size,apply_batch_size,gpus,gpu_type_inferred,precision,resume,passes,train_steps_est,start_utc,end_utc,end_marker,status,duration_min,sec_per_train_step,gpu_hours
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q12_14,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q12_14.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:19,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q14_16,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q14_16.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:19,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q16_18,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q16_18.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:18,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q18_20,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q18_20.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:18,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q2_4,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q2_4.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:19,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q4_6,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q4_6.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:20,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q6_8,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q6_8.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:19,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/filter_proponents_magic_q8_10,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q8_10.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 15:19,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/_quarantine_bad_magic_20260829T152620Z/scores,score,,gpt2,124000000,train_128k.hf,128000,1024,,,,,,,8,A40-48GB,fp32,False,,,2026-08-28 03:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bank_from_filter,validate,lds,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20.hf,,,2,A40-48GB,fp32,True,2,1990,2026-08-28 05:42,2026-08-28 08:19,summary_0_1.csv,done,157.2,4.74,5.24
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bank_top40,validate,lds,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20.hf,,,2,A40-48GB,fp32,True,2,2000,2026-08-28 15:29,2026-08-28 19:07,summary.csv,done,218.4,6.55,7.28
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/base,train,,gpt2,124000000,train_128k.hf,128000,256,2,,,,,,2,A40-48GB,fp32,False,1,1000,2026-08-27 23:49,2026-08-28 01:04,model/model.safetensors,done,74.9,4.49,2.50
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_heldout,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-03 09:19,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q0_2,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q10_12,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q12_14,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q14_16,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q16_18,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q18_20,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q2_4,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q4_6,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q6_8,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/bm25_scores_q8_10,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/ekfac_scores,ekfac,kfac,gpt2,124000000,train_128k.hf,128000,1024,,,,query_20.hf,,,8,A40-48GB,fp32,False,,,2026-08-28 01:11,2026-08-28 03:48,scores/scores.bin,done,157.0,,20.93
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/ekfac_scores/scores,score,,gpt2,124000000,train_128k.hf,128000,1024,,,,,,,8,A40-48GB,fp32,False,,,2026-08-28 03:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/ekfac_scores_heldout,ekfac,kfac,gpt2,124000000,train_128k.hf,128000,1024,,,,query_20_heldout.hf,,,8,A40-48GB,fp32,True,,,2026-09-03 09:02,2026-09-03 09:18,scores/scores.bin,done,15.8,,2.11
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/ekfac_scores_heldout/scores,score,,gpt2,124000000,train_128k.hf,128000,1024,,,,,,,8,A40-48GB,fp32,False,,,2026-09-03 09:05,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q0_2,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q0_2.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:18,2026-08-30 09:56,filter_summary.csv,done,397.3,11.98,13.24
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q10_12,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q10_12.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:19,2026-08-30 09:56,filter_summary.csv,done,397.0,11.97,13.23
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q12_14,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q12_14.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:19,2026-08-30 09:56,filter_summary.csv,done,397.0,11.97,13.23
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q14_16,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q14_16.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:19,2026-08-30 09:56,filter_summary.csv,done,396.9,11.97,13.23
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q16_18,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q16_18.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:19,2026-08-30 09:56,filter_summary.csv,done,396.9,11.97,13.23
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q18_20,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q18_20.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:19,2026-08-30 09:56,filter_summary.csv,done,396.8,11.96,13.23
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q2_4,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q2_4.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:18,2026-08-30 09:56,filter_summary.csv,done,397.2,11.98,13.24
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q4_6,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q4_6.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:18,2026-08-30 09:56,filter_summary.csv,done,397.2,11.98,13.24
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q6_8,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q6_8.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:18,2026-08-30 09:56,filter_summary.csv,done,397.1,11.97,13.24
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_bm25_q8_10,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,0,query_20_q8_10.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-30 03:18,2026-08-30 09:56,filter_summary.csv,done,397.1,11.97,13.24
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_heldout,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_heldout.hf,,,2,A40-48GB,fp32,True,2,1990,2026-09-03 09:24,2026-09-04 01:24,filter_summary.csv,done,960.9,28.97,32.03
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_heldout_q0_5,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_heldout_q0_5.hf,,,2,A40-48GB,fp32,True,2,1990,2026-09-03 13:48,2026-09-04 00:58,filter_summary.csv,done,670.0,20.20,22.33
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_heldout_q10_15,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_heldout_q10_15.hf,,,2,A40-48GB,fp32,True,2,1990,2026-09-03 13:48,2026-09-04 00:45,filter_summary.csv,done,657.1,19.81,21.90
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_heldout_q15_20,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_heldout_q15_20.hf,,,2,A40-48GB,fp32,True,2,1990,2026-09-03 13:48,2026-09-04 00:57,filter_summary.csv,done,669.0,20.17,22.30
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_heldout_q5_10,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_heldout_q5_10.hf,,,2,A40-48GB,fp32,True,2,1990,2026-09-03 13:48,2026-09-04 00:55,filter_summary.csv,done,666.6,20.10,22.22
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q0_2,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q0_2.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.7,9.25,10.22
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q10_12,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q10_12.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.4,9.24,10.21
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q12_14,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q12_14.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.4,9.24,10.21
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q14_16,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q14_16.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.6,9.25,10.22
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q16_18,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q16_18.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.6,9.25,10.22
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q18_20,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q18_20.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 05:10,2026-08-28 12:49,filter_summary.csv,done,459.3,13.85,15.31
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q2_4,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q2_4.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.7,9.25,10.22
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q4_6,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q4_6.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.7,9.25,10.22
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q6_8,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q6_8.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.7,9.25,10.22
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_ekfac_q8_10,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q8_10.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-28 04:48,2026-08-28 09:54,filter_summary.csv,done,306.4,9.24,10.21
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q0_2,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q0_2.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:20,filter_summary.csv,done,222.9,6.72,7.43
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q10_12,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q10_12.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:19,filter_summary.csv,done,221.9,6.69,7.40
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q12_14,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q12_14.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:19,filter_summary.csv,done,221.7,6.68,7.39
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q14_16,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q14_16.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:19,filter_summary.csv,done,221.7,6.68,7.39
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q16_18,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q16_18.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:24,filter_summary.csv,done,226.4,6.83,7.55
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q18_20,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q18_20.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:09,filter_summary.csv,done,211.7,6.38,7.06
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q2_4,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q2_4.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:21,filter_summary.csv,done,223.7,6.75,7.46
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q4_6,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q4_6.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:20,filter_summary.csv,done,222.9,6.72,7.43
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q6_8,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q6_8.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:22,filter_summary.csv,done,224.3,6.76,7.48
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_proponents_magic_q8_10,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.01,3,query_20_q8_10.hf,,,2,A40-48GB,fp32,False,2,1990,2026-08-29 17:37,2026-08-29 21:23,filter_summary.csv,done,225.4,6.79,7.51
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q0_2,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q0_2.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:08,2026-08-30 09:56,filter_summary.csv,done,287.4,8.62,9.58
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q10_12,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q10_12.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.6,8.54,9.49
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q12_14,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q12_14.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.6,8.54,9.49
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q14_16,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q14_16.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.5,8.53,9.48
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q16_18,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q16_18.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.4,8.53,9.48
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q18_20,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q18_20.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.4,8.53,9.48
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q2_4,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q2_4.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:08,2026-08-30 09:56,filter_summary.csv,done,287.3,8.62,9.58
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q4_6,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q4_6.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.8,8.54,9.49
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q6_8,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q6_8.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.7,8.54,9.49
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_bm25_q8_10,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,0,query_20_q8_10.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-30 05:11,2026-08-30 09:56,filter_summary.csv,done,284.7,8.54,9.49
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_heldout,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_heldout.hf,,,2,A40-48GB,fp32,True,2,2000,2026-09-03 09:42,2026-09-04 15:11,filter_summary.csv,done,1768.9,53.07,58.96
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_heldout_q0_5,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_heldout_q0_5.hf,,,2,A40-48GB,fp32,True,2,2000,2026-09-04 03:51,2026-09-04 14:53,filter_summary.csv,done,661.7,19.85,22.06
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_heldout_q10_15,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_heldout_q10_15.hf,,,2,A40-48GB,fp32,True,2,2000,2026-09-04 03:51,2026-09-04 14:54,filter_summary.csv,done,662.2,19.87,22.07
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_heldout_q15_20,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_heldout_q15_20.hf,,,2,A40-48GB,fp32,True,2,2000,2026-09-04 03:50,2026-09-04 14:55,filter_summary.csv,done,665.0,19.95,22.17
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_heldout_q5_10,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_heldout_q5_10.hf,,,2,A40-48GB,fp32,True,2,2000,2026-09-04 03:51,2026-09-04 14:50,filter_summary.csv,done,658.9,19.77,21.96
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_q0_2,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_q0_2.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-28 16:19,2026-08-28 19:29,filter_summary.csv,done,190.2,5.70,6.34
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_q10_12,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_q10_12.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-28 16:44,2026-08-28 20:26,filter_summary.csv,done,221.6,6.65,7.39
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_q12_14,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_q12_14.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-28 16:48,2026-08-28 20:29,filter_summary.csv,done,221.5,6.64,7.38
ssd-2,plan_adam_eps1e17_128k_bs256,plan_adam_eps1e17_128k_bs256/filter_top40_ekfac_q14_16,validate,filter-proponents,gpt2,124000000,train_128k.hf,128000,256,2,0.0003125,3,query_20_q14_16.hf,,,2,A40-48GB,fp32,False,2,2000,2026-08-28 16:52,2026-08-28 20:32,filter_summary.csv,done,220.0,6.60,7.33
