volume,row,run,step,method,model,params,dataset,n_docs,batch_size,epochs,subset_fraction,num_subsets,query_dataset,query_batch_size,apply_batch_size,gpus,gpu_type_inferred,precision,resume,passes,train_steps_est,start_utc,end_utc,end_marker,status,duration_min,sec_per_train_step,gpu_hours
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q16_18,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q17_18,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q18_19,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q18_20,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q19_20,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q1_2,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q2_3,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q2_4,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q3_4,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q4_5,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q4_6,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q5_6,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q6_7,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q6_8,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q7_8,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q8_10,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q8_9,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_512k_bs256,plan_adam_eps1e17_512k_bs256/scores_q9_10,score,,gpt2,124000000,train_512k.hf,512000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-29 23:45,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256,magic,,gpt2,124000000,train_64k.hf,64000,256,2,0.01,100,query_20.hf,,,2,A40-48GB,fp32,True,1,500,2026-08-25 03:23,2026-08-27 02:39,validation.csv,done,2836.8,340.42,94.56
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bank_from_filter,validate,lds,gpt2,124000000,train_64k.hf,64000,256,2,0.01,100,query_20.hf,,,2,A40-48GB,fp32,True,2,996,2026-08-27 01:20,2026-08-27 03:27,summary_37_40.csv,done,126.9,7.65,4.23
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/base,train,,gpt2,124000000,train_64k.hf,64000,256,2,,,,,,2,A40-48GB,fp32,False,1,500,2026-09-05 18:45,2026-09-05 19:23,model/model.safetensors,done,38.6,4.64,1.29
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bif_scores,bif,,gpt2,124000000,train_64k.hf,64000,,,,,query_20_heldout_nodoc.hf,,,8,A40-48GB,fp32,False,,,2026-09-05 19:25,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_heldout_scores_q0_5,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 03:49,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_heldout_scores_q10_15,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 03:49,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_heldout_scores_q15_20,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 03:49,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_heldout_scores_q5_10,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 03:49,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_heldout,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-03 09:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q0_2,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q10_12,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q12_14,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q14_16,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q16_18,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q18_20,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q2_4,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q4_6,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q6_8,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25_scores_q8_10,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-08-30 03:16,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q0_2,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q10_12,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q12_14,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q14_16,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q16_18,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q18_20,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q2_4,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q4_6,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q6_8,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/bm25ho_scores_q8_10,score,,gpt2,124000000,,1,,,,,,,,1,A40-48GB,,False,,,2026-09-04 23:27,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfac_scores,ekfac,kfac,gpt2,124000000,train_64k.hf,64000,1024,,,,query_20.hf,,,2,A40-48GB,fp32,False,,,2026-08-25 23:14,2026-08-26 00:52,scores/scores.bin,done,98.1,,3.27
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfac_scores/scores,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-26 00:33,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfac_scores/scores_q0_7,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-26 00:33,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfac_scores/scores_q14_20,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-26 00:33,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfac_scores/scores_q7_14,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-08-26 00:33,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfac_scores_heldout,ekfac,kfac,gpt2,124000000,train_64k.hf,64000,1024,,,,query_20_heldout.hf,,,2,A40-48GB,fp32,True,,,2026-09-03 08:34,2026-09-03 08:58,scores/scores.bin,done,24.1,,0.80
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfac_scores_heldout/scores,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-03 08:34,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q0_2,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q10_12,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q12_14,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q14_16,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q16_18,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q18_20,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q2_4,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q4_6,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q6_8,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/ekfacho_scores_q8_10,score,,gpt2,124000000,train_64k.hf,64000,1024,,,,,,,2,A40-48GB,fp32,False,,,2026-09-06 04:36,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q0_2,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q0_2.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:39,2026-09-05 14:20,filter_summary.csv,done,221.2,13.33,7.37
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q0_5,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q0_5.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-04 03:52,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q10_12,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q10_12.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:50,2026-09-05 14:32,filter_summary.csv,done,222.1,13.38,7.40
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q10_15,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q10_15.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-04 03:52,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q12_14,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q12_14.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:50,2026-09-05 14:02,filter_summary.csv,done,191.6,11.54,6.39
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q14_16,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q14_16.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:50,2026-09-05 14:33,filter_summary.csv,done,222.9,13.43,7.43
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q15_20,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q15_20.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-04 03:52,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q16_18,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q16_18.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:50,2026-09-05 14:38,filter_summary.csv,done,228.3,13.75,7.61
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q18_20,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q18_20.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:50,2026-09-05 14:36,filter_summary.csv,done,226.3,13.63,7.54
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q2_4,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q2_4.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:39,2026-09-05 14:21,filter_summary.csv,done,221.8,13.36,7.39
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q4_6,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q4_6.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:39,2026-09-05 14:20,filter_summary.csv,done,220.4,13.28,7.35
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q5_10,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q5_10.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-04 03:52,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q6_8,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q6_8.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:39,2026-09-05 14:23,filter_summary.csv,done,223.5,13.46,7.45
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_heldout_q8_10,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout_q8_10.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-05 10:50,2026-09-05 14:35,filter_summary.csv,done,224.3,13.51,7.48
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q0_2,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q0_2.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,157.1,9.46,5.24
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q10_12,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q10_12.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,156.8,9.44,5.23
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q12_14,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q12_14.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,156.7,9.44,5.22
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q14_16,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q14_16.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,156.7,9.44,5.22
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q16_18,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q16_18.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,156.6,9.43,5.22
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q18_20,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q18_20.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,156.5,9.43,5.22
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q2_4,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q2_4.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,157.0,9.46,5.23
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q4_6,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q4_6.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,157.0,9.46,5.23
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q6_8,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q6_8.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,156.9,9.45,5.23
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_bm25_q8_10,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_q8_10.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-30 03:18,2026-08-30 05:55,filter_summary.csv,done,156.8,9.45,5.23
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_ekfac,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20.hf,,,4,A40-48GB,fp32,False,2,996,2026-08-27 03:44,2026-08-27 11:14,filter_summary.csv,done,450.5,27.14,30.03
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_ekfac_heldout,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20_heldout.hf,,,2,A40-48GB,fp32,True,2,996,2026-09-03 09:01,2026-09-03 23:47,filter_summary.csv,done,886.1,53.38,29.54
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_magic,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,3,query_20.hf,,,2,A40-48GB,fp32,False,2,996,2026-08-27 16:17,2026-09-03 22:29,filter_summary.csv,done,10451.3,629.60,348.38
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_magic_heldout_q0_2,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q0_2.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-05 23:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_magic_heldout_q10_12,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q10_12.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-05 23:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_magic_heldout_q12_14,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q12_14.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-05 23:15,,,incomplete_or_running,,,
ssd-2,plan_adam_eps1e17_64k_bs256,plan_adam_eps1e17_64k_bs256/filter_proponents_magic_heldout_q14_16,validate,filter-proponents,gpt2,124000000,train_64k.hf,64000,256,2,0.01,0,query_20_heldout_q14_16.hf,,,2,A40-48GB,fp32,False,2,996,2026-09-05 23:15,,,incomplete_or_running,,,
