n,rule,method,qset,query,qld,ctrl_sd,ctrl_n
64000,top1%,ekfac,in-dist,6,0.1291490936279297,0.0016368730099730244,100
64000,top1%,ekfac,in-dist,7,0.16120777368545533,0.006394838966143695,100
64000,top1%,ekfac,in-dist,8,0.1128639268875122,0.0027637659580937997,100
64000,top1%,ekfac,in-dist,9,0.1469702196121216,0.0013584561685709687,100
64000,top1%,ekfac,in-dist,10,0.1475048542022705,0.005169824356445233,100
64000,top1%,ekfac,in-dist,11,0.1434239077568054,0.0008999027777587221,100
64000,top1%,ekfac,in-dist,12,0.13435870170593261,0.00387265924712441,100
64000,top1%,ekfac,in-dist,13,0.07262511491775513,0.0032606591317452947,100
64000,top1%,ekfac,in-dist,14,0.0972753667831421,0.0007071806604495907,100
64000,top1%,ekfac,in-dist,15,0.081325364112854,0.0007454715950597334,100
64000,top1%,ekfac,in-dist,16,0.09208839178085328,0.005507618743786875,100
64000,top1%,ekfac,in-dist,17,0.11543338775634765,0.0006775628795813861,100
64000,top1%,ekfac,in-dist,18,0.13066965579986572,0.0016606620011734073,100
64000,top1%,ekfac,in-dist,19,0.15642555475234984,0.010927015790501121,100
64000,top1%,ekfac,held-out,0,0.03880063691758551,0.00018428264593239874,3
64000,top1%,ekfac,held-out,1,0.03959854444110533,0.0009232264710590243,3
64000,top1%,ekfac,held-out,2,0.029845396677046665,0.0007882702630013227,3
64000,top1%,ekfac,held-out,3,0.05318109193467535,0.0004034732992295176,3
64000,top1%,ekfac,held-out,4,0.04406150181603152,0.0005728753167204559,3
64000,top1%,ekfac,held-out,5,0.035054127394687384,0.00014123888104222715,3
64000,top1%,ekfac,held-out,6,0.03679656982421875,0.0007092424784786999,3
64000,top1%,ekfac,held-out,7,0.02881113687180914,0.0010868619428947568,3
64000,top1%,ekfac,held-out,8,0.02944175402444671,0.0004882589273620397,3
64000,top1%,ekfac,held-out,9,0.04244081178330816,0.0007147131254896522,3
64000,top1%,ekfac,held-out,10,0.03786428768944461,0.0005489628529176116,3
64000,top1%,ekfac,held-out,11,0.04183673858642578,0.0008092711796052754,3
64000,top1%,ekfac,held-out,12,0.06354729342274368,0.0059542409144341946,3
64000,top1%,ekfac,held-out,13,0.03284716606140137,0.0005787755944766104,3
64000,top1%,ekfac,held-out,14,0.04120063781738281,0.00027067598421126604,3
64000,top1%,ekfac,held-out,15,0.0783778031473048,0.0007862598286010325,3
64000,top1%,ekfac,held-out,16,0.03547819456434809,0.0006287300493568182,3
64000,top1%,ekfac,held-out,17,0.03545053799462039,0.0007480058120563626,3
64000,top1%,ekfac,held-out,18,0.03597148257540539,0.00063324038637802,3
64000,top1%,ekfac,held-out,19,0.039511362701887265,0.0010909510310739279,3
64000,top1%,bm25,in-dist,0,0.06352986335754394,0.0030401810302251495,100
64000,top1%,bm25,in-dist,1,0.09628737449645997,0.0061725642705907,100
64000,top1%,bm25,in-dist,2,0.13046475172042846,0.00828987495891561,100
64000,top1%,bm25,in-dist,3,0.08794214725494384,0.0010452053723580125,100
64000,top1%,bm25,in-dist,4,0.08653348207473754,0.00447211658041125,100
64000,top1%,bm25,in-dist,5,0.1348137879371643,0.0067909907508674735,100
64000,top1%,bm25,in-dist,6,0.09789599418640137,0.0016368730099730244,100
64000,top1%,bm25,in-dist,7,0.12225852251052856,0.006394838966143695,100
64000,top1%,bm25,in-dist,8,0.08445611476898193,0.0027637659580937997,100
64000,top1%,bm25,in-dist,9,0.10979051113128663,0.0013584561685709687,100
64000,top1%,bm25,in-dist,10,0.11960487365722657,0.005169824356445233,100
64000,top1%,bm25,in-dist,11,0.13496004819869994,0.0008999027777587221,100
64000,top1%,bm25,in-dist,12,0.11374550819396972,0.00387265924712441,100
64000,top1%,bm25,in-dist,13,0.0585824990272522,0.0032606591317452947,100
64000,top1%,bm25,in-dist,14,0.07751404285430909,0.0007071806604495907,100
64000,top1%,bm25,in-dist,15,0.06433827877044677,0.0007454715950597334,100
64000,top1%,bm25,in-dist,16,0.07317726850509644,0.005507618743786875,100
64000,top1%,bm25,in-dist,17,0.3687104511260986,0.0006775628795813861,100
64000,top1%,bm25,in-dist,18,0.10104686260223389,0.0016606620011734073,100
64000,top1%,bm25,in-dist,19,0.12092669725418091,0.010927015790501121,100
64000,top1%,magic,in-dist,0,0.1167693471943494,0.003055540844798088,100
64000,top1%,magic,in-dist,1,0.1515130114275962,0.006203567609190941,100
64000,top1%,magic,in-dist,2,0.18741077661979944,0.008331695571541786,100
64000,top1%,magic,in-dist,3,0.15344388008088572,0.001050526276230812,100
64000,top1%,magic,in-dist,4,0.1475898075150326,0.004494660533964634,100
64000,top1%,magic,in-dist,5,0.2124092769518029,0.006825118791311979,100
64000,top1%,magic,in-dist,6,0.16731557845923817,0.001645150943659246,100
64000,top1%,magic,in-dist,7,0.20195565462112428,0.006394838966143695,100
64000,top1%,magic,in-dist,8,0.15860620021820068,0.0027637659580937997,100
64000,top1%,magic,in-dist,9,0.17870778560638428,0.0013584561685709687,100
64000,top1%,magic,in-dist,10,0.1811671733856201,0.005169824356445233,100
64000,top1%,magic,in-dist,11,0.18526756048202514,0.0008999027777587221,100
64000,top1%,magic,in-dist,12,0.16445737838745117,0.00387265924712441,100
64000,top1%,magic,in-dist,13,0.12904305696487428,0.0032606591317452947,100
64000,top1%,magic,in-dist,14,0.14002141237142496,0.000710825202986598,100
64000,top1%,magic,in-dist,15,0.13965710639604367,0.0007491615833714604,100
64000,top1%,magic,in-dist,16,0.13270945787371602,0.005535537376999855,100
64000,top1%,magic,in-dist,17,0.14245999098056927,0.0006811189232394099,100
64000,top1%,magic,in-dist,18,0.17127824545605108,0.0016691247001290321,100
64000,top1%,magic,in-dist,19,0.21403285977430642,0.010982009582221508,100
64000,top40,ekfac,in-dist,0,0.04720465341961244,0.00014488208398688585,3
64000,top40,ekfac,in-dist,1,0.08145984013867746,0.00024739099899306893,3
64000,top40,ekfac,in-dist,2,0.10422285397726228,0.0001428334799129516,3
64000,top40,ekfac,in-dist,3,0.07432889938354492,0.00010070158168673515,3
64000,top40,ekfac,in-dist,4,0.07719548543536803,0.00010624813148751855,3
64000,top40,ekfac,in-dist,5,0.12002706527709961,0.0003385566524229944,3
64000,top40,ekfac,in-dist,6,0.08493860562612099,2.8268776077311486e-05,3
64000,top40,ekfac,in-dist,7,0.1130930582730798,0.0002765193348750472,3
64000,top40,ekfac,in-dist,8,0.07163961728656432,9.941177995642647e-05,3
64000,top40,ekfac,in-dist,9,0.10070339839148801,9.016426338348538e-05,3
64000,top40,ekfac,in-dist,10,0.1027747790030844,3.057836147490889e-05,3
64000,top40,ekfac,in-dist,11,0.07908312480140012,0.00021539760928135365,3
64000,top40,ekfac,in-dist,12,0.09565456708151032,0.00010957955964840949,3
64000,top40,ekfac,in-dist,13,0.04193385442340514,0.00020504584244918078,3
64000,top40,ekfac,in-dist,14,0.06750639279562165,0.00024062239390332252,3
64000,top40,ekfac,in-dist,15,0.051122029621183174,0.00020740942272823304,3
64000,top40,ekfac,in-dist,16,0.062297900517705784,0.00019913108553737402,3
64000,top40,ekfac,in-dist,17,0.059208710988059465,0.00015497030108235776,3
64000,top40,ekfac,in-dist,18,0.08839170137798646,0.00023608886112924665,3
64000,top40,ekfac,in-dist,19,0.10301423072814941,0.0003546574735082686,3
64000,top40,ekfac,held-out,0,0.00919834773230832,0.00017707012011669576,3
64000,top40,ekfac,held-out,1,0.005256732300040312,0.00020211572700645775,3
64000,top40,ekfac,held-out,2,0.005305767059326172,0.00010191187902819365,3
64000,top40,ekfac,held-out,3,0.012511332824942656,3.309670137241483e-05,3
64000,top40,ekfac,held-out,4,0.007198890052677598,0.00012428019545041025,3
64000,top40,ekfac,held-out,5,0.004004398982942803,0.00015893943782430142,3
64000,top40,ekfac,held-out,6,0.003445704780460801,7.247388566611335e-05,3
64000,top40,ekfac,held-out,7,0.003993113836258999,0.00016911295824684203,3
64000,top40,ekfac,held-out,8,0.0035734176635742188,0.0003967536613345146,3
64000,top40,ekfac,held-out,9,0.00650159517681459,0.00015950297529343516,3
64000,top40,ekfac,held-out,10,0.007337093353271484,0.00010802256292663515,3
64000,top40,ekfac,held-out,11,0.006861050926090684,0.0002795291366055608,3
64000,top40,ekfac,held-out,12,0.03005528450012207,0.00020876170310657471,3
64000,top40,ekfac,held-out,13,0.005407015487435274,0.00017122724966611713,3
64000,top40,ekfac,held-out,14,0.007429440815940325,0.00020753982244059443,3
64000,top40,ekfac,held-out,15,0.01417462031076866,0.0001112925456254743,3
64000,top40,ekfac,held-out,16,0.005518198013305664,0.00021983394981361926,3
64000,top40,ekfac,held-out,17,0.0064388910941488575,0.0002124541497323662,3
64000,top40,ekfac,held-out,18,0.004930337272526231,7.00440868968144e-05,3
64000,top40,ekfac,held-out,19,0.00502777099609375,5.4428928706329316e-05,3
64000,top40,bm25,in-dist,0,0.04879702568054199,0.0030401810302251495,100
64000,top40,bm25,in-dist,1,0.07915461540222168,0.0061725642705907,100
64000,top40,bm25,in-dist,2,0.10337730169296265,0.00828987495891561,100
64000,top40,bm25,in-dist,3,0.07086899280548095,0.0010452053723580125,100
64000,top40,bm25,in-dist,4,0.0758153748512268,0.00447211658041125,100
64000,top40,bm25,in-dist,5,0.1198129677772522,0.0067909907508674735,100
64000,top40,bm25,in-dist,6,0.0829318904876709,0.0016368730099730244,100
64000,top40,bm25,in-dist,7,0.11166844606399536,0.006394838966143695,100
64000,top40,bm25,in-dist,8,0.07103434085845947,0.0027637659580937997,100
64000,top40,bm25,in-dist,9,0.09686035633087159,0.0013584561685709687,100
64000,top40,bm25,in-dist,10,0.10118966102600098,0.005169824356445233,100
64000,top40,bm25,in-dist,11,0.08892285108566284,0.0008999027777587221,100
64000,top40,bm25,in-dist,12,0.09047990798950195,0.00387265924712441,100
64000,top40,bm25,in-dist,13,0.04290433168411255,0.0032606591317452947,100
64000,top40,bm25,in-dist,14,0.06298481464385987,0.0007071806604495907,100
64000,top40,bm25,in-dist,15,0.05009515285491943,0.0007454715950597334,100
64000,top40,bm25,in-dist,16,0.06086390256881714,0.005507618743786875,100
64000,top40,bm25,in-dist,17,0.057910375595092774,0.0006775628795813861,100
64000,top40,bm25,in-dist,18,0.08701902866363526,0.0016606620011734073,100
64000,top40,bm25,in-dist,19,0.101409752368927,0.010927015790501121,100
64000,top40,magic,in-dist,0,0.05418904622638365,0.00014425729750655591,3
64000,top40,magic,in-dist,1,0.08539128303527832,0.0002476604422554374,3
64000,top40,magic,in-dist,2,0.10722907384115388,0.00014373543672263622,3
64000,top40,magic,in-dist,3,0.07713961601257324,0.00010080652282340452,3
64000,top40,magic,in-dist,4,0.08015227317810059,0.00010692136129364371,3
64000,top40,magic,in-dist,5,0.1264923413600627,0.00033761924714781344,3
64000,top40,magic,in-dist,6,0.08844184875488281,2.8051443223375827e-05,3
64000,top40,magic,in-dist,7,0.11636002857994754,0.00027605603099800646,3
64000,top40,magic,in-dist,8,0.07543484369671205,9.99597687041387e-05,3
64000,top40,magic,in-dist,9,0.10442066192626953,8.970623457571492e-05,3
64000,top40,magic,in-dist,10,0.10558438301086426,2.9265334887895733e-05,3
64000,top40,magic,in-dist,11,0.08978796005249023,0.00021556678984779865,3
64000,top40,magic,in-dist,12,0.0989166100807779,0.00010863213537959382,3
64000,top40,magic,in-dist,13,0.0546259880065918,0.00020383701485116035,3
64000,top40,magic,in-dist,14,0.07095026969909668,0.00024003944417927414,3
64000,top40,magic,in-dist,15,0.06192986170572112,0.00020782173669431359,3
64000,top40,magic,in-dist,16,0.0674454371135198,0.00019940038328059018,3
64000,top40,magic,in-dist,17,0.07337641716003418,0.0001544667175039649,3
64000,top40,magic,in-dist,18,0.09487390518188477,0.0002372421877225861,3
64000,top40,magic,in-dist,19,0.11284875869750977,0.0003548861132003367,3
128000,top1%,ekfac,in-dist,0,0.17173266410827637,0.0007248356925480615,3
128000,top1%,ekfac,in-dist,1,0.21631248792012533,0.0011976877738619726,3
128000,top1%,ekfac,in-dist,2,0.26270246505737305,0.004815597445533056,3
128000,top1%,ekfac,in-dist,3,0.2331982453664144,0.03213224091974676,3
128000,top1%,ekfac,in-dist,4,0.19143033027648926,0.0011576131211391907,3
128000,top1%,ekfac,in-dist,5,0.2620251178741455,0.0026282757861834883,3
128000,top1%,ekfac,in-dist,6,0.22342840830485025,0.0021913435851820934,3
128000,top1%,ekfac,in-dist,7,0.2500367959340413,0.001522830216427885,3
128000,top1%,ekfac,in-dist,8,0.22511704762776694,0.0012502788698651034,3
128000,top1%,ekfac,in-dist,9,0.24753761291503906,0.0036193569988086376,3
128000,top1%,ekfac,in-dist,10,0.254030704498291,0.002891385515727008,3
128000,top1%,ekfac,in-dist,11,0.26012428601582843,0.0004752116444793952,3
128000,top1%,ekfac,in-dist,12,0.26538848876953125,0.0008846153750386912,3
128000,top1%,ekfac,in-dist,13,0.1012102762858073,0.001095498205756757,3
128000,top1%,ekfac,in-dist,14,0.1735828717549642,0.000509944043244795,3
128000,top1%,ekfac,in-dist,15,0.17274626096089682,0.00022246053335356895,3
128000,top1%,ekfac,in-dist,16,0.12428418795267741,0.0002573137293691319,3
128000,top1%,ekfac,in-dist,17,0.16956456502278647,0.00035024575596688507,3
128000,top1%,ekfac,in-dist,18,0.2232812245686849,0.0001450570629563183,3
128000,top1%,ekfac,in-dist,19,0.25228675206502277,0.0009497263837071513,3
128000,top1%,ekfac,held-out,0,0.07041772206866881,0.0015203729271888733,3
128000,top1%,ekfac,held-out,1,0.0770266056060791,0.0009358301758766174,3
128000,top1%,ekfac,held-out,2,0.06848057112074457,0.0008397569181397557,3
128000,top1%,ekfac,held-out,3,0.09202750521944836,0.001135108876042068,3
128000,top1%,ekfac,held-out,4,0.07718189555453137,8.150649955496192e-05,3
128000,top1%,ekfac,held-out,5,0.06356112164212391,0.0012352069607004523,3
128000,top1%,ekfac,held-out,6,0.05927578607952455,0.0005312779103405774,3
128000,top1%,ekfac,held-out,7,0.050551652908325195,0.0006671909359283745,3
128000,top1%,ekfac,held-out,8,0.04619590437505394,0.0006809085025452077,3
128000,top1%,ekfac,held-out,9,0.08265352249145508,0.0006252204184420407,3
128000,top1%,ekfac,held-out,10,0.0653696060180664,0.00028539341292344034,3
128000,top1%,ekfac,held-out,11,0.07704687118530273,0.0016546634724363685,3
128000,top1%,ekfac,held-out,12,0.17030787467956543,0.0013675212394446135,3
128000,top1%,ekfac,held-out,13,0.06433749198913574,0.0015652955044060946,3
128000,top1%,ekfac,held-out,14,0.0732401212444529,0.001258126925677061,3
128000,top1%,ekfac,held-out,15,0.08442886671400629,0.0008743334328755736,3
128000,top1%,ekfac,held-out,16,0.06642961502075195,0.00039640319300815463,3
128000,top1%,ekfac,held-out,17,0.06772422790527344,0.0007737000123597682,3
128000,top1%,ekfac,held-out,18,0.06453792256070301,0.0010382251348346472,3
128000,top1%,ekfac,held-out,19,0.08416302998375613,0.0006004493334330618,3
128000,top1%,bm25,in-dist,0,0.1368727684020996,0.0007248356925480615,3
128000,top1%,bm25,in-dist,1,0.16939886411031088,0.0011976877738619726,3
128000,top1%,bm25,in-dist,2,0.22501611709594727,0.004815597445533056,3
128000,top1%,bm25,in-dist,3,0.17865761121114096,0.03213224091974676,3
128000,top1%,bm25,in-dist,4,0.14829111099243164,0.0011576131211391907,3
128000,top1%,bm25,in-dist,5,0.19896316528320312,0.0026282757861834883,3
128000,top1%,bm25,in-dist,6,0.17391244570414224,0.0021913435851820934,3
128000,top1%,bm25,in-dist,7,0.1783445676167806,0.001522830216427885,3
128000,top1%,bm25,in-dist,8,0.17285927136739096,0.0012502788698651034,3
128000,top1%,bm25,in-dist,9,0.17848491668701172,0.0036193569988086376,3
128000,top1%,bm25,in-dist,10,0.20267629623413086,0.002891385515727008,3
128000,top1%,bm25,in-dist,11,0.23591192563374838,0.0004752116444793952,3
128000,top1%,bm25,in-dist,12,0.2214829921722412,0.0008846153750386912,3
128000,top1%,bm25,in-dist,13,0.0662993590037028,0.001095498205756757,3
128000,top1%,bm25,in-dist,14,0.139785369237264,0.000509944043244795,3
128000,top1%,bm25,in-dist,15,0.13861473401387533,0.00022246053335356895,3
128000,top1%,bm25,in-dist,16,0.0843657652537028,0.0002573137293691319,3
128000,top1%,bm25,in-dist,17,0.3882039388020833,0.00035024575596688507,3
128000,top1%,bm25,in-dist,18,0.17113788922627768,0.0001450570629563183,3
128000,top1%,bm25,in-dist,19,0.17427643140157065,0.0009497263837071513,3
128000,top40,ekfac,in-dist,0,0.10479386647546107,0.00012892302765976638,3
128000,top40,ekfac,in-dist,1,0.13582849502563477,8.47764968057163e-05,3
128000,top40,ekfac,in-dist,2,0.18608570098876953,0.004815597445533056,3
128000,top40,ekfac,in-dist,3,0.151410182317098,0.03213224091974676,3
128000,top40,ekfac,in-dist,4,0.12961117426675628,0.00011461992107797414,3
128000,top40,ekfac,in-dist,5,0.18204657236856292,0.00016554600733797997,3
128000,top40,ekfac,in-dist,6,0.1428801218667104,2.17815104406327e-05,3
128000,top40,ekfac,in-dist,7,0.1592028935701819,0.0002167435159208253,3
128000,top40,ekfac,in-dist,8,0.15140994389366824,0.00015002390136942267,3
128000,top40,ekfac,in-dist,9,0.16002353032672545,0.00027418811805546284,3
128000,top40,ekfac,in-dist,10,0.1786816120147705,0.00017988566833082587,3
128000,top40,ekfac,in-dist,11,0.14917508761573117,7.829294918337837e-05,3
128000,top40,ekfac,in-dist,12,0.19274044036865234,0.000268965435680002,3
128000,top40,ekfac,in-dist,13,0.0384976863861084,4.764555342262611e-05,3
128000,top40,ekfac,in-dist,14,0.12096778551858733,0.00025785123580135405,3
128000,top40,ekfac,in-dist,15,0.11683813730996917,0.00011391128646209836,3
128000,top40,ekfac,in-dist,16,0.06092103322407638,0.00010633424244588241,3
128000,top40,ekfac,in-dist,17,0.08421540260314941,0.0002514169900678098,3
128000,top40,ekfac,in-dist,18,0.14383641877793707,0.00013612935435958207,3
128000,top40,ekfac,in-dist,19,0.1564079125673743,0.00033962022280320525,3
128000,top40,ekfac,held-out,0,0.010796546936035156,7.151484169298783e-05,3
128000,top40,ekfac,held-out,1,0.009687185287475586,0.00014139186532702297,3
128000,top40,ekfac,held-out,2,0.007959842681884766,0.00021818713867105544,3
128000,top40,ekfac,held-out,3,0.013621091842651367,0.00012512842658907175,3
128000,top40,ekfac,held-out,4,0.00820159912109375,0.00021412735804915428,3
128000,top40,ekfac,held-out,5,0.01007541020953795,0.00010434084106236696,3
128000,top40,ekfac,held-out,6,0.004394690196932061,0.0001172441043308936,3
128000,top40,ekfac,held-out,7,0.004503011703491211,0.00029925975832156837,3
128000,top40,ekfac,held-out,8,0.004646857579587049,6.29850837867707e-05,3
128000,top40,ekfac,held-out,9,0.005083243049739394,0.00016777392011135817,3
128000,top40,ekfac,held-out,10,0.006736278533935547,0.00015160291513893753,3
128000,top40,ekfac,held-out,11,0.015157938003540039,0.0002507823519408703,3
128000,top40,ekfac,held-out,12,0.1002077261582599,3.001644836331252e-05,3
128000,top40,ekfac,held-out,13,0.006129900611995254,0.00042761556687764823,3
128000,top40,ekfac,held-out,14,0.010246117912174668,0.0002982075384352356,3
128000,top40,ekfac,held-out,15,0.007332483928621514,5.27365154994186e-05,3
128000,top40,ekfac,held-out,16,0.011112689971923828,0.00025022128829732537,3
128000,top40,ekfac,held-out,17,0.007755597427603789,5.07559125253465e-05,3
128000,top40,ekfac,held-out,18,0.006939967473954312,0.00022591432207264006,3
128000,top40,ekfac,held-out,19,0.018412510555208428,0.0002579246647655964,3
128000,top40,bm25,in-dist,0,0.1056067943572998,0.0007248356925480615,3
128000,top40,bm25,in-dist,1,0.13142855962117514,0.0011976877738619726,3
128000,top40,bm25,in-dist,2,0.18629908561706543,0.004815597445533056,3
128000,top40,bm25,in-dist,3,0.1481159528096517,0.03213224091974676,3
128000,top40,bm25,in-dist,4,0.12698745727539062,0.0011576131211391907,3
128000,top40,bm25,in-dist,5,0.17789959907531738,0.0026282757861834883,3
128000,top40,bm25,in-dist,6,0.1434804598490397,0.0021913435851820934,3
128000,top40,bm25,in-dist,7,0.1611173947652181,0.001522830216427885,3
128000,top40,bm25,in-dist,8,0.15064509709676108,0.0012502788698651034,3
128000,top40,bm25,in-dist,9,0.1571643352508545,0.0036193569988086376,3
128000,top40,bm25,in-dist,10,0.1800394058227539,0.002891385515727008,3
128000,top40,bm25,in-dist,11,0.163373072942098,0.0004752116444793952,3
128000,top40,bm25,in-dist,12,0.1814441680908203,0.0008846153750386912,3
128000,top40,bm25,in-dist,13,0.03513971964518229,0.001095498205756757,3
128000,top40,bm25,in-dist,14,0.11737020810445149,0.000509944043244795,3
128000,top40,bm25,in-dist,15,0.11327823003133138,0.00022246053335356895,3
128000,top40,bm25,in-dist,16,0.05708614985148112,0.0002573137293691319,3
128000,top40,bm25,in-dist,17,0.08285458882649739,0.00035024575596688507,3
128000,top40,bm25,in-dist,18,0.13884600003560385,0.0001450570629563183,3
128000,top40,bm25,in-dist,19,0.1511364777882894,0.0009497263837071513,3
256000,top1%,ekfac,in-dist,0,0.17055328679271042,0.0064484188333153725,3
256000,top1%,ekfac,in-dist,1,0.19726872444152832,0.04846314340829849,3
256000,top1%,ekfac,in-dist,2,0.2521534760744544,0.000646724714897573,3
256000,top1%,ekfac,in-dist,3,0.1776512463693507,0.00022902463388163596,3
256000,top1%,ekfac,in-dist,4,0.1856750647420995,0.0010083834640681744,3
256000,top1%,ekfac,in-dist,5,0.20529023806375335,0.0010836772853508592,3
256000,top1%,ekfac,in-dist,6,0.21885744732571766,0.0016058298060670495,3
256000,top1%,ekfac,in-dist,7,0.22669061025953852,0.0015196983003988862,3
256000,top1%,ekfac,in-dist,8,0.21629627545189578,0.0015957558061927557,3
256000,top1%,ekfac,in-dist,9,0.25488845503423363,0.0011206172639504075,3
256000,top1%,ekfac,in-dist,10,0.2541628679027781,0.002406493527814746,3
256000,top1%,ekfac,in-dist,11,0.28200705847120844,0.0023408234119415283,3
256000,top1%,ekfac,in-dist,12,0.26492770516779274,0.0008937832317315042,3
256000,top1%,ekfac,in-dist,13,0.1019752025604248,0.0009572855778969824,3
256000,top1%,ekfac,in-dist,14,0.1348892053065356,0.0005186086636967957,3
256000,top1%,ekfac,in-dist,15,0.19246697425842285,0.0004501928051467985,3
256000,top1%,ekfac,in-dist,16,0.18027782440185547,0.0018344999989494681,3
256000,top1%,ekfac,in-dist,17,0.18532141047762707,0.0009370236075483263,3
256000,top1%,ekfac,in-dist,18,0.20893335342407227,0.000991415698081255,3
256000,top1%,ekfac,in-dist,19,0.22852071124361828,0.000545238668564707,3
256000,top1%,ekfac,held-out,0,0.10037954648578307,0.00031572816078551114,3
256000,top1%,ekfac,held-out,1,0.09904599189758301,0.0014206153573468328,3
256000,top1%,ekfac,held-out,2,0.08631070455885492,0.0011068512685596943,3
256000,top1%,ekfac,held-out,3,0.11387872695922852,5.962419163552113e-05,3
256000,top1%,ekfac,held-out,4,0.10934487978374818,0.0008140134159475565,3
256000,top1%,ekfac,held-out,5,0.08983723322671722,0.0010802735341712832,3
256000,top1%,ekfac,held-out,6,0.07678651809692383,0.00020413921447470784,3
256000,top1%,ekfac,held-out,7,0.06813128787325695,0.0005705288494937122,3
256000,top1%,ekfac,held-out,8,0.06895764668297488,0.000768631580285728,3
256000,top1%,ekfac,held-out,9,0.10161781311035156,0.0005197798600420356,3
256000,top1%,ekfac,held-out,10,0.08783062298607547,0.0003999805776402354,3
256000,top1%,ekfac,held-out,11,0.09366488456726074,0.00038435403257608414,3
256000,top1%,ekfac,held-out,12,0.2902677854290232,0.0007039671181701124,3
256000,top1%,ekfac,held-out,13,0.08208998042391613,0.0010085272369906306,3
256000,top1%,ekfac,held-out,14,0.09945527712511648,0.000658957869745791,3
256000,top1%,ekfac,held-out,15,0.09876910841558129,0.0013529538409784436,3
256000,top1%,ekfac,held-out,16,0.07733257609652355,0.0009391975472681224,3
256000,top1%,ekfac,held-out,17,0.0881650447845459,0.0007543877582065761,3
256000,top1%,ekfac,held-out,18,0.08476495742797852,0.0007745155598968267,3
256000,top1%,ekfac,held-out,19,0.11924918492513825,0.0009616638417355716,3
256000,top1%,bm25,in-dist,0,0.1253040631612142,0.005265172558042467,3
256000,top1%,bm25,in-dist,1,0.17975139617919922,0.03957016053049508,3
256000,top1%,bm25,in-dist,2,0.19576581319173178,0.0005283869368544388,3
256000,top1%,bm25,in-dist,3,0.11322442690531413,0.00018652241230986182,3
256000,top1%,bm25,in-dist,4,0.1287242571512858,0.0008236389506067884,3
256000,top1%,bm25,in-dist,5,0.14062054951985678,0.0008846338239685059,3
256000,top1%,bm25,in-dist,6,0.16064111393643543,0.0016058298060670495,3
256000,top1%,bm25,in-dist,7,0.1577199300227221,0.0015196983003988862,3
256000,top1%,bm25,in-dist,8,0.15089758236717898,0.0015957558061927557,3
256000,top1%,bm25,in-dist,9,0.16915265715215355,0.0011206172639504075,3
256000,top1%,bm25,in-dist,10,0.20052536332514137,0.002406493527814746,3
256000,top1%,bm25,in-dist,11,0.22796662649489008,0.0023408234119415283,3
256000,top1%,bm25,in-dist,12,0.21484669053461403,0.0008937832317315042,3
256000,top1%,bm25,in-dist,13,0.054990530014038086,0.0009572855778969824,3
256000,top1%,bm25,in-dist,14,0.08434017500258051,0.0005186086636967957,3
256000,top1%,bm25,in-dist,15,0.14782333374023438,0.0004501928051467985,3
256000,top1%,bm25,in-dist,16,0.12084364891052246,0.0018344999989494681,3
256000,top1%,bm25,in-dist,17,0.3758481343393214,0.0009370236075483263,3
256000,top1%,bm25,in-dist,18,0.14717555046081543,0.000991415698081255,3
256000,top1%,bm25,in-dist,19,0.14248593646334484,0.000545238668564707,3
256000,top40,ekfac,in-dist,0,0.08508094151814778,0.005265172558042467,3
256000,top40,ekfac,in-dist,1,0.1357872486114502,0.03957016053049508,3
256000,top40,ekfac,in-dist,2,0.14443405469258627,0.0005283869368544388,3
256000,top40,ekfac,in-dist,3,0.07027784983317058,0.00018652241230986182,3
256000,top40,ekfac,in-dist,4,0.1038209597269694,0.0008236389506067884,3
256000,top40,ekfac,in-dist,5,0.10584672292073567,0.0008846338239685059,3
256000,top40,ekfac,in-dist,6,0.11323054631551106,0.001310973622360051,3
256000,top40,ekfac,in-dist,7,0.11944333712259929,0.0012410111933565868,3
256000,top40,ekfac,in-dist,8,0.11392792065938313,0.0013030587854354662,3
256000,top40,ekfac,in-dist,9,0.13581124941507974,0.000914026152453472,3
256000,top40,ekfac,in-dist,10,0.1587985356648763,0.001964484045637376,3
256000,top40,ekfac,in-dist,11,0.13992794354756674,0.00191130238599996,3
256000,top40,ekfac,in-dist,12,0.15982898076375326,0.0007293662561069914,3
256000,top40,ekfac,in-dist,13,0.02078088124593099,0.0007815501719515531,3
256000,top40,ekfac,in-dist,14,0.05406641960144043,0.00042465809280019435,3
256000,top40,ekfac,in-dist,15,0.1118927796681722,0.00036749135447273595,3
256000,top40,ekfac,in-dist,16,0.09239443143208821,0.001498485159256087,3
256000,top40,ekfac,in-dist,17,0.07069214185078938,0.0007651280842887772,3
256000,top40,ekfac,in-dist,18,0.10173829396565755,0.0008091335619106608,3
256000,top40,ekfac,in-dist,19,0.10859211285909016,0.00044515978737922767,3
256000,top40,ekfac,held-out,0,0.010502735771297012,0.0002477852103766054,3
256000,top40,ekfac,held-out,1,0.008355140686035156,6.688480425509624e-06,3
256000,top40,ekfac,held-out,2,0.008604208629549248,8.70826406753622e-05,3
256000,top40,ekfac,held-out,3,0.01124556858849246,7.186029688455164e-05,3
256000,top40,ekfac,held-out,4,0.007918516799691133,0.00013820060121361166,3
256000,top40,ekfac,held-out,5,0.010756572090031113,4.106363485334441e-05,3
256000,top40,ekfac,held-out,6,0.0034143924713134766,9.575912554282695e-05,3
