run,method,source,query,n_removed,filter_change,random_mean,random_sd,random_n,rank,z,percentile
plan_adam_eps1e17_8k_bs256,proponents,ekfac,2,80,0.023325681686401367,2.5846959033515304e-05,0.0012616378953680396,100,1,18.467925553687433,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,3,80,0.017365694046020508,0.0001586604048497975,0.0009564157808199525,100,1,17.991164497953818,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,4,80,0.01964545249938965,0.00014107703464105725,0.0012178138131275773,100,1,16.015892786318172,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,5,80,0.027810335159301758,0.0004951620358042419,0.0012405639281496406,100,1,22.018351899236166,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,6,80,0.02611064910888672,7.52377527533099e-05,0.0010090895229950547,100,1,25.800893540999535,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,7,80,0.028886795043945312,0.00022600173542741686,0.0012773014605045319,100,1,22.43855048689675,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,8,80,0.014272689819335938,0.0004661035491153598,0.0011609221110120416,100,1,11.892775698952443,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,9,80,0.02428150177001953,0.0001798915909603238,0.0010099677601829171,100,1,23.863742120534738,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,10,80,0.023890018463134766,-7.917881157482043e-05,0.001125147333368659,100,1,21.303163207032178,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,11,80,0.04034733772277832,0.00027172325644642115,0.0014171786606311798,100,1,28.278448991380603,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,12,80,0.02023625373840332,0.0004287672054488212,0.0009121934999711812,100,1,21.71412812476769,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,13,80,0.007904767990112305,-0.0005619311123155057,0.0015212306752800941,100,1,5.5656904899507715,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,14,80,0.015457630157470703,0.00022982597874943167,0.0009720248053781688,100,1,15.66606540745311,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,15,80,0.014749288558959961,0.00016220092948060483,0.0018284773686900735,100,1,7.97772391349289,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,16,80,0.015345096588134766,9.244680404663086e-05,0.0010036565363407135,100,1,15.197081104755824,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,17,80,0.17565155029296875,0.0006016850238665938,0.0019653402268886566,100,1,89.06847927609195,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,18,80,0.01735544204711914,-1.3597011275123805e-05,0.0014579533599317074,100,1,11.91330226037399,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,ekfac,19,80,0.03225255012512207,0.00038936137570999563,0.002125254599377513,100,1,14.992645473509294,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,0,80,0.07271599769592285,0.00012177944154245779,0.001050635357387364,100,1,69.09554084958829,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,1,80,0.051213741302490234,0.00028609990840777755,0.0009087920770980418,100,1,56.038826347061466,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,2,80,0.07308506965637207,2.5846959033515304e-05,0.0012616516323760152,100,1,57.90760367007905,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,3,80,0.06328749656677246,0.00015868902846705168,0.0009564260835759342,100,1,66.00489951327575,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,4,80,0.05930495262145996,0.00014061451656743884,0.0012179050827398896,100,1,48.57877591888527,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,5,80,0.07185482978820801,0.0004951548762619495,0.001240564975887537,100,1,57.52191646462792,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,6,80,0.05566120147705078,7.496118632843718e-05,0.001009120256640017,100,1,55.08386133859128,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,7,80,0.07047438621520996,0.00022599697695113719,0.001277279225178063,100,1,54.99845911019624,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,8,80,0.05638694763183594,0.0004660987760871649,0.0011609317734837532,100,1,48.16893648103031,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,9,80,0.05637216567993164,0.00017988920444622636,0.0010099669452756643,100,1,55.63773818374627,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,10,80,0.061144113540649414,-7.894039299571887e-05,0.0011251283576712012,100,1,54.41428394922429,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,11,80,0.08712649345397949,0.00027222157223150134,0.0014170935610309243,100,1,61.29042871281004,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,12,80,0.04398465156555176,0.00042878149542957544,0.0009121902985498309,100,1,47.748666193189976,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,13,80,0.046721696853637695,-0.0005619287258014083,0.0015212275320664048,100,1,31.082546550554458,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,14,80,0.05876493453979492,0.00022979021014180034,0.0009720661328174174,100,1,60.21724484937667,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,15,80,0.05968928337097168,0.00016237258387263864,0.001828527427278459,100,1,32.55456270387894,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,16,80,0.04494500160217285,9.244680404663086e-05,0.0010036565363407135,100,1,44.68914730696281,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,17,80,0.18964838981628418,0.0006016850238665938,0.0019653341732919216,100,1,96.19061600896381,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,18,80,0.0785367488861084,-1.359224279440241e-05,0.0014579514972865582,100,1,53.87719774978485,0.9900990099009901
plan_adam_eps1e17_8k_bs256,proponents,magic,19,80,0.11098957061767578,0.0003895664121955633,0.002125290920957923,100,1,52.0399363281663,0.9900990099009901
