query,n_removed,baseline_loss,filtered_loss,loss_change
0,160,3.4125921726226807,3.4411113262176514,0.028519153594970703
1,160,3.5448217391967773,3.5767621994018555,0.031940460205078125
2,160,3.4616470336914062,3.5175440311431885,0.05589699745178223
3,160,3.0004260540008545,3.037123203277588,0.0366971492767334
4,160,2.8378055095672607,2.8709070682525635,0.033101558685302734
5,160,3.348294496536255,3.3965582847595215,0.0482637882232666
6,160,3.3392410278320312,3.3837358951568604,0.0444948673248291
7,160,3.3503787517547607,3.4057905673980713,0.05541181564331055
8,160,3.059131145477295,3.0976405143737793,0.038509368896484375
9,160,3.281080722808838,3.325015068054199,0.04393434524536133
10,160,3.50307297706604,3.551906108856201,0.04883313179016113
11,160,3.140927314758301,3.2198610305786133,0.0789337158203125
12,160,3.3394832611083984,3.4064149856567383,0.06693172454833984
13,160,3.8050951957702637,3.836472511291504,0.031377315521240234
14,160,3.63857102394104,3.6625866889953613,0.02401566505432129
15,160,3.561091423034668,3.583197832107544,0.022106409072875977
16,160,3.9213039875030518,3.943617582321167,0.022313594818115234
17,160,3.591648578643799,3.8688929080963135,0.27724432945251465
18,160,2.9101204872131348,2.9402663707733154,0.030145883560180664
19,160,2.5035901069641113,2.5440945625305176,0.04050445556640625
