query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,160,8.58306884765625e-06,-7.807016663718969e-05,0.0007725628092885017,100,43
1,160,-0.001127004623413086,0.000362799153663218,0.0009583006030879915,100,97
2,160,-0.00015687942504882812,0.00010960102372337133,0.0014111754717305303,100,54
3,160,0.0036661624908447266,0.0003414154052734375,0.0010145275155082345,100,1
4,160,7.462501525878906e-05,9.845018212217838e-05,0.0009540622122585773,100,48
5,160,0.0011560916900634766,0.00020593882072716951,0.0012850337661802769,100,22
6,160,0.0017101764678955078,0.0005740070482715964,0.0011801018845289946,100,15
7,160,0.001069784164428711,0.0009303903789259493,0.0014437481295317411,100,37
8,160,0.0008447170257568359,-0.0002874541387427598,0.001068013720214367,100,13
9,160,-0.0005061626434326172,0.0004942441009916365,0.0013681580312550068,100,81
10,160,0.002414703369140625,0.00011792659643106163,0.001259633107110858,100,8
11,160,-0.0025823116302490234,0.0005776405450887978,0.001108418102376163,100,101
12,160,-0.0014300346374511719,0.0007314419490285218,0.0032540466636419296,100,96
13,160,-0.0036363601684570312,-0.0006212783046066761,0.0010929625714197755,100,100
14,160,-0.000110626220703125,-2.4049282728810795e-05,0.000931479677092284,100,51
15,160,-0.0006878376007080078,0.0001277422852581367,0.0007864723447710276,100,89
16,160,-9.846687316894531e-05,0.0002153348905267194,0.0007798447622917593,100,63
17,160,-0.005573272705078125,0.0002643251500558108,0.0015573888085782528,100,101
18,160,-0.00024366378784179688,6.55508047202602e-05,0.0008670183015055954,100,65
19,160,0.001529693603515625,-0.000818977365270257,0.0017431669402867556,100,10
