query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.464002400240024,1.1604030090047986e-06,0.49870576178176557,1.2875168304822476e-07,100,3.4603588581085205
1,0.1564116411641164,0.12017655516365287,0.14690452654789055,0.14470240601074924,100,3.7352192401885986
2,0.1714251425142514,0.08812967848303599,0.1717053815992549,0.0876034625571848,100,3.6235556602478027
3,0.000372038319948629,0.997068891214443,-0.010981928803077743,0.9136452103118651,100,3.7979750633239746
4,0.13428142814281427,0.18286906414995274,0.1102925167882225,0.27465938410711255,100,3.7034752368927
5,-0.030519051905190518,0.7630913941139968,-0.032061616866357404,0.7514965532255493,100,3.4966487884521484
6,0.05494165899112335,0.5871852947935122,0.08976510070071346,0.3744546485302624,100,4.165515899658203
7,-0.08060006000600059,0.4253550380217633,-0.08431973729733291,0.40423417563435654,100,3.8684749603271484
8,-0.048004800480048,0.6352958295406868,-0.053193919636141784,0.5991496346662307,100,3.8503706455230713
9,0.08778877887788777,0.3851047738404628,0.10529934233052961,0.29710734532260363,100,3.566378593444824
10,-0.03875187518751875,0.7018750914807146,-0.045445443978433316,0.6534512011170329,100,3.5655367374420166
11,0.08103210321032102,0.42286976203649584,0.08406906034371164,0.40563783401083126,100,3.77892804145813
12,-0.05773794700880175,0.568273049520776,-0.027247373535271582,0.7878542505987811,100,3.600598096847534
13,0.08434443444344433,0.4040960397064444,0.1163595142960268,0.24895678683985534,100,3.894221067428589
14,0.15373537353735373,0.1267313933578582,0.1664427780006818,0.0979106833024395,100,4.175814628601074
15,0.03205520552055205,0.7515446326174708,0.06970623843565281,0.4907367378973162,100,4.188935279846191
16,0.21208520852085205,0.03414550661168873,0.23545619949242053,0.01836296707508753,100,3.8494646549224854
17,0.05494765960918704,0.5871444051521633,0.09040999376131742,0.37101859324892644,100,4.053518295288086
18,0.04914491449144914,0.6272763382221961,0.07037996037462875,0.486544924839904,100,3.7102880477905273
19,-0.1233123312331233,0.221597602909734,-0.11070013231844575,0.2728786057428886,100,3.310676336288452
