query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.1339352130889893,3.1354613304138184,0.0015261173248291016
1,40,2.7015514373779297,2.7023096084594727,0.0007581710815429688
2,40,2.587773561477661,2.593498468399048,0.005724906921386719
3,40,2.6439568996429443,2.673492193222046,0.029535293579101562
4,40,2.6947758197784424,2.7642626762390137,0.06948685646057129
5,40,1.5219128131866455,1.597228765487671,0.07531595230102539
6,40,3.748164176940918,3.747305393218994,-0.0008587837219238281
7,40,3.374769449234009,3.378692626953125,0.003923177719116211
8,40,2.1571898460388184,2.1761581897735596,0.01896834373474121
9,40,1.984029769897461,1.9813965559005737,-0.002633213996887207
10,40,2.233611822128296,2.2496278285980225,0.016016006469726562
11,40,3.1906492710113525,3.204970598220825,0.014321327209472656
12,40,3.2105870246887207,3.2150158882141113,0.004428863525390625
13,40,3.244818925857544,3.2573952674865723,0.01257634162902832
14,40,2.859053373336792,2.8662965297698975,0.007243156433105469
15,40,3.1461360454559326,3.159095048904419,0.012959003448486328
16,40,2.6040420532226562,2.614189624786377,0.010147571563720703
17,40,3.096262216567993,3.1145577430725098,0.0182955265045166
18,40,2.146991014480591,2.2235476970672607,0.07655668258666992
19,40,2.3162739276885986,2.3487305641174316,0.03245663642883301
