query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.019408702850341797,0.00029285748799641925,0.0003784012566485784,3,1
1,40,0.015201330184936523,0.00010895729064941406,0.00012514681833033259,3,1
2,40,0.03243708610534668,0.00010752677917480469,0.0003437016138523867,3,1
3,40,0.020001888275146484,0.0001541773478190104,4.5864654213995206e-05,3,1
4,40,0.015508174896240234,9.218851725260416e-06,0.00014725282958100462,3,1
5,40,0.028850555419921875,6.254514058430989e-05,0.00028656785887783544,3,1
6,40,0.015833139419555664,3.0358632405598957e-05,5.6010270409233166e-05,3,1
7,40,0.020192623138427734,0.00015703837076822916,0.00019648733605554083,3,1
8,40,0.02004075050354004,5.5631001790364586e-05,0.000107151668503051,3,1
9,40,0.019370079040527344,7.279713948567708e-05,0.00012407398455635378,3,1
10,40,0.02079319953918457,5.602836608886719e-05,0.00018907675645979925,3,1
11,40,0.03458404541015625,-0.00017746289571126303,0.0001665794173927209,3,1
12,40,0.05108284950256348,-6.59624735514323e-05,0.00011206417194315827,3,1
13,40,0.019780874252319336,9.290377298990886e-05,0.00010636043165638908,3,1
14,40,0.009765625,-8.781750996907552e-05,9.393520563436009e-05,3,1
15,40,0.019146442413330078,-0.00011436144510904948,0.0001585485941184783,3,1
16,40,0.010650873184204102,0.00018525123596191406,0.00032286233410628315,3,1
17,40,0.021550893783569336,5.1180521647135414e-05,0.0001325608014488485,3,1
18,40,0.015122413635253906,0.00013057390848795572,0.00016522688494004917,3,1
19,40,0.020954132080078125,0.0001881122589111328,0.0001714083674644923,3,1
