query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,320,0.1662907600402832,-0.0005040168762207031,0.0007661104900762439,3,1
1,320,0.13277268409729004,0.00021425883460324258,0.0020311821717768908,3,1
2,320,0.23053812980651855,-0.0010781288146972656,0.00093773880507797,3,1
3,320,0.16608142852783203,-0.0008516311645507812,9.980687173083425e-05,3,1
4,320,0.15898489952087402,-0.0007038116455078125,0.00039649970130994916,3,1
5,320,0.2623863220214844,-0.0008181731100194156,0.00023715116549283266,3,1
6,320,0.25911831855773926,0.0002497037348803133,0.0006932481192052364,3,1
7,320,0.2223949432373047,-0.0006237030029296875,0.0010659125400707126,3,1
8,320,0.19306325912475586,-0.0003587404789868742,0.000557266641408205,3,1
9,320,0.221513032913208,-0.0003044605255126953,0.0009074719273485243,3,1
