query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.1044363975524902,3.120850086212158,0.01641368865966797
1,40,2.7382359504699707,2.710761547088623,-0.027474403381347656
2,40,2.620990514755249,2.585423231124878,-0.035567283630371094
3,40,2.6423439979553223,2.6283042430877686,-0.014039754867553711
4,40,2.6242823600769043,2.6415042877197266,0.017221927642822266
5,40,1.4613940715789795,1.4634038209915161,0.002009749412536621
6,40,3.7483184337615967,3.7546730041503906,0.006354570388793945
7,40,3.358449697494507,3.3652091026306152,0.0067594051361083984
8,40,2.1435444355010986,2.1285793781280518,-0.014965057373046875
9,40,1.942643404006958,1.928696632385254,-0.013946771621704102
10,40,2.2003977298736572,2.1930341720581055,-0.007363557815551758
11,40,3.149980306625366,3.178351640701294,0.028371334075927734
12,40,3.197620153427124,3.21488356590271,0.017263412475585938
13,40,3.2381742000579834,3.2464091777801514,0.008234977722167969
14,40,2.858422040939331,2.866372585296631,0.007950544357299805
15,40,3.1434171199798584,3.1462900638580322,0.002872943878173828
16,40,2.6033170223236084,2.6060781478881836,0.0027611255645751953
17,40,3.103635787963867,3.091557741165161,-0.012078046798706055
18,40,2.1191980838775635,2.1277451515197754,0.008547067642211914
19,40,2.2924458980560303,2.2974483966827393,0.005002498626708984
