query,n_removed,baseline_loss,filtered_loss,loss_change
0,160,3.4124388694763184,3.426635265350342,0.014196395874023438
1,160,3.544938802719116,3.5585596561431885,0.013620853424072266
2,160,3.4617059230804443,3.499553680419922,0.03784775733947754
3,160,3.000491142272949,3.0171477794647217,0.01665663719177246
4,160,2.8379554748535156,2.850283622741699,0.012328147888183594
5,160,3.3483223915100098,3.3696231842041016,0.021300792694091797
6,160,3.339423656463623,3.3488714694976807,0.009447813034057617
7,160,3.3505868911743164,3.3634660243988037,0.012879133224487305
8,160,3.059044599533081,3.075885057449341,0.016840457916259766
9,160,3.2809064388275146,3.289167642593384,0.00826120376586914
10,160,3.503178834915161,3.517087697982788,0.013908863067626953
11,160,3.1410508155822754,3.1956679821014404,0.05461716651916504
12,160,3.3397011756896973,3.3934082984924316,0.053707122802734375
13,160,3.8051528930664062,3.815664768218994,0.01051187515258789
14,160,3.6386709213256836,3.636558771133423,-0.002112150192260742
15,160,3.561279296875,3.5685276985168457,0.007248401641845703
16,160,3.921374797821045,3.9256978034973145,0.004323005676269531
17,160,3.5918846130371094,3.5930323600769043,0.0011477470397949219
18,160,2.9101099967956543,2.9117062091827393,0.001596212387084961
19,160,2.503500461578369,2.5050814151763916,0.001580953598022461
