query,n_removed,baseline_loss,filtered_loss,loss_change
0,160,3.412593126296997,3.4772286415100098,0.0646355152130127
1,160,3.5448222160339355,3.6072137355804443,0.06239151954650879
2,160,3.4616470336914062,3.57063364982605,0.10898661613464355
3,160,3.000426769256592,3.0936944484710693,0.09326767921447754
4,160,2.837806463241577,2.9129388332366943,0.07513236999511719
5,160,3.348294258117676,3.4343466758728027,0.08605241775512695
6,160,3.3392410278320312,3.410574436187744,0.07133340835571289
7,160,3.35037899017334,3.4483134746551514,0.09793448448181152
8,160,3.059131622314453,3.1330859661102295,0.07395434379577637
9,160,3.281080961227417,3.3560972213745117,0.07501626014709473
10,160,3.50307297706604,3.5868351459503174,0.08376216888427734
11,160,3.1409268379211426,3.2504804134368896,0.10955357551574707
12,160,3.3394830226898193,3.428175449371338,0.08869242668151855
13,160,3.8050954341888428,3.8757801055908203,0.07068467140197754
14,160,3.6385695934295654,3.701747417449951,0.06317782402038574
15,160,3.5610909461975098,3.644376277923584,0.08328533172607422
16,160,3.921304225921631,3.9814321994781494,0.060127973556518555
17,160,3.5916483402252197,3.8895158767700195,0.2978675365447998
18,160,2.9101202487945557,2.9735891819000244,0.06346893310546875
19,160,2.5035879611968994,2.5909388065338135,0.08735084533691406
