query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,160,0.0646355152130127,-0.00014422177628148347,0.0009479334112256765,100,1
1,160,0.06239151954650879,1.7807484255172312e-05,0.00120429671369493,100,1
2,160,0.10898661613464355,0.0002727961400523782,0.0012988249072805047,100,1
3,160,0.09326767921447754,0.00021418571122922003,0.0013620785903185606,100,1
4,160,0.07513236999511719,6.166935054352507e-05,0.0009917954448610544,100,1
5,160,0.08605241775512695,0.0003698802029248327,0.0012162813218310475,100,1
6,160,0.07133340835571289,-5.784034783573588e-06,0.0013133727479726076,100,1
7,160,0.09793448448181152,0.00023891449382063001,0.0013276031240820885,100,1
8,160,0.07395434379577637,0.0001415252627339214,0.0010729477507993579,100,1
9,160,0.07501626014709473,0.00012419700215104967,0.0011094937799498439,100,1
10,160,0.08376216888427734,0.00033811808680184186,0.0010777615243569016,100,1
11,160,0.10955357551574707,0.0005360174109227955,0.001398973516188562,100,1
12,160,0.08869242668151855,0.0008041501278057694,0.003012338886037469,100,1
13,160,0.07068467140197754,0.00010936260514426976,0.0011854399926960468,100,1
14,160,0.06317782402038574,0.00017241954628843814,0.0011192213278263807,100,1
15,160,0.08328533172607422,0.0002189493243349716,0.0008449294837191701,100,1
16,160,0.060127973556518555,0.0004441428172867745,0.0010715912794694304,100,1
17,160,0.2978675365447998,0.0007003784412518144,0.002515992149710655,100,1
18,160,0.06346893310546875,-0.00010405063949292526,0.0009572223061695695,100,1
19,160,0.08735084533691406,-0.0001803016639314592,0.001204926404170692,100,1
