subset,query,n_removed,baseline_loss,filtered_loss,loss_change
0,0,40,3.1158533096313477,3.12156343460083,0.005710124969482422
0,1,40,2.7070844173431396,2.7100937366485596,0.003009319305419922
0,2,40,2.567183256149292,2.578310489654541,0.011127233505249023
0,3,40,2.6530869007110596,2.6608831882476807,0.007796287536621094
0,4,40,2.6605262756347656,2.648756504058838,-0.011769771575927734
0,5,40,1.4887518882751465,1.4952948093414307,0.00654292106628418
0,6,40,3.7383081912994385,3.728849172592163,-0.00945901870727539
0,7,40,3.344118595123291,3.3460402488708496,0.0019216537475585938
0,8,40,2.138673782348633,2.136349678039551,-0.0023241043090820312
0,9,40,1.9385191202163696,1.9416753053665161,0.0031561851501464844
0,10,40,2.2058792114257812,2.2091002464294434,0.0032210350036621094
0,11,40,3.1831252574920654,3.1727654933929443,-0.010359764099121094
0,12,40,3.2253949642181396,3.224256992340088,-0.0011379718780517578
0,13,40,3.250439167022705,3.2506208419799805,0.00018167495727539062
0,14,40,2.864725351333618,2.862750768661499,-0.0019745826721191406
0,15,40,3.1421549320220947,3.1307177543640137,-0.011437177658081055
0,16,40,2.6027543544769287,2.5910487174987793,-0.011705636978149414
0,17,40,3.1032960414886475,3.109384536743164,0.0060884952545166016
0,18,40,2.1350066661834717,2.128730297088623,-0.006276369094848633
0,19,40,2.3101346492767334,2.3024744987487793,-0.0076601505279541016
1,0,40,3.1158533096313477,3.119201421737671,0.003348112106323242
1,1,40,2.7070844173431396,2.709927797317505,0.0028433799743652344
1,2,40,2.567183256149292,2.573005199432373,0.005821943283081055
1,3,40,2.6530869007110596,2.654388904571533,0.0013020038604736328
1,4,40,2.6605262756347656,2.6603505611419678,-0.00017571449279785156
1,5,40,1.4887518882751465,1.48653244972229,-0.0022194385528564453
1,6,40,3.7383081912994385,3.74320912361145,0.004900932312011719
1,7,40,3.344118595123291,3.3492696285247803,0.005151033401489258
1,8,40,2.138673782348633,2.1298811435699463,-0.008792638778686523
1,9,40,1.9385191202163696,1.9442435503005981,0.005724430084228516
1,10,40,2.2058792114257812,2.2133231163024902,0.007443904876708984
1,11,40,3.1831252574920654,3.1817750930786133,-0.0013501644134521484
1,12,40,3.2253949642181396,3.225046396255493,-0.0003485679626464844
1,13,40,3.250439167022705,3.2468149662017822,-0.0036242008209228516
1,14,40,2.864725351333618,2.8554694652557373,-0.00925588607788086
1,15,40,3.1421549320220947,3.1337192058563232,-0.008435726165771484
1,16,40,2.6027543544769287,2.596764326095581,-0.005990028381347656
1,17,40,3.1032960414886475,3.114854097366333,0.011558055877685547
1,18,40,2.1350066661834717,2.1334502696990967,-0.001556396484375
1,19,40,2.3101346492767334,2.3045239448547363,-0.00561070442199707
2,0,40,3.1158533096313477,3.1220760345458984,0.006222724914550781
2,1,40,2.7070844173431396,2.716421127319336,0.009336709976196289
2,2,40,2.567183256149292,2.571078062057495,0.003894805908203125
2,3,40,2.6530869007110596,2.6597957611083984,0.006708860397338867
2,4,40,2.6605262756347656,2.6425225734710693,-0.01800370216369629
2,5,40,1.4887518882751465,1.4915412664413452,0.0027893781661987305
2,6,40,3.7383081912994385,3.7318978309631348,-0.006410360336303711
2,7,40,3.344118595123291,3.352351188659668,0.008232593536376953
2,8,40,2.138673782348633,2.128631591796875,-0.010042190551757812
2,9,40,1.9385191202163696,1.9434397220611572,0.004920601844787598
2,10,40,2.2058792114257812,2.2237634658813477,0.017884254455566406
2,11,40,3.1831252574920654,3.176528215408325,-0.006597042083740234
2,12,40,3.2253949642181396,3.220428466796875,-0.0049664974212646484
2,13,40,3.250439167022705,3.2442688941955566,-0.0061702728271484375
2,14,40,2.864725351333618,2.864711046218872,-1.430511474609375e-05
2,15,40,3.1421549320220947,3.1311938762664795,-0.010961055755615234
2,16,40,2.6027543544769287,2.6029415130615234,0.00018715858459472656
2,17,40,3.1032960414886475,3.114682197570801,0.01138615608215332
2,18,40,2.1350066661834717,2.131782054901123,-0.003224611282348633
2,19,40,2.3101346492767334,2.3052361011505127,-0.004898548126220703
