query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.4437735080718994,3.4536995887756348,0.009926080703735352
1,40,3.5629968643188477,3.56908917427063,0.0060923099517822266
2,40,3.460599899291992,3.4715347290039062,0.010934829711914062
3,40,3.034360408782959,3.0397486686706543,0.0053882598876953125
4,40,2.8693346977233887,2.875189781188965,0.005855083465576172
5,40,3.393463373184204,3.402446746826172,0.008983373641967773
6,40,3.35615873336792,3.362149715423584,0.0059909820556640625
7,40,3.3507275581359863,3.361140489578247,0.010412931442260742
8,40,3.102057456970215,3.105607271194458,0.003549814224243164
9,40,3.317842960357666,3.3279473781585693,0.01010441780090332
10,40,3.533273458480835,3.5454068183898926,0.012133359909057617
11,40,3.319272518157959,3.3277747631073,0.00850224494934082
12,40,3.4132678508758545,3.4208076000213623,0.0075397491455078125
13,40,3.8508310317993164,3.858433246612549,0.007602214813232422
14,40,3.675616502761841,3.682128429412842,0.0065119266510009766
15,40,3.5906033515930176,3.5968270301818848,0.0062236785888671875
16,40,3.9912354946136475,3.998645782470703,0.007410287857055664
17,40,3.838491439819336,3.885969400405884,0.04747796058654785
18,40,2.9246788024902344,2.92757248878479,0.002893686294555664
19,40,2.5121350288391113,2.5171291828155518,0.00499415397644043
