run_id,status,family,model,model_init,arch_mod,n_params_m,logit_scale,dataset,n_docs,chunk_length,optimizer,lr,lr_scheduler,warmup,eps_root,adam_eps,beta1,beta2,weight_decay,max_grad_norm,batch_size,grad_accum_steps,num_epochs,steps,dropout,train_mode,shuffle,seed,precision,ckpt_avg_k,attr_window_frac,n_subsets,subset_fraction,n_queries,metasmoothness,ms_shuffle,ms_direction_seed,ms_fd_step,magic_lds,magic_ci_lo,magic_ci_hi,magic_n_queries,ekfac_lds,ekfac_ci_lo,ekfac_ci_hi,ekfac_n_subsets,train_loss,delta_l1,delta_l2,run_dir,bank_dir,code_commit,reusable,source_doc,notes
sm_adam_eps1e10_4k,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-10,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.781,rep,0,0.1,-0.02,-0.065,0.023,20,0.2097,0.182,0.239,50,2.71,0.0293,0.0295,/mnt/ssd-2/lucia/muon4k/magicroll_eps1e10_4k,,,bank+scores,LDS_RESULTS.md,MAGIC CI spans zero.
sm_adam_eps1e6_4k,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.991,rep,0,0.1,0.86,0.844,0.877,20,0.3173,0.285,0.348,50,3.18,0.0016,0.0021,,EleutherAI/bergson-smollm2-lds-4k,,bank+scores,LDS_RESULTS.md,HF-hosted bank. Re-score with 1ba43f92 gives EK-FAC 0.3156.
sm_adam_eps1e6_8k,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,8000,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,2,250,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.978,rep,0,0.1,0.98,0.98,0.987,20,0.3019,0.267,0.338,50,3.18,0.0024,0.0028,,runs/ekfac_vs_n/N8k,,bank+scores,LDS_RESULTS.md,
sm_adam_eps1e8_4k,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.876,rep,0,0.1,0.17,,,20,0.3033,0.274,0.334,50,3.02,0.0079,0.0091,/mnt/ssd-2/lucia/muon4k/magicroll_eps1e8_4k,,,bank+scores,LDS_RESULTS.md,MAGIC on the FIXED metagrad code (c0f11ba8); pre-fix value was 0.37.
sm_adam_eps1e8_4k_bs128,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,128,1,4,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9822,per_epoch,0,0.1,0.43,,,20,0.3369,,,50,2.98,0.0074,0.0087,/mnt/ssd-2/lucia/muon4k/magicroll_bs128,,,bank+scores,LDS_RESULTS.md,
sm_adam_eps1e8_4k_bs32,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,32,1,1,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.837,,0,0.1,0.05,-0.054,0.145,20,0.1781,,,50,3.07,0.0087,0.01,/mnt/ssd-2/lucia/muon4k/magicroll_bs32,,,bank+scores,LDS_RESULTS.md,epochs=1 so shuffle-agnostic. MAGIC CI spans zero.
sm_adam_eps1e8_4k_drop0,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,64,1,2,125,0.0,False,rep,42,fp32,1,0.0,50,0.01,,0.8755,per_epoch,0,0.1,0.18,,,20,0.3203,,,50,3.01,0.008,0.009,/mnt/ssd-2/lucia/muon4k/magicroll_eps1e8_drop0,,,bank+scores,LDS_RESULTS.md,MAGIC leg VOID as a dropout test: scores bit-identical to sm_adam_eps1e8_4k because train_mode=false made dropout inert in BOTH arms.
sm_muon_eps1e6_5e5_4k,done,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,muon,5e-05,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,4,250,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.997,rep,0,0.1,0.76,,,20,0.4738,0.432,0.513,50,3.08,0.0057,0.0061,,/mnt/ssd-2/lucia/muon4k/run/N4k,,bank+scores,LDS_RESULTS.md,
wt_adam_eps1e6_bs64_lotus,done,gpt2_ft,gpt2,pretrained,none,124,1.0,wikitext,4358,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,4,272,0.1,False,rep,42,fp32,1,0.0,400,0.01,50,0.998,rep,0,0.1,0.9681,,,50,0.2588,,,400,3.06,0.0033,0.004,runs/lotus_final_q01_50,,,bank+scores,LDS_RESULTS.md,EK-FAC variant=docspace. chunk_length is not a factor (512 vs 0 reproduces 0.9681).
olmo2_muon_16k_full,done,olmo2_scratch,olmo2_reinit,scratch,none,124,1.0,smollm2,16000,0,muon,0.009,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.1,,128,1,6,750,0.0,False,rep,42,fp32,1,0.0,50,0.01,28,0.01,rep,0,0.1,,,,,0.0175,-0.036,0.071,50,2.92,4.56,4.1,/mnt/ssd-2/lucia/scratch_olmo,,,bank,LDS_RESULTS.md,Extreme low-ms endpoint. Per-epoch ms is -0.000 (dead endpoint either way).
sm_adam_eps0_16k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,16000,0,adamw,0.0008,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,2,500,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.437,rep,0,0.1,,,,,0.1097,0.084,0.136,50,2.65,0.0855,0.0872,,,,bank,LDS_RESULTS.md,Lowest-metasmoothness GPT-2 ft cell. MAGIC not run.
sm_adam_eps0_16k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,16000,0,adamw,0.0008,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,2,500,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.4269,per_epoch,0,0.1,,,,,0.1186,0.074,0.164,50,,0.0938,0.0964,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps0_4k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.766,rep,0,0.1,,,,,0.174,0.14,0.208,50,2.61,0.0509,0.0528,,/mnt/ssd-2/lucia-adam-shampoo/epsroot0_4k_bank,b3790ba9,bank,LDS_RESULTS.md,MAGIC not run at eps_root=0 on this config; read-only volume.
sm_adam_eps0_4k_ep4,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,4,250,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.6836,per_epoch,0,0.1,,,,,,,,,2.61,0.0509,0.0528,,,,ms_only,LDS_RESULTS.md,"Data fixed, steps 125->250: ms 0.766 -> 0.684."
sm_adam_eps0_4k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.7724,per_epoch,0,0.1,,,,,0.154,0.106,0.202,50,,0.0565,0.0587,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps0_8k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,8000,0,adamw,0.0008,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,2,250,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.615,rep,0,0.1,,,,,0.141,0.113,0.169,50,2.61,0.0646,0.0668,,,,bank,LDS_RESULTS.md,MAGIC not run.
sm_adam_eps0_8k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,8000,0,adamw,0.0008,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,2,250,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.6226,per_epoch,0,0.1,,,,,0.1555,0.121,0.19,50,,0.0714,0.0742,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps1e10_4k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-10,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.7883,per_epoch,0,0.1,,,,,0.202,0.164,0.24,50,,0.0272,0.0283,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps1e6_16k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,16000,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,2,500,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9954,per_epoch,0,0.1,,,,,0.3815,0.352,0.412,50,3.17,0.0039,0.0042,,runs/ekfac_vs_n/N16k,,bank,LDS_RESULTS.md,MAGIC not run.
sm_adam_eps1e6_32k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,32000,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,2,1000,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9979,per_epoch,0,0.1,,,,,0.3575,0.325,0.394,50,3.19,0.0069,0.0072,,runs/ekfac_vs_n/N32k,,bank,LDS_RESULTS.md,MAGIC not run.
sm_adam_eps1e6_4k_ep4,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,4,250,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9989,per_epoch,0,0.1,,,,,,,,,3.18,0.0016,0.0021,,,,ms_only,LDS_RESULTS.md,
sm_adam_eps1e6_4k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.9952,per_epoch,0,0.1,,,,,0.3076,0.268,0.346,50,,0.0015,0.0021,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps1e6_8k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,8000,0,adamw,0.0008,polynomial,0.25,1e-06,1e-08,0.95,0.975,0.01,,64,1,2,250,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.9786,per_epoch,0,0.1,,,,,0.295,0.253,0.338,50,,0.0024,0.0028,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps1e7_4k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-07,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.978,rep,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,ms only.
sm_adam_eps1e8_4k_bs128_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,128,1,4,125,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.9822,per_epoch,0,0.1,,,,,0.3576,0.317,0.397,50,,0.0065,0.008,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps1e8_4k_bs16,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,16,1,2,500,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.5,,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,bs16 collapses adam metasmoothness (0.876 at bs64 -> 0.500); muon barely moves.
sm_adam_eps1e8_4k_bs256,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,256,1,8,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9984,per_epoch,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,LDS infeasible without grad_accum: fp32 lm_head logits for 256x512 tokens ~26 GB OOMs the 47.5 GiB A40s. grad_accum_steps now exists -> LDS is unblocked.
sm_adam_eps1e8_4k_clip1.0,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,1.0,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.876,,0,0.1,,,,,0.307,,,50,3.03,0.006,0.007,,,,bank,LDS_RESULTS.md,No-op at these settings: grad norms rarely exceed 1.0.
sm_adam_eps1e8_4k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.8755,per_epoch,0,0.1,,,,,0.3095,0.269,0.351,50,,0.0068,0.0084,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_adam_eps1e8_4k_scale0.25,partial,gpt2_ft,gpt2,pretrained,none,124,0.25,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.609,,0,0.1,,,,,0.169,,,50,3.36,0.016,0.019,,,,bank,LDS_RESULTS.md,
sm_adam_eps1e8_4k_scale0.5,partial,gpt2_ft,gpt2,pretrained,none,124,0.5,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.84,,0,0.1,,,,,0.22,,,50,3.1,0.013,0.016,,,,bank,LDS_RESULTS.md,NOT a clean ms isolate: lowers ms and LDS but RAISES delta_l2.
sm_adam_eps1e8_4k_wd0.0,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.0,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.867,,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,Weight decay is a null on ms over 0-0.3 (baseline 0.876).
sm_adam_eps1e8_4k_wd0.1,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.1,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.877,,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,Weight decay is a null on ms over 0-0.3 (baseline 0.876).
sm_adam_eps1e8_4k_wd0.3,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-08,1e-08,0.95,0.975,0.3,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.862,,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,Weight decay is a null on ms over 0-0.3 (baseline 0.876).
sm_adam_eps1e9_4k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,adamw,0.0008,polynomial,0.25,1e-09,1e-08,0.95,0.975,0.01,,64,1,2,125,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.907,rep,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,"ms only; non-monotone vs 1e-8 (0.876) — single direction_seed, h=0.1 noise."
sm_adamw_eps1e17_16k_bs256,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,16000,0,adamw,0.0002,polynomial,0.25,1e-17,1e-08,0.95,0.975,0.01,,256,16,2,125,0.1,False,per_epoch,42,fp32,1,0.0,100,0.01,20,,,0,0.1,0.9333,0.9186,0.9448,20,,,,,,,,/mnt/ssd-2/lucia/s16k_adamw,/mnt/ssd-2/lucia/s16k_adamw/merged,docs-4,bank,examples/scaling_magic/LDS_RESULTS.md,"Paired diff adamw-muon = +0.0863 [+0.0670, +0.1052], 19/20 per-query wins; identical subset lists both optimizers. metasmoothness and EK-FAC NOT measured. Base-training checkpoints DELETED; 100 retrained models kept, so EK-FAC can be scored against this bank without retraining. adamw scores rebuilt from per-query .pt files (padded-query bug on docs-4)."
sm_muon_eps0_1e4_4k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,muon,0.0001,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,4,250,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9931,per_epoch,0,0.1,,,,,0.4544,0.419,0.489,50,2.94,0.011,0.0118,,/mnt/ssd-2/lucia/muon4k/run_eps0_1e-4/N4k,,bank,LDS_RESULTS.md,
sm_muon_eps0_5e5_16k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,16000,0,muon,5e-05,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,4,1000,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9951,per_epoch,0,0.1,,,,,,,,,,,,/mnt/ssd-2/lucia/muon_ms_steps/eps0,,,ms_only,LDS_RESULTS.md,ms only; no leave-k-out bank.
sm_muon_eps0_5e5_4k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,muon,5e-05,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,4,250,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.996,rep,0,0.1,,,,,0.4683,0.427,0.508,50,3.08,0.0057,0.0061,,/mnt/ssd-2/lucia/muon4k/run_eps0_5e-5/N4k,,bank,LDS_RESULTS.md,MAGIC at eps0 is 98.4% finite on a 1-query spotcheck; no LDS.
sm_muon_eps0_5e5_4k_bs16,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,muon,5e-05,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,16,1,4,1000,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9932,per_epoch,0,0.1,,,,,,,,,,,,,,,ms_only,LDS_RESULTS.md,Batch size does not un-saturate muon (0.996 -> 0.9932); adam collapses to 0.500.
sm_muon_eps0_5e5_4k_perepoch,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,4000,0,muon,5e-05,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,4,250,0.1,False,per_epoch,42,fp32,1,0.0,50,0.01,,0.996,per_epoch,0,0.1,,,,,0.4648,0.422,0.504,50,,0.0053,0.0061,/mnt/ssd-1/lucia/perepoch,,,bank,LDS_RESULTS.md,Per-epoch-shuffle replication. Both ms and EK-FAC LDS are invariant to the shuffle change (rep point inside all 11 CIs). MAGIC not re-run.
sm_muon_eps0_5e5_8k,partial,gpt2_ft,gpt2,pretrained,none,124,1.0,smollm2,8000,0,muon,5e-05,polynomial,0.25,0,1e-08,0.95,0.975,0.01,,64,1,4,500,0.1,False,rep,42,fp32,1,0.0,50,0.01,,0.9956,per_epoch,0,0.1,,,,,,,,,,,,/mnt/ssd-2/lucia/muon_ms_steps/eps0,,,ms_only,LDS_RESULTS.md,ms only; no leave-k-out bank.
