query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9484848484848485,4.3618271672904596e-23,0.951932838995465,1.0181641600317626e-23,45,3.4117484092712402
1,0.9612648221343872,1.0785655535980216e-25,0.9704539540587587,3.4996383208532573e-28,45,3.5385565757751465
2,0.8956521739130434,9.940229364740064e-17,0.9336041058477439,8.791167159506242e-21,45,3.4561758041381836
3,0.9446640316205532,1.9546423986284426e-22,0.9434532728406402,3.0752520112452785e-22,45,2.9990408420562744
4,0.8716732542819499,6.623553128873805e-15,0.8669361925786946,1.3744545131408095e-14,45,2.837623119354248
5,0.9270092226613965,6.299326722330421e-20,0.8841663198072943,8.336894408932156e-16,45,3.3331098556518555
6,0.8811594202898549,1.4021086141308448e-15,0.908227726538948,7.150003738834286e-18,45,3.3293097019195557
7,0.9072463768115941,8.897434143828815e-18,0.9452174910890663,1.583515032096103e-22,45,3.3449530601501465
8,0.8676833892516348,1.2272526174198984e-14,0.9016702061835827,2.948336787318421e-17,45,3.0519113540649414
9,0.9277997364953887,5.024518756295041e-20,0.9042829751554781,1.6972459715345002e-17,45,3.273777723312378
10,0.883794466403162,8.897355577615505e-16,0.8897876239980962,3.0319534735284606e-16,45,3.4976580142974854
11,0.886429512516469,5.583709995272609e-16,0.8975708543802903,6.80262045792131e-17,45,3.118817090988159
12,0.9458498023715414,1.241596466853089e-22,0.9949931246530639,1.1862865744761152e-44,45,3.3343570232391357
13,0.9072463768115941,8.897434143828815e-18,0.9317542927387488,1.5577976701035394e-20,45,3.8075764179229736
14,0.9350461133069828,5.563459998468687e-21,0.9514109856439813,1.2775399040387131e-23,45,3.6376304626464844
15,0.91699604743083,9.025787053389194e-19,0.924534968520401,1.2579720828277625e-19,45,3.5595343112945557
16,0.8934123847167326,1.5335142378545787e-16,0.9317869761251717,1.542345857199433e-20,45,3.9195480346679688
17,0.9856389986824768,7.464628727404092e-35,0.9896796423177749,6.386447147338895e-38,45,3.5629770755767822
18,0.9346508563899866,6.3133404947009725e-21,0.9442506101686862,2.284356031281168e-22,45,2.9200754165649414
19,0.9081686429512514,7.245250765283413e-18,0.9117969238667709,3.160414394881296e-18,45,2.5281615257263184
