query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9636723672367236,5.4070079068317015e-58,0.9382322519701412,5.788042228569672e-47,100,3.4117484092712402
1,0.95009900990099,2.2238665807419375e-51,0.9663264800535507,1.3997513901801962e-59,100,3.5385565757751465
2,0.9169276927692768,6.967924752373591e-41,0.9174948830567025,5.050598140163908e-41,100,3.4561760425567627
3,0.9449144914491449,2.4903646015196734e-49,0.9372368004561319,1.2367222743405412e-46,100,2.999039888381958
4,0.8449804980498049,2.1836208035876215e-28,0.8455039902898338,1.8748581614528224e-28,100,2.837623119354248
5,0.853105310531053,1.9187143243234032e-29,0.8445165939639043,2.498304858751196e-28,100,3.3331098556518555
6,0.8226702670267025,8.972980462829849e-26,0.8787630769613666,3.0054854477136074e-33,100,3.3293073177337646
7,0.8899369936993698,3.4759427586403913e-35,0.9098619854407632,3.198406745941935e-39,100,3.3449532985687256
8,0.8917371737173716,1.620087446763194e-35,0.887822729870294,8.378600049872486e-35,100,3.051909923553467
9,0.9145274527452745,2.6527767949719968e-40,0.8969871467727405,1.6151718786004267e-36,100,3.273777961730957
10,0.9164836483648363,8.950053770756316e-41,0.931322131980952,8.838165635296475e-45,100,3.4976587295532227
11,0.8200060006000598,1.7398923665448179e-25,0.8185739472660992,2.472567376806001e-25,100,3.1188178062438965
12,0.869042904290429,1.0314504697344215e-31,0.9829577422907202,6.694549002748506e-74,100,3.3343570232391357
13,0.8762316231623162,7.766180002001665e-33,0.8718850105965914,3.779868814652745e-32,100,3.8075764179229736
14,0.9425502550255025,1.843863593029259e-48,0.9414280236509799,4.6304585629755936e-48,100,3.6376302242279053
15,0.8855832150751382,2.087563644882596e-34,0.88756943838143,9.298930417564138e-35,100,3.5595343112945557
16,0.9289856855297903,4.3012403862738607e-44,0.9416053214229406,4.008424140077201e-48,100,3.9195477962493896
17,0.9757095709570955,1.9608127048385443e-66,0.9796453649048061,3.726089687897507e-70,100,3.5629773139953613
18,0.9501798685307348,2.057996145812386e-51,0.9497520472756109,3.096909709215866e-51,100,2.9200737476348877
19,0.8073087308730872,3.537636783903642e-24,0.796066274107781,4.2516103240348944e-23,100,2.5281600952148438
