query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.7999999999999999,0.2000000000000001,0.9901270257579411,0.009872974242058907,4,3.4117534160614014
1,1.0,0.0,0.9880577753668647,0.011942224633135323,4,3.538562059402466
2,0.7999999999999999,0.2000000000000001,0.6679018576304505,0.3320981423695495,4,3.456178903579712
3,1.0,0.0,0.9720965331554519,0.02790346684454814,4,2.999037742614746
4,1.0,0.0,0.9381902381002993,0.061809761899700666,4,2.83762526512146
5,1.0,0.0,0.9984066490671456,0.0015933509328545092,4,3.333108425140381
6,1.0,0.0,0.9920151675121336,0.007984832487866411,4,3.3293046951293945
7,0.6000000000000001,0.4,0.8495017729898402,0.1504982270101598,4,3.344951629638672
8,0.7999999999999999,0.2000000000000001,0.8795557049275964,0.12044429507240362,4,3.0519070625305176
9,0.39999999999999997,0.6,0.7902484772189003,0.20975152278109954,4,3.2737739086151123
10,0.7999999999999999,0.2000000000000001,0.996298875484836,0.0037011245151639116,4,3.4976565837860107
11,1.0,0.0,0.9991251626329574,0.0008748373670426357,4,3.118819236755371
12,0.19999999999999998,0.8,0.9892742518798671,0.010725748120132828,4,3.3343567848205566
13,1.0,0.0,0.9670603095056495,0.032939690494350415,4,3.807572364807129
14,0.39999999999999997,0.6,0.8302877950456774,0.1697122049543225,4,3.6376330852508545
15,0.7999999999999999,0.2000000000000001,0.8640010843700894,0.13599891562991062,4,3.5595297813415527
16,1.0,0.0,0.9022843896214856,0.0977156103785144,4,3.919552803039551
17,1.0,0.0,0.9344951432253256,0.06550485677467455,4,3.5629782676696777
18,-0.39999999999999997,0.6,-0.6508573710839599,0.3491426289160402,4,2.9200689792633057
19,0.7999999999999999,0.2000000000000001,0.7723598272275665,0.22764017277243354,4,2.528158187866211
