query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9118577075098815,3.115850283747726e-18,0.9415845266049375,6.071636045977202e-22,45,3.458110809326172
1,0.9499341238471674,2.396222987328557e-23,0.9611042024905729,1.1770343772484776e-25,45,3.5578880310058594
2,0.9658761528326746,7.40069242400848e-27,0.9611553340507307,1.1447953775510397e-25,45,3.535856246948242
3,0.9555994729907772,1.918027638314923e-24,0.9379475225955982,2.1447030942163432e-21,45,3.0593135356903076
4,0.938866930171278,1.570394838600744e-21,0.9612304623539257,1.0989468577893732e-25,45,2.8828608989715576
5,0.9516469038208167,1.1533313140908503e-23,0.953026602429211,6.2755131760331184e-24,45,3.45139217376709
6,0.9133069828722002,2.2140812306870664e-18,0.941708783783674,5.807188923269127e-22,45,3.3867697715759277
7,0.954018445322793,4.00581756638656e-24,0.9691674070535027,8.638799043786514e-28,45,3.399176836013794
8,0.9293807641633727,3.17181676531526e-20,0.9324755749413218,1.2487258663356902e-20,45,3.1336073875427246
9,0.8964426877470356,8.509817839955463e-17,0.8626421963669471,2.6014776732361008e-14,45,3.3452210426330566
10,0.921080368906456,3.179672123654289e-19,0.9501491754285307,2.1891208368814252e-23,45,3.567838668823242
11,0.9855072463768115,9.072293024345945e-35,0.9849486472740596,2.034483477174585e-34,45,3.184070348739624
12,0.967588932806324,2.4878876449188597e-27,0.9959938291400368,9.918658006542143e-47,45,3.380073070526123
13,0.9578392621870881,6.445502917258944e-25,0.9634564012807767,3.1514209227903046e-26,45,3.855527639389038
14,0.9523056653491436,8.64436753249882e-24,0.9688896629292089,1.0446967703727978e-27,45,3.700068950653076
15,0.9386034255599471,1.7179726292904774e-21,0.9567645527324341,1.0955362087227841e-24,45,3.5749030113220215
16,0.9552042160737813,2.3114915396925756e-24,0.9577584166117338,6.711102033188274e-25,45,3.990009069442749
17,0.9799736495388669,8.988461565889565e-32,0.9909401447738332,3.929298167530169e-39,45,3.735006809234619
18,0.9409749670619234,7.5434566716379635e-22,0.9431192443820311,3.478695614359646e-22,45,2.941748857498169
19,0.9513833992094861,1.2928681164318107e-23,0.929741294022946,2.851682490306087e-20,45,2.5419492721557617
