query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.08132290840148926,-0.00287779172261556,0.005265172558042467,3,1
1,40,0.10823249816894531,-0.02741241455078125,0.03957016053049508,3,1
2,40,0.14289069175720215,-0.00018986066182454428,0.0005283869368544388,3,1
3,40,0.06973624229431152,0.0005482037862141927,0.00018652241230986182,3,1
4,40,0.10402584075927734,0.0005791982014973959,0.0008236389506067884,3,1
5,40,0.10247182846069336,4.092852274576823e-05,0.0008846338239685059,3,1
6,40,0.11306619644165039,0.0009445349375406901,0.001310973622360051,3,1
7,40,0.11867833137512207,0.0004113515218098958,0.0012410111933565868,3,1
8,40,0.11292839050292969,0.0001579920450846354,0.0013030587854354662,3,1
9,40,0.13602948188781738,0.0010631879170735676,0.000914026152453472,3,1
10,40,0.16141271591186523,0.0018369356791178386,0.001964484045637376,3,1
11,40,0.14422392845153809,-0.0003128846486409505,0.00191130238599996,3,1
12,40,0.14627552032470703,0.0011502901713053386,0.0007293662561069914,3,1
13,40,0.017542362213134766,0.0013264815012613933,0.0007815501719515531,3,1
14,40,0.051686763763427734,0.0002722740173339844,0.00042465809280019435,3,1
15,40,0.11071252822875977,0.001073757807413737,0.00036749135447273595,3,1
16,40,0.08787012100219727,3.1153361002604164e-05,0.001498485159256087,3,1
17,40,0.06376457214355469,0.0008939901987711588,0.0007651280842887772,3,1
18,40,0.09784364700317383,-0.0004840691884358724,0.0008091335619106608,3,1
19,40,0.10211539268493652,-0.0009396870930989584,0.00044515978737922767,3,1
