query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.7818301830183016,7.994187568270493e-22,0.8045673387037062,6.583594206837873e-24,100,3.396278142929077
1,0.8826035559928238,6.831353544659593e-34,0.8940502613401597,5.954586068409897e-36,100,3.530170202255249
2,0.8292819038967417,1.6520221424516817e-26,0.8629917366612401,8.10332292388606e-31,100,3.4340219497680664
3,0.8191899189918991,2.126493871499999e-25,0.8376653009620268,1.735929229424321e-27,100,3.0028061866760254
4,0.8063090498357618,4.4419986173553704e-24,0.8642255380061484,5.365903829895028e-31,100,2.8267264366149902
5,0.8262706270627062,3.602316823482063e-26,0.8631216116423386,7.760701023006343e-31,100,3.35223650932312
6,0.8539453945394538,1.4797498429095112e-29,0.8879701850409024,7.884462404338448e-35,100,3.3211684226989746
7,0.8246144614461445,5.495751759190066e-26,0.8544285935095847,1.2734303282204144e-29,100,3.337286949157715
8,0.8293429342934292,1.625870053716661e-26,0.8623235980643463,1.0113042955578433e-30,100,3.0662286281585693
9,0.8345394539453944,4.08087360155358e-27,0.8571188698606805,5.464336942171146e-30,100,3.275733232498169
10,0.8233903390339034,7.488332859385854e-26,0.8287506608905345,1.8976809723737405e-26,100,3.4810550212860107
11,0.8614581458145814,1.345140517960713e-30,0.8837830974652044,4.2891753496500895e-34,100,3.1392934322357178
12,0.8894089408940893,4.337415040625444e-35,0.9878481775080162,4.771207687455058e-81,100,3.341869592666626
13,0.8313471347134713,9.59339074250866e-27,0.8357568319133137,2.9316003539460998e-27,100,3.821504592895508
14,0.8477878655290078,9.576711179310249e-29,0.8714259859654241,4.4523581169661905e-32,100,3.6293108463287354
15,0.8582778277827782,3.775076387136191e-30,0.8566306465010901,6.379316443720512e-30,100,3.556509494781494
16,0.8564776477647764,6.695662247053121e-30,0.8613495285403552,1.3939801597884663e-30,100,3.9227921962738037
17,0.9710531053105309,9.471718752725256e-63,0.9833753336219061,2.0048706443487364e-74,100,3.5627806186676025
18,0.8650105010501049,4.119366324293531e-31,0.8698245006247108,7.844693357315719e-32,100,2.895317792892456
19,0.8673233343073369,1.8720122504791337e-31,0.8777715642852767,4.370073973259792e-33,100,2.504378318786621
