query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9180144278506969,6.993879996027041e-19,0.9053540791812974,1.3471989012689132e-17,45,3.4124224185943604
1,0.9571805006587615,8.936484066683031e-25,0.9658176066549943,7.674068254812334e-27,45,3.544952392578125
2,0.9380764163372858,2.053600950548047e-21,0.947412338636367,6.72040808388182e-23,45,3.4617128372192383
3,0.9377779246827895,2.270439896100943e-21,0.9354480749703268,4.888146905471768e-21,45,3.000497817993164
4,0.9642951251646903,1.929001334231065e-26,0.9681460980844611,1.723162887171008e-27,45,2.8379688262939453
5,0.9436100131752305,2.901665319632188e-22,0.9511841650712162,1.4088806703438024e-23,45,3.348325729370117
6,0.9234519104084321,1.6902568961344198e-19,0.9440294655073511,2.481784755756868e-22,45,3.3394439220428467
7,0.9501976284584979,2.1448687755362717e-23,0.9661318371895152,6.3117628681391726e-27,45,3.3506088256835938
8,0.8777338603425558,2.4928793997333734e-15,0.9064441547018173,1.0619677626951287e-17,45,3.0590336322784424
9,0.9646903820816862,1.524403653379774e-26,0.933766661052536,8.353554484371179e-21,45,3.2808916568756104
10,0.9234519104084321,1.6902568961344198e-19,0.9277041455095715,5.1644979535416104e-20,45,3.5031919479370117
11,0.9687747035573122,1.1296242548628296e-27,0.9638461193210748,2.5123480839967265e-26,45,3.141066312789917
12,0.9595520421607378,2.688027134029055e-25,0.9966902886400493,1.645221781598089e-48,45,3.339724540710449
13,0.919631093544137,4.633391222953443e-19,0.9151907827755885,1.4073472540469647e-18,45,3.8051583766937256
14,0.9530961791831355,6.0829052718736035e-24,0.9673905916796708,2.8310037460572632e-27,45,3.6386821269989014
15,0.9300395256916996,2.6103138027318063e-20,0.9408827757275542,7.793633093639951e-22,45,3.561300754547119
16,0.9498023715415019,2.5321723544991726e-23,0.9586287438571932,4.326895961465196e-25,45,3.9213850498199463
17,0.9841897233201581,5.814703286704608e-34,0.9930280869478372,1.436115500162862e-41,45,3.5919103622436523
18,0.9279314888010538,4.837484273817121e-20,0.9626805808734278,4.912539293152967e-26,45,2.9101085662841797
19,0.9516469038208167,1.1533313140908503e-23,0.956293445542276,1.3764937749172268e-24,45,2.503492832183838
