query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.7999999999999999,0.2000000000000001,0.9282200170816248,0.07177998291837517,4,3.412425994873047
1,0.7999999999999999,0.2000000000000001,0.9963565164509731,0.0036434835490268824,4,3.5449576377868652
2,0.7999999999999999,0.2000000000000001,0.7381558804949802,0.26184411950501985,4,3.461712121963501
3,0.7999999999999999,0.2000000000000001,0.9310081979440539,0.06899180205594613,4,3.000497579574585
4,1.0,0.0,0.9935327466381664,0.006467253361833514,4,2.837972402572632
5,1.0,0.0,0.913377390509829,0.08662260949017098,4,3.348323106765747
6,1.0,0.0,0.998895417197927,0.0011045828020730397,4,3.339444160461426
7,0.7999999999999999,0.2000000000000001,0.8018860449878797,0.19811395501212026,4,3.350605010986328
8,1.0,0.0,0.9296263451969244,0.07037365480307556,4,3.059028387069702
9,0.0,1.0,0.11621245690004156,0.8837875430999584,4,3.28088641166687
10,0.7999999999999999,0.2000000000000001,0.9110426451808213,0.08895735481917866,4,3.5031871795654297
11,0.39999999999999997,0.6,0.984391419438509,0.015608580561490948,4,3.141063928604126
12,1.0,0.0,0.9974167498591501,0.002583250140849813,4,3.339724063873291
13,0.39999999999999997,0.6,0.6667170573243001,0.3332829426756998,4,3.805154800415039
14,0.7999999999999999,0.2000000000000001,0.8268087736632895,0.17319122633671036,4,3.6386818885803223
15,0.7999999999999999,0.2000000000000001,0.9159415880757925,0.08405841192420738,4,3.561296224594116
16,0.7999999999999999,0.2000000000000001,0.9545735223892019,0.04542647761079799,4,3.9213907718658447
17,1.0,0.0,0.9742628925042363,0.025737107495763745,4,3.591914415359497
18,0.6000000000000001,0.4,0.4361003657848374,0.5638996342151625,4,2.9101085662841797
19,1.0,0.0,0.9703616200189349,0.02963837998106511,4,2.5034890174865723
