subset,query,n_removed,baseline_loss,filtered_loss,loss_change
0,0,200,2.5699615478515625,2.570568323135376,0.0006067752838134766
1,0,200,2.5699615478515625,2.5693907737731934,-0.0005707740783691406
2,0,200,2.5699615478515625,2.5726640224456787,0.002702474594116211
