query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.4124386310577393,3.427217483520508,0.014778852462768555
1,40,3.5449378490448,3.561290979385376,0.016353130340576172
2,40,3.461705446243286,3.498560905456543,0.036855459213256836
3,40,3.00049090385437,3.0214953422546387,0.021004438400268555
4,40,2.837953567504883,2.8542747497558594,0.016321182250976562
5,40,3.348322629928589,3.3748435974121094,0.026520967483520508
6,40,3.339423894882202,3.363248348236084,0.023824453353881836
7,40,3.3505873680114746,3.3806440830230713,0.03005671501159668
8,40,3.0590455532073975,3.079070568084717,0.020025014877319336
9,40,3.280907392501831,3.3007354736328125,0.019828081130981445
10,40,3.5031795501708984,3.5298209190368652,0.026641368865966797
11,40,3.141050100326538,3.1849961280822754,0.043946027755737305
12,40,3.3397014141082764,3.3881685733795166,0.048467159271240234
13,40,3.8051528930664062,3.8169538974761963,0.011801004409790039
14,40,3.6386709213256836,3.6492576599121094,0.010586738586425781
15,40,3.5612802505493164,3.5678257942199707,0.006545543670654297
16,40,3.921374797821045,3.930638551712036,0.009263753890991211
17,40,3.5918850898742676,3.709881544113159,0.1179964542388916
18,40,2.9101102352142334,2.920733690261841,0.010623455047607422
19,40,2.5035006999969482,2.5201940536499023,0.0166933536529541
