query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.014778852462768555,-0.00022284190345089883,0.00039278072654269636,3,1
1,40,0.016353130340576172,-0.00017078717064578086,0.000341471895808354,3,1
2,40,0.036855459213256836,-6.930033123353496e-05,0.0009023549500852823,3,1
3,40,0.021004438400268555,-0.0002384185791015625,0.0003384584269952029,3,1
4,40,0.016321182250976562,-0.0003703435359057039,7.141595415305346e-05,3,1
5,40,0.026520967483520508,-9.083747863769531e-05,0.000466476718429476,3,1
6,40,0.023824453353881836,-0.0001140435560955666,0.0003444553876761347,3,1
7,40,0.03005671501159668,4.9432117521064356e-05,0.0006932632531970739,3,1
8,40,0.020025014877319336,-0.0001575946807861328,0.00035480145015753806,3,1
9,40,0.019828081130981445,5.880991739104502e-05,0.0005252365372143686,3,1
10,40,0.026641368865966797,-0.00048526129103265703,0.00024131874670274556,3,1
11,40,0.043946027755737305,-0.0002315839083166793,0.0005409269360825419,3,1
12,40,0.048467159271240234,0.002433220623061061,0.0038284126203507185,3,1
13,40,0.011801004409790039,-0.00013319651770871133,0.0003494379052426666,3,1
14,40,0.010586738586425781,0.0003705024719238281,0.0006685954285785556,3,1
15,40,0.006545543670654297,-0.00036875405930913985,0.00034537375904619694,3,1
16,40,0.009263753890991211,-6.937980651855469e-05,0.00019808969227597117,3,1
17,40,0.1179964542388916,0.00019701321434695274,0.0014302798081189394,3,1
18,40,0.010623455047607422,0.00020496051001828164,0.0001158864761237055,3,1
19,40,0.0166933536529541,0.00016768772911746055,0.00022404108312912285,3,1
