query,spearman_corr,spearman_p,pearson_corr,pearson_p,N,baseline_loss
0,0.9510567296996663,8.208089865606027e-16,0.9576140451136107,1.140983822246007e-16,30,3.4124410152435303
1,0.9408231368186873,1.0991246064735162e-14,0.9557931696300487,2.0329763422285723e-16,30,3.5449440479278564
2,0.9604004449388208,4.480357501810013e-17,0.9734956355556885,1.758346691960177e-19,30,3.461704969406128
3,0.8536151279199109,2.0286122645077665e-09,0.9179121060654037,9.300910906178519e-13,30,3.0004894733428955
4,0.8068965517241379,7.216606340180162e-08,0.9145363427789667,1.600751726096155e-12,30,2.837954044342041
5,0.9163515016685205,1.198849431202678e-12,0.937557203174046,2.284709532837282e-14,30,3.3483195304870605
6,0.9421579532814239,8.05268653417e-15,0.9578325540549383,1.0627734199679637e-16,30,3.339421033859253
7,0.9288097886540599,1.355865088357321e-13,0.9781595723611669,1.2043079245928384e-20,30,3.350585460662842
8,0.8104560622914349,5.694373489171796e-08,0.8938049983587314,2.936406042172802e-11,30,3.059039831161499
9,0.9332591768631814,5.648125421109891e-14,0.9313295662025278,8.316859945590769e-14,30,3.2809066772460938
10,0.9292547274749722,1.2453933891519378e-13,0.954704360653463,2.838861019728495e-16,30,3.503175735473633
11,0.9635150166852057,1.4507498174358723e-17,0.9485569678712725,1.623218543193473e-15,30,3.141054630279541
12,0.9701890989988877,8.934927853671229e-19,0.9836501584242459,2.162023444491312e-22,30,3.3397011756896973
13,0.8638487208008899,7.857786277701834e-10,0.884019186698092,9.476748344595226e-11,30,3.805148124694824
14,0.9701890989988877,8.934927853671229e-19,0.9743022368551886,1.1464243844873725e-19,30,3.638669729232788
15,0.9328142380422692,6.181531174921565e-14,0.9568973849154749,1.4364751130317246e-16,30,3.5612757205963135
16,0.9403781979977753,1.2172712081965334e-14,0.9652989939817443,7.270403995980847e-18,30,3.9213783740997314
17,0.971523915461624,4.743797189843292e-19,0.9915444695519892,2.221040823829388e-26,30,3.5918874740600586
18,0.8989988876529477,1.5040507395775414e-11,0.9285414110053148,1.4268049794958248e-13,30,2.9101078510284424
19,0.9528364849833146,4.941027072964039e-16,0.9595663737758771,5.967728561242691e-17,30,2.503497838973999
