query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,320,0.07932162284851074,0.0004471937718335539,0.0005655896966345608,3,1
1,320,0.032816171646118164,0.0007445812225341797,0.0005389455473050475,3,1
2,320,0.03329062461853027,-0.00023285548377316445,0.0008036555373109877,3,1
3,320,0.032140254974365234,7.462501525878906e-05,0.0007545254193246365,3,1
4,320,0.036469221115112305,0.0004185835423413664,0.0019427543738856912,3,1
