query,n_removed,baseline_loss,filtered_loss,loss_change
0,40,3.37424898147583,3.3796751499176025,0.005426168441772461
1,40,2.7420074939727783,2.745025873184204,0.0030183792114257812
2,40,3.1332361698150635,3.159843683242798,0.026607513427734375
3,40,3.37815523147583,3.38149356842041,0.003338336944580078
4,40,3.3869316577911377,3.3943145275115967,0.007382869720458984
5,40,3.107530355453491,3.1238932609558105,0.016362905502319336
6,40,3.3749032020568848,3.3778088092803955,0.002905607223510742
7,40,3.4857230186462402,3.492316246032715,0.006593227386474609
8,40,3.636263132095337,3.6445796489715576,0.008316516876220703
9,40,3.969489812850952,3.9761099815368652,0.006620168685913086
