query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,160,0.03964638710021973,0.0007057404727675021,0.0020323984790593386,100,1
1,160,0.029361486434936523,0.0014512157067656517,0.00204639439471066,100,1
2,160,0.0729219913482666,0.0012524198973551393,0.0021119241137057543,100,1
3,160,0.03322410583496094,-0.0003459668077994138,0.0019640508107841015,100,1
4,160,0.037506818771362305,9.880065590550657e-06,0.002214916283264756,100,1
5,160,0.05324912071228027,0.00018692969752009958,0.0022112280130386353,100,1
6,160,0.03138256072998047,-0.0006030058721080422,0.002552859717980027,100,1
7,160,0.030347585678100586,-0.0015459370333701372,0.0023558048997074366,100,1
8,160,0.025841474533081055,-0.0002336668985662982,0.0019643029663711786,100,1
9,160,0.03708243370056152,4.389762762002647e-05,0.0021216024179011583,100,1
10,160,0.051114797592163086,0.0012648176634684205,0.0019026679219678044,100,1
11,160,0.08854174613952637,-0.000926835520658642,0.002058211248368025,100,1
12,160,0.09875273704528809,0.0014278769958764315,0.004616698250174522,100,1
13,160,0.0317845344543457,-0.0002210474049206823,0.0018137674778699875,100,1
14,160,0.012999296188354492,0.0002803945681080222,0.0015726634301245213,100,1
15,160,0.013600826263427734,-0.00011484861170174554,0.001449532457627356,100,1
16,160,0.006762027740478516,0.0010459470795467496,0.0015259691281244159,100,1
17,160,0.10910964012145996,0.0004636955272872001,0.0021532343234866858,100,1
18,160,0.027887582778930664,-0.00017468452278990299,0.0019008589442819357,100,1
19,160,0.03183484077453613,-0.0019510317360982299,0.0022281198762357235,100,1
