query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.004221200942993164,-0.00014551480126101524,0.00017681921599432826,3,1
1,40,0.002764463424682617,0.00015989939856808633,0.00020211572700645775,3,1
2,40,0.003528118133544922,-0.00011030832683900371,0.00010254779772367328,3,1
3,40,0.0017364025115966797,0.0001246929168701172,3.3196738513652235e-05,3,1
4,40,0.002691030502319336,-0.00010021527850767598,0.00012438101111911237,3,1
5,40,0.001969575881958008,4.5379001676337793e-05,0.0001588841842021793,3,1
6,40,0.002020120620727539,-8.074442303040996e-05,7.323228783207014e-05,3,1
7,40,0.0007634162902832031,2.193450927734375e-05,0.00016926057287491858,3,1
8,40,0.0013356208801269531,0.00011809667194029316,0.0003963621275033802,3,1
9,40,0.0057849884033203125,-7.899602496763691e-05,0.00015926742344163358,3,1
10,40,0.0028748512268066406,-0.0002124309539794922,0.00010802256292663515,3,1
11,40,0.0020399093627929688,-0.00010895729064941406,0.000279667234281078,3,1
12,40,0.02794647216796875,3.751118856598623e-05,0.00020878844952676445,3,1
13,40,0.0018544197082519531,0.0001659393310546875,0.00017066307191271335,3,1
14,40,0.004649639129638672,1.5020370483398438e-05,0.00020752375712618232,3,1
15,40,0.006769418716430664,-1.231829355674563e-05,0.00011166043987032026,3,1
16,40,0.0028700828552246094,4.092852395842783e-05,0.0002194043481722474,3,1
17,40,0.003407716751098633,3.5444896639091894e-05,0.00021129513334017247,3,1
18,40,0.00465846061706543,-9.38574448809959e-05,6.945077620912343e-05,3,1
19,40,0.002446413040161133,5.157788473297842e-05,5.4554806411033496e-05,3,1
