query,n_removed,filter_change,random_mean,random_sd,random_n,rank
0,40,0.1596221923828125,-5.825360494782217e-05,6.960284372325987e-05,3,1
1,40,0.18537664413452148,-0.0002621809544507414,0.0007292140508070588,3,1
2,40,0.14797234535217285,-7.20818861736916e-05,0.0005459942040033638,3,1
3,40,0.12200713157653809,-0.00016617774963378906,0.00035009364364668727,3,1
4,40,0.10675978660583496,-0.0003202756342943758,0.00032931132591329515,3,1
5,40,0.12042903900146484,0.00011523564899107441,0.0002670157409738749,3,1
6,40,0.12832021713256836,0.00019852320838253945,0.00015548737428616732,3,1
7,40,0.11482524871826172,0.00024700164794921875,0.0002999918651767075,3,1
8,40,0.10385441780090332,-6.993611896177754e-05,0.0001320689043495804,3,1
9,40,0.12846732139587402,0.0002262592315673828,0.0006659291102550924,3,1
